bgc_id,GCF,class,genome_id,contig,start,end,product,contig_edge
BGC0000391.1,371;1034,Others,NA,NA,NA,NA,NA,NA
BGC0000392.1,372;1652,NRPS,NA,NA,NA,NA,NA,NA
BGC0000393.1,373;1639;998,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0000394.1,374;1886;986;1242,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0000395.1,375;430,NRPS,NA,NA,NA,NA,NA,NA
BGC0000396.1,376;1593,NRPS,NA,NA,NA,NA,NA,NA
BGC0000397.1,377;968,NRPS,NA,NA,NA,NA,NA,NA
BGC0000398.1,378;1853,NRPS,NA,NA,NA,NA,NA,NA
BGC0000399.1,378;1853,NRPS,NA,NA,NA,NA,NA,NA
BGC0000400.1,380;1724,NRPS,NA,NA,NA,NA,NA,NA
BGC0000401.1,381;1121,NRPS,NA,NA,NA,NA,NA,NA
BGC0000402.1,382;1048;1865,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0000403.1,383;1128,NRPS,NA,NA,NA,NA,NA,NA
BGC0000404.1,384;385,NRPS,NA,NA,NA,NA,NA,NA
BGC0000405.1,384;385,NRPS,NA,NA,NA,NA,NA,NA
BGC0000406.1,386;924;901,Others,NA,NA,NA,NA,NA,NA
BGC0000407.1,387;1128,NRPS,NA,NA,NA,NA,NA,NA
BGC0000408.1,1093;1128,NRPS,NA,NA,NA,NA,NA,NA
BGC0000409.1,389;408,NRPS,NA,NA,NA,NA,NA,NA
BGC0000410.1,390;901,NRPS,NA,NA,NA,NA,NA,NA
BGC0000411.1,391;1853,NRPS,NA,NA,NA,NA,NA,NA
BGC0000412.1,392;1685,NRPS,NA,NA,NA,NA,NA,NA
BGC0000413.1,393;1277,NRPS,NA,NA,NA,NA,NA,NA
BGC0000414.1,394;1259,NRPS,NA,NA,NA,NA,NA,NA
BGC0000415.1,395;430,NRPS,NA,NA,NA,NA,NA,NA
BGC0000416.1,396;1586,NRPS,NA,NA,NA,NA,NA,NA
BGC0000417.1,397;1121,NRPS,NA,NA,NA,NA,NA,NA
BGC0000418.1,435;421;1364;398;1828,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0000419.1,435;1828;1364;398,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0000420.1,400;1033,Others,NA,NA,NA,NA,NA,NA
BGC0000421.1,401;1245,NRPS,NA,NA,NA,NA,NA,NA
BGC0000422.1,402;1008;1119,Others,NA,NA,NA,NA,NA,NA
BGC0000423.1,403;1652,NRPS,NA,NA,NA,NA,NA,NA
BGC0000424.1,404;1873,NRPS,NA,NA,NA,NA,NA,NA
BGC0000425.1,405;1690,NRPS,NA,NA,NA,NA,NA,NA
BGC0000426.1,406;1633,NRPS,NA,NA,NA,NA,NA,NA
BGC0000427.1,407;1509,NRPS,NA,NA,NA,NA,NA,NA
BGC0000428.1,408,NRPS,NA,NA,NA,NA,NA,NA
BGC0000429.1,409;1277;1648,Others,NA,NA,NA,NA,NA,NA
BGC0000430.1,1633,NRPS,NA,NA,NA,NA,NA,NA
BGC0000431.1,411;1639,NRPS,NA,NA,NA,NA,NA,NA
BGC0000432.1,412;1286,NRPS,NA,NA,NA,NA,NA,NA
BGC0000433.1,413;1848,NRPS,NA,NA,NA,NA,NA,NA
BGC0000434.1,414;430,NRPS,NA,NA,NA,NA,NA,NA
BGC0000435.1,307;1229,NRPS,NA,NA,NA,NA,NA,NA
BGC0000436.1,416;997;1751,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0000437.1,417;1690,NRPS,NA,NA,NA,NA,NA,NA
BGC0000438.1,418;1690,NRPS,NA,NA,NA,NA,NA,NA
BGC0000439.1,419;1277,NRPS,NA,NA,NA,NA,NA,NA
BGC0000440.1,420;421,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0000441.1,420;421,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0000442.1,422;1600,Others,NA,NA,NA,NA,NA,NA
BGC0000443.1,423;1639,NRPS,NA,NA,NA,NA,NA,NA
BGC0000444.1,424;1034,NRPS,NA,NA,NA,NA,NA,NA
BGC0000445.1,425;430,NRPS,NA,NA,NA,NA,NA,NA
BGC0000446.1,1530;1689,NRPS,NA,NA,NA,NA,NA,NA
BGC0000447.1,405;1690,NRPS,NA,NA,NA,NA,NA,NA
BGC0000448.1,428;1689,NRPS,NA,NA,NA,NA,NA,NA
BGC0000449.1,1724,NRPS,NA,NA,NA,NA,NA,NA
BGC0000450.1,395;430,NRPS,NA,NA,NA,NA,NA,NA
BGC0000451.1,431;1598,Others,NA,NA,NA,NA,NA,NA
BGC0000452.1,432;1128,NRPS,NA,NA,NA,NA,NA,NA
BGC0000453.1,433;1726,NRPS,NA,NA,NA,NA,NA,NA
BGC0000454.1,434;1121,NRPS,NA,NA,NA,NA,NA,NA
BGC0000455.1,435;1828;1364,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0000457.1,436;1509,NRPS,NA,NA,NA,NA,NA,NA
BGC0000458.1,437,NRPS,NA,NA,NA,NA,NA,NA
BGC0000459.1,438;1848,Others,NA,NA,NA,NA,NA,NA
BGC0000460.1,439;1121,NRPS,NA,NA,NA,NA,NA,NA
BGC0000461.1,440;1848,NRPS,NA,NA,NA,NA,NA,NA
BGC0000463.1,441;1853,NRPS,NA,NA,NA,NA,NA,NA
BGC0000464.1,442;1853,NRPS,NA,NA,NA,NA,NA,NA
BGC0000465.1,443;1586,NRPS,NA,NA,NA,NA,NA,NA
BGC0000466.1,444;1502,Others,NA,NA,NA,NA,NA,NA
BGC0000467.1,445;1005;1368,PKS-NRP_Hybrids,NA,NA,NA,NA,NA,NA
BGC0000468.1,447;448,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000469.1,447;448,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000470.1,448,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000471.1,458;456,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000472.1,1806;1403,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000473.1,458;456,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000474.1,458;456,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000475.1,458;456,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000477.1,458;456,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000479.1,455;457,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000480.1,458;456,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000481.1,457,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000483.1,458;456,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000484.1,459;1803,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000485.1,1157;466,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000486.1,461;466,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000487.1,462;586,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000488.1,463;1497,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000489.1,464;586,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000490.1,465;586,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000491.1,1157;466,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000494.1,467;586,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000495.1,468;498,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000496.1,469;490,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000497.1,522;470,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000498.1,531;471,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000499.1,472;502,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000500.1,473;477,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000501.1,474;490,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000502.1,475;477,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000503.1,476;496,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000504.1,477,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000506.1,478;483,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000507.1,479,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000508.1,480;485,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000509.1,481;485,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000510.1,482;566,Others,NA,NA,NA,NA,NA,NA
BGC0000511.1,478;483,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000513.1,484;1026,Others,NA,NA,NA,NA,NA,NA
BGC0000514.1,480;485,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000515.1,486;505,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000516.1,487;498,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000517.1,488,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000518.1,489;490,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000519.1,490,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000520.1,491;593,Others,NA,NA,NA,NA,NA,NA
BGC0000521.1,492;496,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000522.1,493,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000523.1,494;490,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000525.1,495;502,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000526.1,1673;496,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000527.1,497;505,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000528.1,498,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000529.1,499,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000530.1,503;501,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000531.1,503;501,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000532.1,502,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000533.1,503;501,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000534.1,1673;496,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000535.1,508;505,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000536.1,508;505,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000537.1,1674;511,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000538.1,508;505,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000539.1,509;496,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000540.1,510;511,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000541.1,512;511,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000542.1,512;511,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000543.1,513;479,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000544.1,514;499,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000545.1,515;496,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000546.1,516;490,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000547.1,517;496,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000548.1,518;2031,Others,NA,NA,NA,NA,NA,NA
BGC0000549.1,519;505,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000550.1,520;532,Others,NA,NA,NA,NA,NA,NA
BGC0000551.1,521;490,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000552.1,522;470,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000553.1,523;1852,Others,NA,NA,NA,NA,NA,NA
BGC0000554.1,524;488,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000555.1,525;488,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000556.1,526;505,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000557.1,527;496,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000558.1,528;1803,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000559.1,478;483,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000560.1,530;511,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000561.1,531;471,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000562.1,532,Others,NA,NA,NA,NA,NA,NA
BGC0000563.1,533;1476,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000564.1,1109;536,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000565.1,535;970,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000566.1,536,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000567.1,537;1113,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000568.1,538;539,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000569.1,539,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000570.1,540;1671,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000571.1,541;1448,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000572.1,542;1448,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000573.1,543;1671,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000574.1,544;1671,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000575.1,545;1448,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000576.1,546;1671,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000577.1,547;1671,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000578.1,548;1448,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000579.1,549;1887,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000580.1,550;1437,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000581.1,551;1448,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000582.1,552,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000583.1,553;552,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000584.1,554;1453,Others,NA,NA,NA,NA,NA,NA
BGC0000585.1,555;1344,Others,NA,NA,NA,NA,NA,NA
BGC0000586.1,556;559,Others,NA,NA,NA,NA,NA,NA
BGC0000587.1,556;559,Others,NA,NA,NA,NA,NA,NA
BGC0000588.1,558;559,Others,NA,NA,NA,NA,NA,NA
BGC0000589.1,559,Others,NA,NA,NA,NA,NA,NA
BGC0000590.1,560;1453,Others,NA,NA,NA,NA,NA,NA
BGC0000591.1,561;563,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000592.1,562;564,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000593.1,563,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000594.1,564,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000595.1,565;566,Others,NA,NA,NA,NA,NA,NA
BGC0000596.1,565;566,Others,NA,NA,NA,NA,NA,NA
BGC0000597.1,567;668,Others,NA,NA,NA,NA,NA,NA
BGC0000598.1,568;1444,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000599.1,569;572,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000600.1,570;572,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000601.1,571;572,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000602.1,572,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000603.1,573;1086,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000604.1,574;970,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000605.1,575;970,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000606.1,576;1086,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000607.1,577;479,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000608.1,578,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000609.1,579;578,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000610.1,580;578,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000611.1,624;581,Others,NA,NA,NA,NA,NA,NA
BGC0000612.1,582;1086,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000613.1,1738;970,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000614.1,581;624,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000615.1,585;1373,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000616.1,586,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000617.1,587;1497,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000618.1,588;552,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000619.1,589;1497,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000620.1,590;493,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000621.1,591,Others,NA,NA,NA,NA,NA,NA
BGC0000622.1,592;801,Others,NA,NA,NA,NA,NA,NA
BGC0000623.1,593,Others,NA,NA,NA,NA,NA,NA
BGC0000624.1,594;1497,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000625.1,595;1686,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000626.1,596;471,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000627.1,597;448,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000628.1,598;1086,RiPPs,NA,NA,NA,NA,NA,NA
BGC0000630.1,604,Terpene,NA,NA,NA,NA,NA,NA
BGC0000631.1,600;1511,Terpene,NA,NA,NA,NA,NA,NA
BGC0000632.1,601;1890,Terpene,NA,NA,NA,NA,NA,NA
BGC0000633.1,602;1358,Terpene,NA,NA,NA,NA,NA,NA
BGC0000634.1,603;612,Terpene,NA,NA,NA,NA,NA,NA
BGC0000635.1,604,Terpene,NA,NA,NA,NA,NA,NA
BGC0000636.1,605;1358,Terpene,NA,NA,NA,NA,NA,NA
BGC0000637.1,606;610,Terpene,NA,NA,NA,NA,NA,NA
BGC0000638.1,607;610,Terpene,NA,NA,NA,NA,NA,NA
BGC0000639.1,607;610,Terpene,NA,NA,NA,NA,NA,NA
BGC0000640.1,609;610,Terpene,NA,NA,NA,NA,NA,NA
BGC0000641.1,607;610,Terpene,NA,NA,NA,NA,NA,NA
BGC0000642.1,611;610,Terpene,NA,NA,NA,NA,NA,NA
BGC0000643.1,603;612,Terpene,NA,NA,NA,NA,NA,NA
BGC0000644.1,613;610,Terpene,NA,NA,NA,NA,NA,NA
BGC0000645.1,614;1969,Terpene,NA,NA,NA,NA,NA,NA
BGC0000646.1,615;2038,Terpene,NA,NA,NA,NA,NA,NA
BGC0000647.1,616;1932,Terpene,NA,NA,NA,NA,NA,NA
BGC0000648.1,617;2160,Terpene,NA,NA,NA,NA,NA,NA
BGC0000649.1,633;1358,Terpene,NA,NA,NA,NA,NA,NA
BGC0000650.1,619;1358,Terpene,NA,NA,NA,NA,NA,NA
BGC0000651.1,620;1890,Terpene,NA,NA,NA,NA,NA,NA
BGC0000652.1,1029;887;621,Others,NA,NA,NA,NA,NA,NA
BGC0000653.1,622;647,Terpene,NA,NA,NA,NA,NA,NA
BGC0000654.1,623;1771;789;1890,Others,NA,NA,NA,NA,NA,NA
BGC0000655.1,624;581,Others,NA,NA,NA,NA,NA,NA
BGC0000656.1,625;610,Terpene,NA,NA,NA,NA,NA,NA
BGC0000657.1,626;630,Terpene,NA,NA,NA,NA,NA,NA
BGC0000658.1,627;1890,Terpene,NA,NA,NA,NA,NA,NA
BGC0000659.1,628,Terpene,NA,NA,NA,NA,NA,NA
BGC0000660.1,629,Terpene,NA,NA,NA,NA,NA,NA
BGC0000661.1,630,Terpene,NA,NA,NA,NA,NA,NA
BGC0000662.1,631;1900,Others,NA,NA,NA,NA,NA,NA
BGC0000663.1,632;610,Terpene,NA,NA,NA,NA,NA,NA
BGC0000664.1,633;1358,Terpene,NA,NA,NA,NA,NA,NA
BGC0000665.1,634;635,Others,NA,NA,NA,NA,NA,NA
BGC0000666.1,634;635,Others,NA,NA,NA,NA,NA,NA
BGC0000667.1,636;1511,Terpene,NA,NA,NA,NA,NA,NA
BGC0000668.1,637;1507,Others,NA,NA,NA,NA,NA,NA
BGC0000669.1,638;1972,Terpene,NA,NA,NA,NA,NA,NA
BGC0000670.1,639;1234,Others,NA,NA,NA,NA,NA,NA
BGC0000671.1,640;1239,Terpene,NA,NA,NA,NA,NA,NA
BGC0000672.1,641;1239,Terpene,NA,NA,NA,NA,NA,NA
BGC0000673.1,642;1029,Others,NA,NA,NA,NA,NA,NA
BGC0000674.1,643;1784,Terpene,NA,NA,NA,NA,NA,NA
BGC0000675.1,644;1784,Terpene,NA,NA,NA,NA,NA,NA
BGC0000676.1,645;1499,Terpene,NA,NA,NA,NA,NA,NA
BGC0000677.1,646;1771,Others,NA,NA,NA,NA,NA,NA
BGC0000678.1,647,Terpene,NA,NA,NA,NA,NA,NA
BGC0000679.1,648;1728,PKSother,NA,NA,NA,NA,NA,NA
BGC0000682.1,649;1267,PKSI,NA,NA,NA,NA,NA,NA
BGC0000684.1,650;148,PKSI,NA,NA,NA,NA,NA,NA
BGC0000685.1,651;1499,Terpene,NA,NA,NA,NA,NA,NA
BGC0000686.1,652;1234,Others,NA,NA,NA,NA,NA,NA
BGC0000687.1,653;1788,Others,NA,NA,NA,NA,NA,NA
BGC0000688.1,654;1499,Terpene,NA,NA,NA,NA,NA,NA
BGC0000689.1,655;1498,Saccharides,NA,NA,NA,NA,NA,NA
BGC0000690.1,656;686,Saccharides,NA,NA,NA,NA,NA,NA
BGC0000691.1,657;988,Saccharides,NA,NA,NA,NA,NA,NA
BGC0000692.1,658;677,Saccharides,NA,NA,NA,NA,NA,NA
BGC0000693.1,659;660,Saccharides,NA,NA,NA,NA,NA,NA
BGC0000694.1,659;660,Saccharides,NA,NA,NA,NA,NA,NA
BGC0000695.1,661;665,Others,NA,NA,NA,NA,NA,NA
BGC0000696.1,655;1498,Saccharides,NA,NA,NA,NA,NA,NA
BGC0000698.1,663;1080,Others,NA,NA,NA,NA,NA,NA
BGC0000699.1,664;254,Saccharides,NA,NA,NA,NA,NA,NA
BGC0000700.1,665;1498,Others,NA,NA,NA,NA,NA,NA
BGC0000701.1,666;685,Saccharides,NA,NA,NA,NA,NA,NA
BGC0000702.1,670,Saccharides,NA,NA,NA,NA,NA,NA
BGC0000703.1,668,Others,NA,NA,NA,NA,NA,NA
BGC0000704.1,670,Saccharides,NA,NA,NA,NA,NA,NA
BGC0000705.1,670,Saccharides,NA,NA,NA,NA,NA,NA
BGC0000706.1,671;1904,Others,NA,NA,NA,NA,NA,NA
BGC0000707.1,672;1420,Others,NA,NA,NA,NA,NA,NA
BGC0000708.1,673;677,Saccharides,NA,NA,NA,NA,NA,NA
BGC0000709.1,677,Saccharides,NA,NA,NA,NA,NA,NA
BGC0000711.1,677,Saccharides,NA,NA,NA,NA,NA,NA
BGC0000712.1,676;901;677,Others,NA,NA,NA,NA,NA,NA
BGC0000713.1,677,Saccharides,NA,NA,NA,NA,NA,NA
BGC0000714.1,655;1498,Saccharides,NA,NA,NA,NA,NA,NA
BGC0000715.1,679;680,Saccharides,NA,NA,NA,NA,NA,NA
BGC0000716.1,680,Saccharides,NA,NA,NA,NA,NA,NA
BGC0000719.1,683,Saccharides,NA,NA,NA,NA,NA,NA
BGC0000720.1,683,Saccharides,NA,NA,NA,NA,NA,NA
BGC0000721.1,683,Saccharides,NA,NA,NA,NA,NA,NA
BGC0000722.1,684;685,Saccharides,NA,NA,NA,NA,NA,NA
BGC0000723.1,685,Saccharides,NA,NA,NA,NA,NA,NA
BGC0000724.1,686,Saccharides,NA,NA,NA,NA,NA,NA
BGC0000725.1,687;739,Others,NA,NA,NA,NA,NA,NA
BGC0000727.1,688,NRPS,NA,NA,NA,NA,NA,NA
BGC0000728.1,689;694,Others,NA,NA,NA,NA,NA,NA
BGC0000729.1,689;694,Others,NA,NA,NA,NA,NA,NA
BGC0000730.1,691;694,Others,NA,NA,NA,NA,NA,NA
BGC0000731.1,691;694,Others,NA,NA,NA,NA,NA,NA
BGC0000732.1,693;694,Others,NA,NA,NA,NA,NA,NA
BGC0000733.1,693;694,Others,NA,NA,NA,NA,NA,NA
BGC0000734.1,695;700,Others,NA,NA,NA,NA,NA,NA
BGC0000735.1,696;699,Others,NA,NA,NA,NA,NA,NA
BGC0000736.1,697;699,Others,NA,NA,NA,NA,NA,NA
BGC0000737.1,698;700,Others,NA,NA,NA,NA,NA,NA
BGC0000738.1,699,Others,NA,NA,NA,NA,NA,NA
BGC0000739.1,698;700,Others,NA,NA,NA,NA,NA,NA
BGC0000740.1,703;709,Others,NA,NA,NA,NA,NA,NA
BGC0000741.1,703;709,Others,NA,NA,NA,NA,NA,NA
BGC0000742.1,703;709,Others,NA,NA,NA,NA,NA,NA
BGC0000743.1,703;709,Others,NA,NA,NA,NA,NA,NA
BGC0000744.1,703;709,Others,NA,NA,NA,NA,NA,NA
BGC0000745.1,703;709,Others,NA,NA,NA,NA,NA,NA
BGC0000746.1,703;709,Others,NA,NA,NA,NA,NA,NA
BGC0000747.1,703;709,Others,NA,NA,NA,NA,NA,NA
BGC0000748.1,703;709,Others,NA,NA,NA,NA,NA,NA
BGC0000749.1,710;758,Others,NA,NA,NA,NA,NA,NA
BGC0000751.1,711;1767,Others,NA,NA,NA,NA,NA,NA
BGC0000752.1,712;713,Others,NA,NA,NA,NA,NA,NA
BGC0000753.1,713,Others,NA,NA,NA,NA,NA,NA
BGC0000754.1,714;717,Others,NA,NA,NA,NA,NA,NA
BGC0000755.1,714;717,Others,NA,NA,NA,NA,NA,NA
BGC0000756.1,716;717,Others,NA,NA,NA,NA,NA,NA
BGC0000757.1,716;717,Others,NA,NA,NA,NA,NA,NA
BGC0000758.1,718;1820,Others,NA,NA,NA,NA,NA,NA
BGC0000759.1,719;756,Others,NA,NA,NA,NA,NA,NA
BGC0000760.1,720;1820,Others,NA,NA,NA,NA,NA,NA
BGC0000761.1,721;756,Others,NA,NA,NA,NA,NA,NA
BGC0000762.1,722;1650,Others,NA,NA,NA,NA,NA,NA
BGC0000763.1,723;758,Others,NA,NA,NA,NA,NA,NA
BGC0000764.1,724;726,Others,NA,NA,NA,NA,NA,NA
BGC0000765.1,725;726,Others,NA,NA,NA,NA,NA,NA
BGC0000766.1,726,Others,NA,NA,NA,NA,NA,NA
BGC0000767.1,727;762,Others,NA,NA,NA,NA,NA,NA
BGC0000768.1,728;756,Others,NA,NA,NA,NA,NA,NA
BGC0000769.1,729;758,Others,NA,NA,NA,NA,NA,NA
BGC0000770.1,730;739,Others,NA,NA,NA,NA,NA,NA
BGC0000772.1,731;754,Others,NA,NA,NA,NA,NA,NA
BGC0000773.1,732;758,Others,NA,NA,NA,NA,NA,NA
BGC0000774.1,733;754,Others,NA,NA,NA,NA,NA,NA
BGC0000775.1,734;744,Others,NA,NA,NA,NA,NA,NA
BGC0000776.1,735;752,Others,NA,NA,NA,NA,NA,NA
BGC0000777.1,736;758,Others,NA,NA,NA,NA,NA,NA
BGC0000778.1,737;739,Others,NA,NA,NA,NA,NA,NA
BGC0000779.1,738;739,Others,NA,NA,NA,NA,NA,NA
BGC0000780.1,739,Others,NA,NA,NA,NA,NA,NA
BGC0000781.1,740;1820,Others,NA,NA,NA,NA,NA,NA
BGC0000782.1,744,Others,NA,NA,NA,NA,NA,NA
BGC0000783.1,742;744,Others,NA,NA,NA,NA,NA,NA
BGC0000784.1,743;1820,Others,NA,NA,NA,NA,NA,NA
BGC0000785.1,744,Others,NA,NA,NA,NA,NA,NA
BGC0000786.1,745;758,Others,NA,NA,NA,NA,NA,NA
BGC0000787.1,746;758,Others,NA,NA,NA,NA,NA,NA
BGC0000788.1,747;758,Others,NA,NA,NA,NA,NA,NA
BGC0000789.1,748;758,Others,NA,NA,NA,NA,NA,NA
BGC0000790.1,749;754,Others,NA,NA,NA,NA,NA,NA
BGC0000791.1,750;754,Others,NA,NA,NA,NA,NA,NA
BGC0000792.1,751;1767,Others,NA,NA,NA,NA,NA,NA
BGC0000793.1,752,Others,NA,NA,NA,NA,NA,NA
BGC0000794.1,753;756,Others,NA,NA,NA,NA,NA,NA
BGC0000795.1,754,Others,NA,NA,NA,NA,NA,NA
BGC0000796.1,755;511,RiPPs,NA,NA,NA,NA,NA,NA
