study,genome_id,contig,location,contig_edge,product,bgc_id,author,class,GCF_c0.3,GCF_c0.4,GCF_c0.5
Sharrar_et_al_2020,ANG_230,ANG_230_135,[17911:59126],FALSE,ladderane,ANG_230_135.region001,Sharrar,Other,440,440,440
Sharrar_et_al_2020,ANG_230,ANG_230_204,[490:22488],FALSE,terpene,ANG_230_204.region001,Sharrar,Terpene,441,441,441
Sharrar_et_al_2020,ANG_235,ANG_235_2,[23457:64552],FALSE,T3PKS,ANG_235_2.region001,Sharrar,PKS,447,447,254
Sharrar_et_al_2020,ANG_235,ANG_235_5,[0:23353],TRUE,lassopeptide;RRE-containing,ANG_235_5.region001,Sharrar,RiPP,450,450,10107
Sharrar_et_al_2020,ANG_235,ANG_235_6,[50355:60965],TRUE,RRE-containing,ANG_235_6.region001,Sharrar,RiPP,252,252,252
Sharrar_et_al_2020,ANG_235,ANG_235_8,[444:20759],FALSE,RRE-containing,ANG_235_8.region001,Sharrar,RiPP,10107,10107,10107
Sharrar_et_al_2020,ANG_235,ANG_235_12,[70187:99210],FALSE,terpene,ANG_235_12.region001,Sharrar,Terpene,10235,10235,10235
Sharrar_et_al_2020,ANG_235,ANG_235_31,[5888:48459],FALSE,NRPS-like,ANG_235_31.region001,Sharrar,NRPS,381,381,381
Sharrar_et_al_2020,ANG_235,ANG_235_53,[0:30432],TRUE,NRPS;NRPS-like,ANG_235_53.region001,Sharrar,NRPS,10238,10238,10238
Sharrar_et_al_2020,ANG_235,ANG_235_64,[21488:61004],TRUE,NRPS-like,ANG_235_64.region001,Sharrar,NRPS,382,382,382
Sharrar_et_al_2020,ANG_235,ANG_235_107,[0:10432],TRUE,RRE-containing,ANG_235_107.region001,Sharrar,RiPP,10106,10106,10106
Sharrar_et_al_2020,ANG_235,ANG_235_175,[0:5761],TRUE,redox-cofactor,ANG_235_175.region001,Sharrar,Other,383,383,383
Sharrar_et_al_2020,ANG_235,ANG_235_248,[0:5709],TRUE,RRE-containing,ANG_235_248.region001,Sharrar,RiPP,448,707,707
Sharrar_et_al_2020,ANG_237,ANG_237_29,[0:4895],TRUE,terpene,ANG_237_29.region001,Sharrar,Terpene,458,1272,1272
Sharrar_et_al_2020,ANG_237,ANG_237_89,[1236:13732],TRUE,terpene,ANG_237_89.region001,Sharrar,Terpene,670,670,670
Sharrar_et_al_2020,ANG_237,ANG_237_119,[0:43646],TRUE,T2PKS,ANG_237_119.region001,Sharrar,PKS,455,455,455
Sharrar_et_al_2020,ANG_237,ANG_237_160,[378:41081],TRUE,NRPS-like,ANG_237_160.region001,Sharrar,NRPS,1191,1191,1191
Sharrar_et_al_2020,ANG_237,ANG_237_172,[8101:20015],FALSE,RiPP-like,ANG_237_172.region001,Sharrar,RiPP,457,457,457
Sharrar_et_al_2020,ANG_239,ANG_239_5,[199549:221215],FALSE,terpene,ANG_239_5.region001,Sharrar,Terpene,100,9723,6137
Sharrar_et_al_2020,ANG_239,ANG_239_6,[408121:418985],FALSE,RiPP-like,ANG_239_6.region001,Sharrar,RiPP,464,464,464
Sharrar_et_al_2020,ANG_239,ANG_239_10,[51528:92725],FALSE,arylpolyene,ANG_239_10.region001,Sharrar,Other,460,460,460
Sharrar_et_al_2020,ANG_239,ANG_239_14,[35386:83126],FALSE,T1PKS,ANG_239_14.region001,Sharrar,PKS,461,461,461
Sharrar_et_al_2020,ANG_239,ANG_239_23,[31735:42584],FALSE,RiPP-like,ANG_239_23.region001,Sharrar,RiPP,462,9736,6629
Sharrar_et_al_2020,ANG_24,ANG_24_11,[248:24735],FALSE,lanthipeptide-class-i,ANG_24_11.region001,Sharrar,RiPP,477,477,477
Sharrar_et_al_2020,ANG_24,ANG_24_34,[54413:75388],FALSE,terpene,ANG_24_34.region001,Sharrar,Terpene,485,485,485
Sharrar_et_al_2020,ANG_24,ANG_24_58,[21820:44368],FALSE,lassopeptide;RRE-containing,ANG_24_58.region001,Sharrar,RiPP,486,486,486
Sharrar_et_al_2020,ANG_24,ANG_24_74,[0:15488],TRUE,lanthipeptide-class-iii,ANG_24_74.region001,Sharrar,RiPP,487,487,487
Sharrar_et_al_2020,ANG_24,ANG_24_126,[0:13839],TRUE,NRPS,ANG_24_126.region001,Sharrar,NRPS,478,478,478
Sharrar_et_al_2020,ANG_24,ANG_24_169,[0:14783],TRUE,indole,ANG_24_169.region001,Sharrar,Other,479,479,479
Sharrar_et_al_2020,ANG_24,ANG_24_173,[0:15629],TRUE,T3PKS,ANG_24_173.region001,Sharrar,PKS,480,890,890
Sharrar_et_al_2020,ANG_24,ANG_24_197,[0:6810],TRUE,ladderane,ANG_24_197.region001,Sharrar,Other,481,481,481
Sharrar_et_al_2020,ANG_24,ANG_24_219,[0:13144],TRUE,RRE-containing,ANG_24_219.region001,Sharrar,RiPP,482,482,482
Sharrar_et_al_2020,ANG_24,ANG_24_226,[0:14055],TRUE,indole,ANG_24_226.region001,Sharrar,Other,483,483,483
Sharrar_et_al_2020,ANG_24,ANG_24_243,[10014:16524],TRUE,RiPP-like,ANG_24_243.region001,Sharrar,RiPP,484,484,484
Sharrar_et_al_2020,ANG_244,ANG_244_2,[94828:138770],FALSE,ladderane;redox-cofactor,ANG_244_2.region001,Sharrar,Other,218,218,218
Sharrar_et_al_2020,ANG_244,ANG_244_6,[36751:57786],FALSE,terpene,ANG_244_6.region001,Sharrar,Terpene,518,475,475
Sharrar_et_al_2020,ANG_244,ANG_244_10,[32323:52118],TRUE,terpene,ANG_244_10.region001,Sharrar,Terpene,379,379,379
Sharrar_et_al_2020,ANG_244,ANG_244_26,[0:12679],TRUE,terpene,ANG_244_26.region001,Sharrar,Terpene,505,505,505
Sharrar_et_al_2020,ANG_244,ANG_244_60,[0:25094],TRUE,phosphonate,ANG_244_60.region001,Sharrar,Other,476,476,476
Sharrar_et_al_2020,ANG_25,ANG_25_67,[105318:197538],FALSE,NRPS,ANG_25_67.region001,Sharrar,NRPS,492,492,492
Sharrar_et_al_2020,ANG_25,ANG_25_69,[128432:169566],FALSE,T3PKS,ANG_25_69.region001,Sharrar,PKS,493,493,493
Sharrar_et_al_2020,ANG_25,ANG_25_70,[40285:82862],FALSE,NRPS-like,ANG_25_70.region001,Sharrar,NRPS,494,494,494
Sharrar_et_al_2020,ANG_25,ANG_25_78,[224928:269341],FALSE,NRPS-like,ANG_25_78.region001,Sharrar,NRPS,316,316,1403
Sharrar_et_al_2020,ANG_25,ANG_25_81,[47065:68367],FALSE,sactipeptide,ANG_25_81.region001,Sharrar,RiPP,496,496,496
Sharrar_et_al_2020,ANG_25,ANG_25_82,[36684:59029],FALSE,lassopeptide,ANG_25_82.region001,Sharrar,RiPP,497,497,497
Sharrar_et_al_2020,ANG_258,ANG_258_9,[11029:37177],FALSE,betalactone,ANG_258_9.region001,Sharrar,Other,98,122,490
Sharrar_et_al_2020,ANG_258,ANG_258_22,[23069:33957],FALSE,RiPP-like,ANG_258_22.region001,Sharrar,RiPP,489,489,1524
Sharrar_et_al_2020,ANG_258,ANG_258_96,[1339:22982],FALSE,terpene,ANG_258_96.region001,Sharrar,Terpene,8952,9723,6137
Sharrar_et_al_2020,ANG_258,ANG_258_114,[0:20934],TRUE,arylpolyene;resorcinol,ANG_258_114.region001,Sharrar,Other,123,123,123
Sharrar_et_al_2020,ANG_270,ANG_270_20,[7526:48270],TRUE,arylpolyene;ladderane,ANG_270_20.region001,Sharrar,Other,498,498,498
Sharrar_et_al_2020,ANG_270,ANG_270_23,[0:21950],TRUE,terpene,ANG_270_23.region001,Sharrar,Terpene,510,510,510
Sharrar_et_al_2020,ANG_270,ANG_270_38,[7600:19663],TRUE,terpene,ANG_270_38.region001,Sharrar,Terpene,500,500,500
Sharrar_et_al_2020,ANG_270,ANG_270_89,[2521:20652],TRUE,terpene,ANG_270_89.region001,Sharrar,Terpene,501,501,501
Sharrar_et_al_2020,ANG_270,ANG_270_94,[0:15007],TRUE,NRPS-like,ANG_270_94.region001,Sharrar,NRPS,1596,1596,1596
Sharrar_et_al_2020,ANG_271,ANG_271_19,[0:12162],TRUE,terpene,ANG_271_19.region001,Sharrar,Terpene,505,505,505
Sharrar_et_al_2020,ANG_271,ANG_271_34,[0:41213],TRUE,ladderane,ANG_271_34.region001,Sharrar,Other,506,506,509
Sharrar_et_al_2020,ANG_271,ANG_271_101,[2395:18162],TRUE,terpene,ANG_271_101.region001,Sharrar,Terpene,503,503,503
Sharrar_et_al_2020,ANG_271,ANG_271_103,[13709:34531],FALSE,terpene,ANG_271_103.region001,Sharrar,Terpene,379,379,379
Sharrar_et_al_2020,ANG_273,ANG_273_25,[0:15844],TRUE,redox-cofactor,ANG_273_25.region001,Sharrar,Other,507,507,507
Sharrar_et_al_2020,ANG_273,ANG_273_31,[0:11875],TRUE,terpene,ANG_273_31.region001,Sharrar,Terpene,508,508,508
Sharrar_et_al_2020,ANG_273,ANG_273_57,[10078:51305],FALSE,ladderane,ANG_273_57.region001,Sharrar,Other,509,509,509
Sharrar_et_al_2020,ANG_273,ANG_273_58,[10252:32256],FALSE,terpene,ANG_273_58.region001,Sharrar,Terpene,510,510,510
Sharrar_et_al_2020,ANG_273,ANG_273_59,[63971:85009],FALSE,terpene,ANG_273_59.region001,Sharrar,Terpene,511,511,511
Sharrar_et_al_2020,ANG_274,ANG_274_80,[0:10137],TRUE,terpene,ANG_274_80.region001,Sharrar,Terpene,9936,9936,9936
Sharrar_et_al_2020,ANG_274,ANG_274_145,[0:16773],TRUE,ladderane;RRE-containing,ANG_274_145.region001,Sharrar,Other,218,218,218
Sharrar_et_al_2020,ANG_274,ANG_274_167,[41485:54592],TRUE,terpene,ANG_274_167.region001,Sharrar,Terpene,505,505,505
Sharrar_et_al_2020,ANG_274,ANG_274_187,[0:6155],TRUE,terpene,ANG_274_187.region001,Sharrar,Terpene,9938,9938,9938
Sharrar_et_al_2020,ANG_278,ANG_278_25,[5639:17817],TRUE,terpene,ANG_278_25.region001,Sharrar,Terpene,379,379,379
Sharrar_et_al_2020,ANG_278,ANG_278_28,[13624:34758],FALSE,terpene,ANG_278_28.region001,Sharrar,Terpene,518,475,475
Sharrar_et_al_2020,ANG_278,ANG_278_57,[0:12906],TRUE,terpene,ANG_278_57.region001,Sharrar,Terpene,9963,9963,9963
Sharrar_et_al_2020,ANG_278,ANG_278_132,[0:7033],TRUE,ladderane,ANG_278_132.region001,Sharrar,Other,9939,9939,9939
Sharrar_et_al_2020,ANG_288,ANG_288_10,[247372:290978],FALSE,arylpolyene,ANG_288_10.region001,Sharrar,Other,520,520,520
Sharrar_et_al_2020,ANG_288,ANG_288_17,[86246:129039],FALSE,NRPS-like,ANG_288_17.region001,Sharrar,NRPS,30,30,30
Sharrar_et_al_2020,ANG_288,ANG_288_29,[333799:355427],FALSE,terpene,ANG_288_29.region001,Sharrar,Terpene,100,6549,6549
Sharrar_et_al_2020,ANG_288,ANG_288_33,[31108:63064],FALSE,betalactone,ANG_288_33.region001,Sharrar,Other,523,523,523
Sharrar_et_al_2020,ANG_288,ANG_288_39,[29622:51636],FALSE,redox-cofactor,ANG_288_39.region001,Sharrar,Other,524,524,524
Sharrar_et_al_2020,ANG_288,ANG_288_39,[68274:87801],TRUE,betalactone,ANG_288_39.region002,Sharrar,Other,525,525,525
Sharrar_et_al_2020,ANG_292,ANG_292_81,[67207:103851],TRUE,acyl_amino_acids,ANG_292_81.region001,Sharrar,Other,529,529,529
Sharrar_et_al_2020,ANG_292,ANG_292_95,[0:6377],TRUE,RiPP-like,ANG_292_95.region001,Sharrar,RiPP,530,530,6757
Sharrar_et_al_2020,ANG_292,ANG_292_158,[0:20731],TRUE,NRPS;T1PKS,ANG_292_158.region001,Sharrar,NRPS-PKS,526,526,526
Sharrar_et_al_2020,ANG_292,ANG_292_168,[2793:19743],TRUE,redox-cofactor,ANG_292_168.region001,Sharrar,Other,527,527,527
Sharrar_et_al_2020,ANG_292,ANG_292_186,[0:12689],TRUE,terpene,ANG_292_186.region001,Sharrar,Terpene,528,528,528
Sharrar_et_al_2020,ANG_3,ANG_3_61,[0:9367],TRUE,terpene,ANG_3_61.region001,Sharrar,Terpene,817,817,817
Sharrar_et_al_2020,ANG_3,ANG_3_76,[0:8996],TRUE,NRPS,ANG_3_76.region001,Sharrar,NRPS,819,819,819
Sharrar_et_al_2020,ANG_3,ANG_3_96,[0:8645],TRUE,NRPS,ANG_3_96.region001,Sharrar,NRPS,820,820,820
Sharrar_et_al_2020,ANG_3,ANG_3_105,[0:8165],TRUE,T2PKS,ANG_3_105.region001,Sharrar,PKS,785,785,1857
Sharrar_et_al_2020,ANG_3,ANG_3_149,[0:15724],TRUE,terpene,ANG_3_149.region001,Sharrar,Terpene,786,786,786
Sharrar_et_al_2020,ANG_3,ANG_3_150,[0:29524],TRUE,T2PKS,ANG_3_150.region001,Sharrar,PKS,787,787,787
Sharrar_et_al_2020,ANG_3,ANG_3_156,[6819:18791],TRUE,terpene,ANG_3_156.region001,Sharrar,Terpene,788,788,788
Sharrar_et_al_2020,ANG_3,ANG_3_174,[0:7650],TRUE,T2PKS,ANG_3_174.region001,Sharrar,PKS,789,789,789
Sharrar_et_al_2020,ANG_3,ANG_3_199,[0:8430],TRUE,ladderane,ANG_3_199.region001,Sharrar,Other,790,790,790
Sharrar_et_al_2020,ANG_3,ANG_3_200,[0:8424],TRUE,redox-cofactor,ANG_3_200.region001,Sharrar,Other,791,791,791
Sharrar_et_al_2020,ANG_3,ANG_3_237,[0:5384],TRUE,terpene,ANG_3_237.region001,Sharrar,Terpene,792,792,792
Sharrar_et_al_2020,ANG_3,ANG_3_240,[9756:20052],TRUE,RiPP-like,ANG_3_240.region001,Sharrar,RiPP,793,793,793
Sharrar_et_al_2020,ANG_3,ANG_3_241,[22069:40495],TRUE,redox-cofactor,ANG_3_241.region001,Sharrar,Other,794,794,794
Sharrar_et_al_2020,ANG_3,ANG_3_249,[6993:15272],TRUE,butyrolactone,ANG_3_249.region001,Sharrar,Other,795,795,795
Sharrar_et_al_2020,ANG_3,ANG_3_263,[0:14385],TRUE,arylpolyene,ANG_3_263.region001,Sharrar,Other,796,796,796
Sharrar_et_al_2020,ANG_3,ANG_3_265,[0:20855],TRUE,NRPS-like;T1PKS,ANG_3_265.region001,Sharrar,NRPS-PKS,797,797,797
Sharrar_et_al_2020,ANG_3,ANG_3_291,[4181:14553],FALSE,ectoine,ANG_3_291.region001,Sharrar,Other,798,798,798
Sharrar_et_al_2020,ANG_3,ANG_3_297,[0:10341],TRUE,NRPS,ANG_3_297.region001,Sharrar,NRPS,799,799,799
Sharrar_et_al_2020,ANG_3,ANG_3_335,[0:10957],TRUE,terpene,ANG_3_335.region001,Sharrar,Terpene,800,800,800
Sharrar_et_al_2020,ANG_3,ANG_3_341,[0:11351],TRUE,NRPS;NRPS-like,ANG_3_341.region001,Sharrar,NRPS,801,801,801
Sharrar_et_al_2020,ANG_3,ANG_3_351,[0:32919],TRUE,NRPS;NRPS-like,ANG_3_351.region001,Sharrar,NRPS,802,802,802
Sharrar_et_al_2020,ANG_3,ANG_3_371,[0:10022],TRUE,T1PKS,ANG_3_371.region001,Sharrar,PKS,803,803,803
Sharrar_et_al_2020,ANG_3,ANG_3_394,[0:14127],TRUE,NRPS,ANG_3_394.region001,Sharrar,NRPS,804,804,804
Sharrar_et_al_2020,ANG_3,ANG_3_401,[0:16818],TRUE,NRPS,ANG_3_401.region001,Sharrar,NRPS,805,805,805
Sharrar_et_al_2020,ANG_3,ANG_3_402,[0:13006],TRUE,lanthipeptide-class-iii,ANG_3_402.region001,Sharrar,RiPP,806,806,806
Sharrar_et_al_2020,ANG_3,ANG_3_426,[0:19893],TRUE,LAP,ANG_3_426.region001,Sharrar,RiPP,807,807,807
Sharrar_et_al_2020,ANG_3,ANG_3_433,[0:9233],TRUE,NRPS,ANG_3_433.region001,Sharrar,NRPS,808,808,808
Sharrar_et_al_2020,ANG_3,ANG_3_435,[10752:18375],TRUE,siderophore,ANG_3_435.region001,Sharrar,Other,809,809,809
Sharrar_et_al_2020,ANG_3,ANG_3_445,[2234:23783],TRUE,PKS-like,ANG_3_445.region001,Sharrar,PKS,810,810,810
Sharrar_et_al_2020,ANG_3,ANG_3_458,[0:16034],TRUE,NRPS,ANG_3_458.region001,Sharrar,NRPS,811,811,811
Sharrar_et_al_2020,ANG_3,ANG_3_466,[0:11875],TRUE,NRPS,ANG_3_466.region001,Sharrar,NRPS,812,812,812
Sharrar_et_al_2020,ANG_3,ANG_3_471,[0:20783],TRUE,T3PKS,ANG_3_471.region001,Sharrar,PKS,813,813,813
Sharrar_et_al_2020,ANG_3,ANG_3_510,[0:4149],TRUE,PKS-like,ANG_3_510.region001,Sharrar,PKS,814,814,814
Sharrar_et_al_2020,ANG_3,ANG_3_542,[0:5443],TRUE,NRPS,ANG_3_542.region001,Sharrar,NRPS,815,815,815
Sharrar_et_al_2020,ANG_3,ANG_3_557,[0:4553],TRUE,T2PKS,ANG_3_557.region001,Sharrar,PKS,816,816,816
Sharrar_et_al_2020,ANG_3,ANG_3_621,[0:3907],TRUE,T3PKS,ANG_3_621.region001,Sharrar,PKS,818,818,818
Sharrar_et_al_2020,ANG_30,ANG_30_40,[0:23239],TRUE,betalactone;ranthipeptide,ANG_30_40.region001,Sharrar,Other,579,579,579
Sharrar_et_al_2020,ANG_30,ANG_30_76,[0:27450],TRUE,transAT-PKS,ANG_30_76.region001,Sharrar,PKS,581,581,581
Sharrar_et_al_2020,ANG_30,ANG_30_98,[0:11367],TRUE,lanthipeptide-class-iii,ANG_30_98.region001,Sharrar,RiPP,582,582,582
Sharrar_et_al_2020,ANG_30,ANG_30_141,[5282:21278],TRUE,indole,ANG_30_141.region001,Sharrar,Other,571,571,571
Sharrar_et_al_2020,ANG_30,ANG_30_203,[0:17214],TRUE,T1PKS;transAT-PKS-like,ANG_30_203.region001,Sharrar,PKS,572,572,572
Sharrar_et_al_2020,ANG_30,ANG_30_246,[0:14710],TRUE,indole,ANG_30_246.region001,Sharrar,Other,573,573,573
Sharrar_et_al_2020,ANG_30,ANG_30_258,[44445:64641],TRUE,indole,ANG_30_258.region001,Sharrar,Other,574,574,574
Sharrar_et_al_2020,ANG_30,ANG_30_273,[14618:25425],FALSE,RiPP-like,ANG_30_273.region001,Sharrar,RiPP,575,575,575
Sharrar_et_al_2020,ANG_30,ANG_30_275,[9902:33340],TRUE,T3PKS,ANG_30_275.region001,Sharrar,PKS,576,576,576
Sharrar_et_al_2020,ANG_30,ANG_30_296,[1477:27511],TRUE,terpene,ANG_30_296.region001,Sharrar,Terpene,577,1377,1086
Sharrar_et_al_2020,ANG_30,ANG_30_304,[0:37231],TRUE,NRPS-like,ANG_30_304.region001,Sharrar,NRPS,578,578,578
Sharrar_et_al_2020,ANG_30,ANG_30_421,[0:4536],TRUE,NRPS-like,ANG_30_421.region001,Sharrar,NRPS,580,580,580
Sharrar_et_al_2020,ANG_306,ANG_306_34,[0:9233],TRUE,ranthipeptide,ANG_306_34.region001,Sharrar,RiPP,566,566,566
Sharrar_et_al_2020,ANG_306,ANG_306_243,[0:13850],TRUE,RRE-containing,ANG_306_243.region001,Sharrar,RiPP,565,565,565
Sharrar_et_al_2020,ANG_306,ANG_306_409,[0:6808],TRUE,lanthipeptide-class-ii,ANG_306_409.region001,Sharrar,RiPP,567,567,567
Sharrar_et_al_2020,ANG_308,ANG_308_32,[20054:30843],FALSE,RiPP-like,ANG_308_32.region001,Sharrar,RiPP,1130,1130,1130
Sharrar_et_al_2020,ANG_308,ANG_308_36,[0:42769],TRUE,NRPS,ANG_308_36.region001,Sharrar,NRPS,10000,10000,569
Sharrar_et_al_2020,ANG_308,ANG_308_42,[12698:34822],FALSE,redox-cofactor,ANG_308_42.region001,Sharrar,Other,829,829,829
Sharrar_et_al_2020,ANG_318,ANG_318_2,[174275:217611],FALSE,NRPS,ANG_318_2.region001,Sharrar,NRPS,587,587,587
Sharrar_et_al_2020,ANG_318,ANG_318_3,[146916:167777],FALSE,terpene,ANG_318_3.region001,Sharrar,Terpene,1019,1019,1275
Sharrar_et_al_2020,ANG_318,ANG_318_5,[33145:44066],FALSE,RiPP-like,ANG_318_5.region001,Sharrar,RiPP,590,590,590
Sharrar_et_al_2020,ANG_318,ANG_318_7,[185944:206592],FALSE,hserlactone,ANG_318_7.region001,Sharrar,Other,591,591,591
Sharrar_et_al_2020,ANG_318,ANG_318_9,[112484:153534],FALSE,T3PKS,ANG_318_9.region001,Sharrar,PKS,592,592,592
Sharrar_et_al_2020,ANG_318,ANG_318_10,[21718:42402],FALSE,hserlactone,ANG_318_10.region001,Sharrar,Other,583,583,583
Sharrar_et_al_2020,ANG_318,ANG_318_15,[84584:109553],FALSE,terpene,ANG_318_15.region001,Sharrar,Terpene,44,1016,1016
Sharrar_et_al_2020,ANG_318,ANG_318_17,[20176:40809],FALSE,hserlactone,ANG_318_17.region001,Sharrar,Other,585,585,585
Sharrar_et_al_2020,ANG_318,ANG_318_19,[27822:38677],FALSE,RiPP-like,ANG_318_19.region001,Sharrar,RiPP,586,586,586
Sharrar_et_al_2020,ANG_318,ANG_318_30,[0:20748],TRUE,redox-cofactor,ANG_318_30.region001,Sharrar,Other,1018,46,1018
Sharrar_et_al_2020,ANG_32,ANG_32_78,[0:15866],TRUE,hserlactone,ANG_32_78.region001,Sharrar,Other,610,610,610
Sharrar_et_al_2020,ANG_32,ANG_32_118,[0:8363],TRUE,indole,ANG_32_118.region001,Sharrar,Other,603,603,603
Sharrar_et_al_2020,ANG_32,ANG_32_129,[0:8693],TRUE,NRPS;T1PKS,ANG_32_129.region001,Sharrar,NRPS-PKS,604,604,604
Sharrar_et_al_2020,ANG_32,ANG_32_276,[0:10856],TRUE,NRPS-like,ANG_32_276.region001,Sharrar,NRPS,605,605,605
Sharrar_et_al_2020,ANG_32,ANG_32_325,[0:8800],TRUE,NRPS-like,ANG_32_325.region001,Sharrar,NRPS,606,606,606
Sharrar_et_al_2020,ANG_32,ANG_32_457,[0:16177],TRUE,NRPS,ANG_32_457.region001,Sharrar,NRPS,607,607,607
Sharrar_et_al_2020,ANG_32,ANG_32_530,[10060:31800],FALSE,terpene,ANG_32_530.region001,Sharrar,Terpene,608,608,608
Sharrar_et_al_2020,ANG_32,ANG_32_563,[0:21136],TRUE,T3PKS,ANG_32_563.region001,Sharrar,PKS,609,609,609
Sharrar_et_al_2020,ANG_322,ANG_322_30,[46059:68045],FALSE,indole,ANG_322_30.region001,Sharrar,Other,638,638,638
Sharrar_et_al_2020,ANG_322,ANG_322_30,[79701:109986],TRUE,NRPS-like,ANG_322_30.region002,Sharrar,NRPS,92,92,92
Sharrar_et_al_2020,ANG_322,ANG_322_35,[21486:42158],FALSE,terpene,ANG_322_35.region001,Sharrar,Terpene,598,598,598
Sharrar_et_al_2020,ANG_322,ANG_322_36,[5833:43697],TRUE,arylpolyene,ANG_322_36.region001,Sharrar,Other,95,95,147
Sharrar_et_al_2020,ANG_322,ANG_322_44,[41837:68001],TRUE,"NAPAA",ANG_322_44.region001,Sharrar,NRPS,94,601,601
Sharrar_et_al_2020,ANG_322,ANG_322_53,[0:23826],TRUE,"NAPAA",ANG_322_53.region001,Sharrar,NRPS,601,601,601
Sharrar_et_al_2020,ANG_322,ANG_322_77,[0:18707],TRUE,redox-cofactor,ANG_322_77.region001,Sharrar,Other,602,602,108
Sharrar_et_al_2020,ANG_322,ANG_322_111,[0:18078],TRUE,betalactone,ANG_322_111.region001,Sharrar,Other,639,639,639
Sharrar_et_al_2020,ANG_322,ANG_322_113,[11910:22813],FALSE,RiPP-like,ANG_322_113.region001,Sharrar,RiPP,90,90,90
Sharrar_et_al_2020,ANG_322,ANG_322_122,[941:15064],TRUE,terpene,ANG_322_122.region001,Sharrar,Terpene,103,103,103
Sharrar_et_al_2020,ANG_33,ANG_33_3,[169715:253249],FALSE,NRPS,ANG_33_3.region001,Sharrar,NRPS,623,623,623
Sharrar_et_al_2020,ANG_33,ANG_33_4,[45542:57386],TRUE,RRE-containing,ANG_33_4.region001,Sharrar,RiPP,624,624,624
Sharrar_et_al_2020,ANG_33,ANG_33_9,[117921:138209],FALSE,RRE-containing,ANG_33_9.region001,Sharrar,RiPP,625,625,625
Sharrar_et_al_2020,ANG_33,ANG_33_9,[309662:354537],FALSE,NRPS-like,ANG_33_9.region002,Sharrar,NRPS,626,626,626
Sharrar_et_al_2020,ANG_33,ANG_33_10,[99011:119995],FALSE,terpene,ANG_33_10.region001,Sharrar,Terpene,622,622,10010
Sharrar_et_al_2020,ANG_332,ANG_332_53,[147565:190247],FALSE,NRPS-like,ANG_332_53.region001,Sharrar,NRPS,613,613,613
Sharrar_et_al_2020,ANG_332,ANG_332_69,[0:27716],TRUE,NRPS-like,ANG_332_69.region001,Sharrar,NRPS,1237,1054,614
Sharrar_et_al_2020,ANG_332,ANG_332_80,[24222:54688],FALSE,terpene,ANG_332_80.region001,Sharrar,Terpene,615,615,11258
Sharrar_et_al_2020,ANG_332,ANG_332_84,[0:28767],TRUE,T3PKS,ANG_332_84.region001,Sharrar,PKS,616,616,616
Sharrar_et_al_2020,ANG_332,ANG_332_111,[12473:32764],FALSE,RRE-containing,ANG_332_111.region001,Sharrar,RiPP,611,611,611
Sharrar_et_al_2020,ANG_332,ANG_332_115,[0:34344],TRUE,NRPS,ANG_332_115.region001,Sharrar,NRPS,612,612,612
Sharrar_et_al_2020,ANG_336,ANG_336_6,[0:16027],TRUE,terpene,ANG_336_6.region001,Sharrar,Terpene,598,598,598
Sharrar_et_al_2020,ANG_336,ANG_336_132,[0:9094],TRUE,redox-cofactor,ANG_336_132.region001,Sharrar,Other,602,602,108
Sharrar_et_al_2020,ANG_336,ANG_336_214,[0:4062],TRUE,terpene,ANG_336_214.region001,Sharrar,Terpene,618,618,618
Sharrar_et_al_2020,ANG_336,ANG_336_271,[0:3631],TRUE,RiPP-like,ANG_336_271.region001,Sharrar,RiPP,619,90,5561
Sharrar_et_al_2020,ANG_336,ANG_336_323,[0:2435],TRUE,resorcinol,ANG_336_323.region001,Sharrar,Other,620,620,6545
Sharrar_et_al_2020,ANG_34,ANG_34_166,[105640:128262],FALSE,indole,ANG_34_166.region001,Sharrar,Other,644,644,644
Sharrar_et_al_2020,ANG_34,ANG_34_168,[44608:71066],FALSE,terpene,ANG_34_168.region001,Sharrar,Terpene,645,645,2265
Sharrar_et_al_2020,ANG_34,ANG_34_178,[66999:88292],FALSE,indole,ANG_34_178.region001,Sharrar,Other,646,646,646
Sharrar_et_al_2020,ANG_34,ANG_34_188,[70800:81604],FALSE,RiPP-like,ANG_34_188.region001,Sharrar,RiPP,647,647,647
Sharrar_et_al_2020,ANG_34,ANG_34_192,[0:30914],TRUE,NRPS-like,ANG_34_192.region001,Sharrar,NRPS,648,648,648
Sharrar_et_al_2020,ANG_34,ANG_34_202,[21554:45208],FALSE,redox-cofactor,ANG_34_202.region001,Sharrar,Other,649,649,649
Sharrar_et_al_2020,ANG_34,ANG_34_212,[10310:43545],TRUE,NRPS,ANG_34_212.region001,Sharrar,NRPS,650,650,650
Sharrar_et_al_2020,ANG_34,ANG_34_251,[1021:22523],FALSE,ranthipeptide,ANG_34_251.region001,Sharrar,RiPP,1009,1009,1009
Sharrar_et_al_2020,ANG_342,ANG_342_1,[623953:668351],FALSE,NRPS-like,ANG_342_1.region001,Sharrar,NRPS,316,316,1403
Sharrar_et_al_2020,ANG_342,ANG_342_4,[0:13077],TRUE,phenazine,ANG_342_4.region001,Sharrar,Other,632,632,632
Sharrar_et_al_2020,ANG_342,ANG_342_8,[600201:641338],FALSE,T3PKS,ANG_342_8.region001,Sharrar,PKS,633,633,633
