study,genome_id,contig,complete,type,iterative,contig_edge,product,bgc_id,location_start,location_end,author
Liu_et_al_2021,HK-STAS-CHLO-27,HK-STAS-CHLO-27_7,FALSE,unknown,FALSE,TRUE,NRPS,HK-STAS-CHLO-27_7.region003,690944,691253,Liu
Liu_et_al_2021,HK-STAS-CHLO-27,HK-STAS-CHLO-27_7,FALSE,nrps,FALSE,TRUE,NRPS,HK-STAS-CHLO-27_7.region003,702644,703796,Liu
Liu_et_al_2021,HK-STAS-CHLO-27,HK-STAS-CHLO-27_7,FALSE,unknown,FALSE,TRUE,NRPS,HK-STAS-CHLO-27_7.region003,704157,704328,Liu
Liu_et_al_2021,HK-STAS-CHLO-27,HK-STAS-CHLO-27_7,FALSE,unknown,FALSE,TRUE,NRPS,HK-STAS-CHLO-27_7.region003,707720,707927,Liu
Liu_et_al_2021,HK-STAS-CHLO-27,HK-STAS-CHLO-27_7,TRUE,nrps,FALSE,TRUE,NRPS,HK-STAS-CHLO-27_7.region003,708002,711101,Liu
Liu_et_al_2021,HK-STAS-CHLO-27,HK-STAS-CHLO-27_7,TRUE,nrps,FALSE,TRUE,NRPS,HK-STAS-CHLO-27_7.region003,711284,715199,Liu
Liu_et_al_2021,HK-STAS-CHLO-27,HK-STAS-CHLO-27_13,FALSE,pks,FALSE,FALSE,hglE-KS,HK-STAS-CHLO-27_13.region001,212400,213756,Liu
Liu_et_al_2021,HK-STAS-CHLO-27,HK-STAS-CHLO-27_13,FALSE,unknown,FALSE,FALSE,hglE-KS,HK-STAS-CHLO-27_13.region001,214584,214788,Liu
Liu_et_al_2021,HK-STAS-CHLO-27,HK-STAS-CHLO-27_13,FALSE,unknown,FALSE,FALSE,hglE-KS,HK-STAS-CHLO-27_13.region001,214917,215121,Liu
Liu_et_al_2021,HK-STAS-CHLO-27,HK-STAS-CHLO-27_13,FALSE,pks,TRUE,FALSE,hglE-KS,HK-STAS-CHLO-27_13.region001,215241,216672,Liu
Liu_et_al_2021,HK-STAS-CHLO-27,HK-STAS-CHLO-27_13,FALSE,pks,FALSE,FALSE,hglE-KS,HK-STAS-CHLO-27_13.region001,217692,220389,Liu
Liu_et_al_2021,HK-STAS-CHLO-27,HK-STAS-CHLO-27_14,FALSE,unknown,FALSE,TRUE,NRPS,HK-STAS-CHLO-27_14.region001,24,192,Liu
Liu_et_al_2021,HK-STAS-CHLO-28,HK-STAS-CHLO-28_2,TRUE,nrps,FALSE,FALSE,NRPS NRPS-like,HK-STAS-CHLO-28_2.region001,34189,35992,Liu
Liu_et_al_2021,HK-STAS-CHLO-28,HK-STAS-CHLO-28_2,TRUE,nrps,FALSE,FALSE,NRPS NRPS-like,HK-STAS-CHLO-28_2.region001,36267,40332,Liu
Liu_et_al_2021,HK-STAS-CHLO-29,HK-STAS-CHLO-29_13,TRUE,pks,FALSE,FALSE,NRPS T1PKS,HK-STAS-CHLO-29_13.region001,31632,36039,Liu
Liu_et_al_2021,HK-STAS-CHLO-29,HK-STAS-CHLO-29_13,TRUE,pks,FALSE,FALSE,NRPS T1PKS,HK-STAS-CHLO-29_13.region001,39025,45238,Liu
Liu_et_al_2021,HK-STAS-CHLO-29,HK-STAS-CHLO-29_13,TRUE,pks,FALSE,FALSE,NRPS T1PKS,HK-STAS-CHLO-29_13.region001,45524,52013,Liu
Liu_et_al_2021,HK-STAS-CHLO-29,HK-STAS-CHLO-29_13,TRUE,pks,FALSE,FALSE,NRPS T1PKS,HK-STAS-CHLO-29_13.region001,52311,59745,Liu
Liu_et_al_2021,HK-STAS-CHLO-29,HK-STAS-CHLO-29_13,TRUE,pks,FALSE,FALSE,NRPS T1PKS,HK-STAS-CHLO-29_13.region001,60035,64232,Liu
Liu_et_al_2021,HK-STAS-CHLO-29,HK-STAS-CHLO-29_13,TRUE,pks,FALSE,FALSE,NRPS T1PKS,HK-STAS-CHLO-29_13.region001,64489,70696,Liu
Liu_et_al_2021,HK-STAS-CHLO-29,HK-STAS-CHLO-29_13,TRUE,pks,FALSE,FALSE,NRPS T1PKS,HK-STAS-CHLO-29_13.region001,70971,76323,Liu
Liu_et_al_2021,HK-STAS-CHLO-29,HK-STAS-CHLO-29_13,FALSE,pks,FALSE,FALSE,NRPS T1PKS,HK-STAS-CHLO-29_13.region001,76645,77698,Liu
Liu_et_al_2021,HK-STAS-CHLO-3,HK-STAS-CHLO-3_5,FALSE,pks,FALSE,FALSE,lassopeptide,HK-STAS-CHLO-3_5.region001,396429,396909,Liu
Liu_et_al_2021,HK-STAS-CHLO-30,HK-STAS-CHLO-30_1,FALSE,unknown,FALSE,FALSE,NRPS T1PKS,HK-STAS-CHLO-30_1.region001,127952,128627,Liu
Liu_et_al_2021,HK-STAS-CHLO-30,HK-STAS-CHLO-30_1,TRUE,nrps,FALSE,FALSE,NRPS T1PKS,HK-STAS-CHLO-30_1.region001,128755,132769,Liu
Liu_et_al_2021,HK-STAS-CHLO-30,HK-STAS-CHLO-30_1,TRUE,nrps,FALSE,FALSE,NRPS T1PKS,HK-STAS-CHLO-30_1.region001,133117,136228,Liu
Liu_et_al_2021,HK-STAS-CHLO-30,HK-STAS-CHLO-30_1,TRUE,pks,FALSE,FALSE,NRPS T1PKS,HK-STAS-CHLO-30_1.region001,137251,141667,Liu
Liu_et_al_2021,HK-STAS-CHLO-30,HK-STAS-CHLO-30_1,TRUE,pks,FALSE,FALSE,NRPS T1PKS,HK-STAS-CHLO-30_1.region001,145137,151431,Liu
Liu_et_al_2021,HK-STAS-CHLO-30,HK-STAS-CHLO-30_1,TRUE,pks,FALSE,FALSE,NRPS T1PKS,HK-STAS-CHLO-30_1.region001,151771,158287,Liu
Liu_et_al_2021,HK-STAS-CHLO-30,HK-STAS-CHLO-30_1,TRUE,pks,FALSE,FALSE,NRPS T1PKS,HK-STAS-CHLO-30_1.region001,158645,166172,Liu
Liu_et_al_2021,HK-STAS-CHLO-30,HK-STAS-CHLO-30_1,TRUE,pks,FALSE,FALSE,NRPS T1PKS,HK-STAS-CHLO-30_1.region001,166501,169513,Liu
Liu_et_al_2021,HK-STAS-CHLO-30,HK-STAS-CHLO-30_1,TRUE,pks,FALSE,FALSE,NRPS T1PKS,HK-STAS-CHLO-30_1.region001,169779,176064,Liu
Liu_et_al_2021,HK-STAS-CHLO-30,HK-STAS-CHLO-30_1,TRUE,pks,FALSE,FALSE,NRPS T1PKS,HK-STAS-CHLO-30_1.region001,176358,181488,Liu
Liu_et_al_2021,HK-STAS-CHLO-30,HK-STAS-CHLO-30_1,TRUE,pks,FALSE,FALSE,NRPS T1PKS,HK-STAS-CHLO-30_1.region001,181805,188024,Liu
Liu_et_al_2021,HK-STAS-CHLO-30,HK-STAS-CHLO-30_2,FALSE,pks,FALSE,FALSE,hglE-KS,HK-STAS-CHLO-30_2.region001,205147,205828,Liu
Liu_et_al_2021,HK-STAS-CHLO-30,HK-STAS-CHLO-30_2,FALSE,unknown,FALSE,FALSE,hglE-KS,HK-STAS-CHLO-30_2.region001,206632,206836,Liu
Liu_et_al_2021,HK-STAS-CHLO-30,HK-STAS-CHLO-30_2,FALSE,pks,TRUE,FALSE,hglE-KS,HK-STAS-CHLO-30_2.region001,206962,208384,Liu
Liu_et_al_2021,HK-STAS-CHLO-30,HK-STAS-CHLO-30_2,FALSE,pks,FALSE,FALSE,hglE-KS,HK-STAS-CHLO-30_2.region001,209359,212044,Liu
Liu_et_al_2021,HK-STAS-CHLO-30,HK-STAS-CHLO-30_9,TRUE,nrps,FALSE,FALSE,NRPS,HK-STAS-CHLO-30_9.region001,48886,50650,Liu
Liu_et_al_2021,HK-STAS-CHLO-30,HK-STAS-CHLO-30_9,TRUE,nrps,FALSE,FALSE,NRPS,HK-STAS-CHLO-30_9.region001,50922,54126,Liu
Liu_et_al_2021,HK-STAS-CHLO-30,HK-STAS-CHLO-30_25,FALSE,pks,FALSE,TRUE,terpene,HK-STAS-CHLO-30_25.region001,16326,16800,Liu
Liu_et_al_2021,HK-STAS-CHLO-31,HK-STAS-CHLO-31_9,TRUE,pks,FALSE,TRUE,NRPS T1PKS,HK-STAS-CHLO-31_9.region001,9196,14548,Liu
Liu_et_al_2021,HK-STAS-CHLO-31,HK-STAS-CHLO-31_9,TRUE,pks,FALSE,TRUE,NRPS T1PKS,HK-STAS-CHLO-31_9.region001,14823,21030,Liu
Liu_et_al_2021,HK-STAS-CHLO-31,HK-STAS-CHLO-31_9,TRUE,pks,FALSE,TRUE,NRPS T1PKS,HK-STAS-CHLO-31_9.region001,21287,25484,Liu
Liu_et_al_2021,HK-STAS-CHLO-31,HK-STAS-CHLO-31_9,TRUE,pks,FALSE,TRUE,NRPS T1PKS,HK-STAS-CHLO-31_9.region001,25774,33208,Liu
Liu_et_al_2021,HK-STAS-CHLO-31,HK-STAS-CHLO-31_9,TRUE,pks,FALSE,TRUE,NRPS T1PKS,HK-STAS-CHLO-31_9.region001,33506,39995,Liu
Liu_et_al_2021,HK-STAS-CHLO-31,HK-STAS-CHLO-31_9,TRUE,pks,FALSE,TRUE,NRPS T1PKS,HK-STAS-CHLO-31_9.region001,40281,46494,Liu
Liu_et_al_2021,HK-STAS-CHLO-31,HK-STAS-CHLO-31_9,TRUE,pks,FALSE,TRUE,NRPS T1PKS,HK-STAS-CHLO-31_9.region001,49480,53887,Liu
Liu_et_al_2021,HK-STAS-CHLO-31,HK-STAS-CHLO-31_9,FALSE,nrps,FALSE,TRUE,NRPS T1PKS,HK-STAS-CHLO-31_9.region001,54943,58336,Liu
Liu_et_al_2021,HK-STAS-CHLO-31,HK-STAS-CHLO-31_9,TRUE,nrps,FALSE,TRUE,NRPS T1PKS,HK-STAS-CHLO-31_9.region001,58629,62598,Liu
Liu_et_al_2021,HK-STAS-CHLO-31,HK-STAS-CHLO-31_9,FALSE,unknown,FALSE,TRUE,NRPS T1PKS,HK-STAS-CHLO-31_9.region001,62933,63401,Liu
Liu_et_al_2021,HK-STAS-CHLO-33,HK-STAS-CHLO-33_6,FALSE,nrps,FALSE,FALSE,betalactone,HK-STAS-CHLO-33_6.region001,134359,135673,Liu
Liu_et_al_2021,HK-STAS-CHLO-33,HK-STAS-CHLO-33_26,FALSE,pks,FALSE,TRUE,hglE-KS,HK-STAS-CHLO-33_26.region001,36810,39504,Liu
Liu_et_al_2021,HK-STAS-CHLO-33,HK-STAS-CHLO-33_26,FALSE,pks,TRUE,TRUE,hglE-KS,HK-STAS-CHLO-33_26.region001,40503,42024,Liu
Liu_et_al_2021,HK-STAS-CHLO-33,HK-STAS-CHLO-33_26,FALSE,unknown,FALSE,TRUE,hglE-KS,HK-STAS-CHLO-33_26.region001,42162,42366,Liu
Liu_et_al_2021,HK-STAS-CHLO-33,HK-STAS-CHLO-33_26,FALSE,unknown,FALSE,TRUE,hglE-KS,HK-STAS-CHLO-33_26.region001,42492,42699,Liu
Liu_et_al_2021,HK-STAS-CHLO-33,HK-STAS-CHLO-33_26,FALSE,unknown,FALSE,TRUE,hglE-KS,HK-STAS-CHLO-33_26.region001,42825,43029,Liu
Liu_et_al_2021,HK-STAS-CHLO-33,HK-STAS-CHLO-33_26,FALSE,pks,FALSE,TRUE,hglE-KS,HK-STAS-CHLO-33_26.region001,43878,44562,Liu
Liu_et_al_2021,HK-STAS-CHLO-36,HK-STAS-CHLO-36_2,FALSE,unknown,FALSE,FALSE,lassopeptide,HK-STAS-CHLO-36_2.region001,217364,218021,Liu
Liu_et_al_2021,HK-STAS-CHLO-36,HK-STAS-CHLO-36_2,FALSE,unknown,FALSE,FALSE,ranthipeptide,HK-STAS-CHLO-36_2.region002,217364,218021,Liu
Liu_et_al_2021,HK-STAS-CHLO-36,HK-STAS-CHLO-36_2,FALSE,pks,FALSE,FALSE,lassopeptide,HK-STAS-CHLO-36_2.region001,1517514,1518189,Liu
Liu_et_al_2021,HK-STAS-CHLO-36,HK-STAS-CHLO-36_2,FALSE,pks,FALSE,FALSE,hglE-KS,HK-STAS-CHLO-36_2.region003,1517514,1518189,Liu
Liu_et_al_2021,HK-STAS-CHLO-36,HK-STAS-CHLO-36_2,FALSE,pks,TRUE,FALSE,lassopeptide,HK-STAS-CHLO-36_2.region001,1519035,1520589,Liu
Liu_et_al_2021,HK-STAS-CHLO-36,HK-STAS-CHLO-36_2,FALSE,pks,TRUE,FALSE,hglE-KS,HK-STAS-CHLO-36_2.region003,1519035,1520589,Liu
Liu_et_al_2021,HK-STAS-CHLO-36,HK-STAS-CHLO-36_2,FALSE,pks,FALSE,FALSE,lassopeptide,HK-STAS-CHLO-36_2.region001,1521621,1524288,Liu
Liu_et_al_2021,HK-STAS-CHLO-36,HK-STAS-CHLO-36_2,FALSE,pks,FALSE,FALSE,hglE-KS,HK-STAS-CHLO-36_2.region003,1521621,1524288,Liu
Liu_et_al_2021,HK-STAS-CHLO-36,HK-STAS-CHLO-36_2,FALSE,pks,FALSE,FALSE,lassopeptide,HK-STAS-CHLO-36_2.region001,1529666,1530164,Liu
Liu_et_al_2021,HK-STAS-CHLO-36,HK-STAS-CHLO-36_2,FALSE,pks,FALSE,FALSE,hglE-KS,HK-STAS-CHLO-36_2.region003,1529666,1530164,Liu
Liu_et_al_2021,HK-STAS-CHLO-37,HK-STAS-CHLO-37_8,TRUE,nrps,FALSE,FALSE,NRPS NRPS-like T1PKS,HK-STAS-CHLO-37_8.region001,49307,51044,Liu
Liu_et_al_2021,HK-STAS-CHLO-37,HK-STAS-CHLO-37_8,TRUE,pks,FALSE,FALSE,NRPS NRPS-like T1PKS,HK-STAS-CHLO-37_8.region001,51113,54086,Liu
Liu_et_al_2021,HK-STAS-CHLO-37,HK-STAS-CHLO-37_8,TRUE,nrps,FALSE,FALSE,NRPS NRPS-like T1PKS,HK-STAS-CHLO-37_8.region001,56189,59297,Liu
Liu_et_al_2021,HK-STAS-CHLO-37,HK-STAS-CHLO-37_8,FALSE,nrps,FALSE,FALSE,NRPS NRPS-like T1PKS,HK-STAS-CHLO-37_8.region001,59690,62102,Liu
Liu_et_al_2021,HK-STAS-CHLO-37,HK-STAS-CHLO-37_9,FALSE,pks,FALSE,FALSE,NRPS,HK-STAS-CHLO-37_9.region001,195040,195313,Liu
Liu_et_al_2021,HK-STAS-CHLO-37,HK-STAS-CHLO-37_9,TRUE,nrps,FALSE,FALSE,NRPS,HK-STAS-CHLO-37_9.region001,199216,200959,Liu
Liu_et_al_2021,HK-STAS-CHLO-37,HK-STAS-CHLO-37_9,TRUE,nrps,FALSE,FALSE,NRPS,HK-STAS-CHLO-37_9.region001,201010,204142,Liu
Liu_et_al_2021,HK-STAS-CHLO-37,HK-STAS-CHLO-37_9,TRUE,nrps,FALSE,FALSE,NRPS,HK-STAS-CHLO-37_9.region001,204382,207493,Liu
Liu_et_al_2021,HK-STAS-CHLO-37,HK-STAS-CHLO-37_9,TRUE,nrps,FALSE,FALSE,NRPS,HK-STAS-CHLO-37_9.region001,207589,211630,Liu
Liu_et_al_2021,HK-STAS-CHLO-37,HK-STAS-CHLO-37_9,TRUE,nrps,FALSE,FALSE,NRPS,HK-STAS-CHLO-37_9.region001,212233,215401,Liu
Liu_et_al_2021,HK-STAS-CHLO-37,HK-STAS-CHLO-37_9,TRUE,nrps,FALSE,FALSE,NRPS,HK-STAS-CHLO-37_9.region001,218337,222243,Liu
Liu_et_al_2021,HK-STAS-CHLO-37,HK-STAS-CHLO-37_9,TRUE,pks,FALSE,FALSE,NRPS-like T1PKS,HK-STAS-CHLO-37_9.region002,332816,339083,Liu
Liu_et_al_2021,HK-STAS-CHLO-37,HK-STAS-CHLO-37_9,TRUE,nrps,FALSE,FALSE,NRPS-like T1PKS,HK-STAS-CHLO-37_9.region002,339235,342046,Liu
Liu_et_al_2021,HK-STAS-CHLO-37,HK-STAS-CHLO-37_10,TRUE,nrps,FALSE,FALSE,NRPS,HK-STAS-CHLO-37_10.region001,341439,345336,Liu
Liu_et_al_2021,HK-STAS-CHLO-37,HK-STAS-CHLO-37_10,TRUE,nrps,FALSE,FALSE,NRPS,HK-STAS-CHLO-37_10.region001,345393,348621,Liu
Liu_et_al_2021,HK-STAS-CHLO-38,HK-STAS-CHLO-38_72,FALSE,unknown,FALSE,TRUE,NRPS-like,HK-STAS-CHLO-38_72.region001,583,1540,Liu
Liu_et_al_2021,HK-STAS-CHLO-39,HK-STAS-CHLO-39_7,TRUE,nrps,FALSE,FALSE,NRPS NRPS-like T1PKS,HK-STAS-CHLO-39_7.region001,188814,190551,Liu
Liu_et_al_2021,HK-STAS-CHLO-39,HK-STAS-CHLO-39_7,TRUE,pks,FALSE,FALSE,NRPS NRPS-like T1PKS,HK-STAS-CHLO-39_7.region001,190620,193593,Liu
Liu_et_al_2021,HK-STAS-CHLO-39,HK-STAS-CHLO-39_7,TRUE,nrps,FALSE,FALSE,NRPS NRPS-like T1PKS,HK-STAS-CHLO-39_7.region001,195696,198804,Liu
Liu_et_al_2021,HK-STAS-CHLO-39,HK-STAS-CHLO-39_7,FALSE,nrps,FALSE,FALSE,NRPS NRPS-like T1PKS,HK-STAS-CHLO-39_7.region001,199197,201609,Liu
Liu_et_al_2021,HK-STAS-CHLO-39,HK-STAS-CHLO-39_11,TRUE,nrps,FALSE,FALSE,NRPS-like T1PKS,HK-STAS-CHLO-39_11.region001,54506,57317,Liu
Liu_et_al_2021,HK-STAS-CHLO-39,HK-STAS-CHLO-39_11,TRUE,pks,FALSE,FALSE,NRPS-like T1PKS,HK-STAS-CHLO-39_11.region001,57469,63736,Liu
Liu_et_al_2021,HK-STAS-CHLO-39,HK-STAS-CHLO-39_66,TRUE,nrps,FALSE,TRUE,NRPS,HK-STAS-CHLO-39_66.region001,14045,17273,Liu
Liu_et_al_2021,HK-STAS-CHLO-39,HK-STAS-CHLO-39_66,TRUE,nrps,FALSE,TRUE,NRPS,HK-STAS-CHLO-39_66.region001,17330,21227,Liu
Liu_et_al_2021,HK-STAS-CHLO-4,HK-STAS-CHLO-4_20,TRUE,nrps,FALSE,TRUE,NRPS T1PKS,HK-STAS-CHLO-4_20.region001,7176,11190,Liu
Liu_et_al_2021,HK-STAS-CHLO-4,HK-STAS-CHLO-4_20,FALSE,unknown,FALSE,TRUE,NRPS T1PKS,HK-STAS-CHLO-4_20.region001,12484,13141,Liu
Liu_et_al_2021,HK-STAS-CHLO-40,HK-STAS-CHLO-40_1,FALSE,unknown,FALSE,FALSE,terpene,HK-STAS-CHLO-40_1.region002,1856242,1856497,Liu
Liu_et_al_2021,HK-STAS-CHLO-41,HK-STAS-CHLO-41_14,TRUE,pks,FALSE,TRUE,T1PKS,HK-STAS-CHLO-41_14.region001,7024,13492,Liu
Liu_et_al_2021,HK-STAS-CHLO-41,HK-STAS-CHLO-41_14,FALSE,pks,FALSE,TRUE,T1PKS,HK-STAS-CHLO-41_14.region001,13776,18468,Liu
Liu_et_al_2021,HK-STAS-CHLO-42,HK-STAS-CHLO-42_10,FALSE,unknown,FALSE,FALSE,NRPS T1PKS,HK-STAS-CHLO-42_10.region001,889993,890668,Liu
Liu_et_al_2021,HK-STAS-CHLO-42,HK-STAS-CHLO-42_10,TRUE,pks,FALSE,FALSE,NRPS T1PKS,HK-STAS-CHLO-42_10.region001,895591,901903,Liu
Liu_et_al_2021,HK-STAS-CHLO-42,HK-STAS-CHLO-42_10,TRUE,pks,FALSE,FALSE,NRPS T1PKS,HK-STAS-CHLO-42_10.region001,902152,906952,Liu
Liu_et_al_2021,HK-STAS-CHLO-42,HK-STAS-CHLO-42_10,TRUE,pks,FALSE,FALSE,NRPS T1PKS,HK-STAS-CHLO-42_10.region001,907218,913443,Liu
Liu_et_al_2021,HK-STAS-CHLO-42,HK-STAS-CHLO-42_10,TRUE,pks,FALSE,FALSE,NRPS T1PKS,HK-STAS-CHLO-42_10.region001,913758,917901,Liu
Liu_et_al_2021,HK-STAS-CHLO-42,HK-STAS-CHLO-42_10,TRUE,pks,FALSE,FALSE,NRPS T1PKS,HK-STAS-CHLO-42_10.region001,918289,925723,Liu
Liu_et_al_2021,HK-STAS-CHLO-42,HK-STAS-CHLO-42_10,TRUE,pks,FALSE,FALSE,NRPS T1PKS,HK-STAS-CHLO-42_10.region001,925977,932478,Liu
Liu_et_al_2021,HK-STAS-CHLO-42,HK-STAS-CHLO-42_10,TRUE,pks,FALSE,FALSE,NRPS T1PKS,HK-STAS-CHLO-42_10.region001,932808,938976,Liu
Liu_et_al_2021,HK-STAS-CHLO-42,HK-STAS-CHLO-42_10,TRUE,nrps,FALSE,FALSE,NRPS T1PKS,HK-STAS-CHLO-42_10.region001,939215,942368,Liu
Liu_et_al_2021,HK-STAS-CHLO-42,HK-STAS-CHLO-42_10,TRUE,nrps,FALSE,FALSE,NRPS T1PKS,HK-STAS-CHLO-42_10.region001,942428,945533,Liu
Liu_et_al_2021,HK-STAS-CHLO-43,HK-STAS-CHLO-43_1,FALSE,pks,FALSE,FALSE,RiPP-like,HK-STAS-CHLO-43_1.region002,2144175,2144679,Liu
Liu_et_al_2021,HK-STAS-CHLO-44,HK-STAS-CHLO-44_14,FALSE,pks,FALSE,FALSE,LAP thiopeptide,HK-STAS-CHLO-44_14.region001,43427,43766,Liu
Liu_et_al_2021,HK-STAS-CHLO-45,HK-STAS-CHLO-45_7,FALSE,pks,FALSE,TRUE,LAP thiopeptide,HK-STAS-CHLO-45_7.region001,116116,116455,Liu
Liu_et_al_2021,HK-STAS-CHLO-8,HK-STAS-CHLO-8_18,FALSE,pks,FALSE,TRUE,T1PKS,HK-STAS-CHLO-8_18.region001,99,2919,Liu
Liu_et_al_2021,HK-STAS-CHLO-8,HK-STAS-CHLO-8_18,FALSE,pks,FALSE,TRUE,T1PKS,HK-STAS-CHLO-8_18.region001,14923,15418,Liu
Liu_et_al_2021,HK-STAS-CHLO-8,HK-STAS-CHLO-8_18,FALSE,pks,FALSE,TRUE,T1PKS,HK-STAS-CHLO-8_18.region001,15816,16302,Liu
Liu_et_al_2021,HK-STAS-CHLO-9,HK-STAS-CHLO-9_2,FALSE,pks,FALSE,FALSE,hglE-KS,HK-STAS-CHLO-9_2.region001,97694,100373,Liu
Liu_et_al_2021,HK-STAS-CHLO-9,HK-STAS-CHLO-9_25,TRUE,nrps,FALSE,FALSE,NRPS-like RRE-containing,HK-STAS-CHLO-9_25.region001,37127,38900,Liu
Liu_et_al_2021,HK-STAS-CHLO-9,HK-STAS-CHLO-9_25,FALSE,unknown,FALSE,FALSE,NRPS-like RRE-containing,HK-STAS-CHLO-9_25.region001,45682,47131,Liu
Liu_et_al_2021,HK-STAS-CHLO-9,HK-STAS-CHLO-9_37,FALSE,pks,FALSE,FALSE,hglE-KS,HK-STAS-CHLO-9_37.region001,27375,31005,Liu
Liu_et_al_2021,HK-STAS-CHLO-9,HK-STAS-CHLO-9_37,FALSE,pks,FALSE,FALSE,hglE-KS,HK-STAS-CHLO-9_37.region001,31558,32869,Liu
Liu_et_al_2021,HK-STAS-CHLO-9,HK-STAS-CHLO-9_37,FALSE,unknown,FALSE,FALSE,hglE-KS,HK-STAS-CHLO-9_37.region001,33616,33817,Liu
Liu_et_al_2021,HK-STAS-CHLO-9,HK-STAS-CHLO-9_37,FALSE,unknown,FALSE,FALSE,hglE-KS,HK-STAS-CHLO-9_37.region001,33961,34162,Liu
Liu_et_al_2021,HK-STAS-CHLO-9,HK-STAS-CHLO-9_37,TRUE,pks,FALSE,FALSE,hglE-KS,HK-STAS-CHLO-9_37.region001,34306,38104,Liu
Liu_et_al_2021,HK-STAS-CYAN-1,HK-STAS-CYAN-1_1,FALSE,pks,FALSE,FALSE,NRPS-like,HK-STAS-CYAN-1_1.region001,842062,842548,Liu
Liu_et_al_2021,HK-STAS-CYAN-1,HK-STAS-CYAN-1_1,TRUE,nrps,FALSE,FALSE,NRPS-like,HK-STAS-CYAN-1_1.region001,856875,859464,Liu
Liu_et_al_2021,HK-STAS-CYAN-1,HK-STAS-CYAN-1_4,FALSE,unknown,FALSE,FALSE,terpene,HK-STAS-CYAN-1_4.region001,36720,36822,Liu
Liu_et_al_2021,HK-STAS-CYAN-1,HK-STAS-CYAN-1_4,FALSE,unknown,FALSE,FALSE,hglE-KS,HK-STAS-CYAN-1_4.region003,36720,36822,Liu
Liu_et_al_2021,HK-STAS-CYAN-1,HK-STAS-CYAN-1_4,FALSE,pks,FALSE,FALSE,terpene,HK-STAS-CYAN-1_4.region001,360891,361815,Liu
Liu_et_al_2021,HK-STAS-CYAN-1,HK-STAS-CYAN-1_4,FALSE,pks,FALSE,FALSE,hglE-KS,HK-STAS-CYAN-1_4.region003,360891,361815,Liu
Liu_et_al_2021,HK-STAS-CYAN-1,HK-STAS-CYAN-1_4,FALSE,pks,FALSE,FALSE,terpene,HK-STAS-CYAN-1_4.region001,364094,364781,Liu
Liu_et_al_2021,HK-STAS-CYAN-1,HK-STAS-CYAN-1_4,FALSE,pks,FALSE,FALSE,hglE-KS,HK-STAS-CYAN-1_4.region003,364094,364781,Liu
Liu_et_al_2021,HK-STAS-CYAN-1,HK-STAS-CYAN-1_4,TRUE,pks,FALSE,FALSE,terpene,HK-STAS-CYAN-1_4.region001,365585,369038,Liu
Liu_et_al_2021,HK-STAS-CYAN-1,HK-STAS-CYAN-1_4,TRUE,pks,FALSE,FALSE,hglE-KS,HK-STAS-CYAN-1_4.region003,365585,369038,Liu
Liu_et_al_2021,HK-STAS-CYAN-1,HK-STAS-CYAN-1_4,FALSE,pks,FALSE,FALSE,terpene,HK-STAS-CYAN-1_4.region001,375272,375737,Liu
Liu_et_al_2021,HK-STAS-CYAN-1,HK-STAS-CYAN-1_4,FALSE,pks,FALSE,FALSE,hglE-KS,HK-STAS-CYAN-1_4.region003,375272,375737,Liu
Liu_et_al_2021,HK-STAS-CYAN-1,HK-STAS-CYAN-1_8,TRUE,nrps,FALSE,FALSE,NRPS-like,HK-STAS-CYAN-1_8.region001,224231,226118,Liu
Liu_et_al_2021,HK-STAS-FIBR-1,HK-STAS-FIBR-1_1,FALSE,unknown,FALSE,FALSE,hserlactone,HK-STAS-FIBR-1_1.region001,609734,609920,Liu
Liu_et_al_2021,HK-STAS-FIBR-1,HK-STAS-FIBR-1_1,FALSE,pks,TRUE,FALSE,hserlactone,HK-STAS-FIBR-1_1.region001,610179,611202,Liu
Liu_et_al_2021,HK-STAS-FIBR-1,HK-STAS-FIBR-1_2,TRUE,nrps,FALSE,FALSE,NRPS,HK-STAS-FIBR-1_2.region001,33597,35319,Liu
Liu_et_al_2021,HK-STAS-FIBR-1,HK-STAS-FIBR-1_11,TRUE,nrps,FALSE,TRUE,NRPS,HK-STAS-FIBR-1_11.region001,8931,12069,Liu
Liu_et_al_2021,HK-STAS-FIBR-1,HK-STAS-FIBR-1_11,FALSE,pks,FALSE,TRUE,NRPS,HK-STAS-FIBR-1_11.region001,12186,12702,Liu
Liu_et_al_2021,HK-STAS-FIBR-1,HK-STAS-FIBR-1_11,FALSE,pks,FALSE,TRUE,NRPS,HK-STAS-FIBR-1_11.region001,27168,27633,Liu
Liu_et_al_2021,HK-STAS-FIBR-1,HK-STAS-FIBR-1_11,FALSE,pks,FALSE,TRUE,NRPS,HK-STAS-FIBR-1_11.region001,28050,28995,Liu
Liu_et_al_2021,HK-STAS-FIRM-1,HK-STAS-FIRM-1_2,TRUE,nrps,FALSE,TRUE,NRPS-like,HK-STAS-FIRM-1_2.region001,169447,171262,Liu
Liu_et_al_2021,HK-STAS-FIRM-2,HK-STAS-FIRM-2_7,FALSE,unknown,FALSE,FALSE,NRPS-like,HK-STAS-FIRM-2_7.region001,40568,40724,Liu
Liu_et_al_2021,HK-STAS-KSB1-1,HK-STAS-KSB1-1_1,FALSE,unknown,FALSE,FALSE,terpene,HK-STAS-KSB1-1_1.region002,933587,933887,Liu
