bgc_id,GCF,genome_id,contig,start,end,product,contig_edge,class
DFWR01000137.1.region001,2155,GCA_002380995.1,DFWR01000137.1,0,11381,NRPS-like,TRUE,NRPS
DFWR01000170.1.region001,3546;2552,GCA_002380995.1,DFWR01000170.1,0,12451,NRPS;T1PKS,TRUE,PKS-NRP_Hybrids
DFWR01000196.1.region001,2233,GCA_002380995.1,DFWR01000196.1,0,6812,NRPS,TRUE,NRPS
DFWR01000218.1.region001,2554;2537,GCA_002380995.1,DFWR01000218.1,0,14759,phosphonate,TRUE,Others
DFWR01000279.1.region001,2559,GCA_002380995.1,DFWR01000279.1,9806,28748,terpene,TRUE,Terpene
DFWR01000321.1.region001,2550,GCA_002380995.1,DFWR01000321.1,0,6805,terpene,TRUE,Terpene
DFWR01000366.1.region001,2553,GCA_002380995.1,DFWR01000366.1,47,15411,terpene,TRUE,Terpene
DIHG01000013.1.region001,2520;3354,GCA_002420045.1,DIHG01000013.1,27868,48729,terpene,FALSE,Terpene
DIHG01000017.1.region001,2045,GCA_002420045.1,DIHG01000017.1,139663,148884,RiPP-like,TRUE,RiPPs
DIHG01000018.1.region001,2519,GCA_002420045.1,DIHG01000018.1,60078,81251,terpene,FALSE,Terpene
DIHG01000026.1.region001,2043,GCA_002420045.1,DIHG01000026.1,43503,64226,hserlactone,FALSE,Others
DIHG01000043.1.region001,2302,GCA_002420045.1,DIHG01000043.1,0,77303,NRPS;T1PKS,TRUE,PKS-NRP_Hybrids
DIHG01000047.1.region001,2167,GCA_002420045.1,DIHG01000047.1,0,20172,NRPS-like,TRUE,NRPS
DIHG01000051.1.region001,2046,GCA_002420045.1,DIHG01000051.1,5520,17371,RiPP-like,FALSE,RiPPs
DIHG01000052.1.region001,3373,GCA_002420045.1,DIHG01000052.1,35266,57450,terpene,FALSE,Terpene
DIHG01000086.1.region001,2428,GCA_002420045.1,DIHG01000086.1,137857,179492,phosphonate,FALSE,Others
DIHJ01000012.1.region001,2977;2490,GCA_002420105.1,DIHJ01000012.1,34059,54069,terpene,TRUE,Terpene
DIHJ01000030.1.region001,2886,GCA_002420105.1,DIHJ01000030.1,4029,15880,RiPP-like,FALSE,RiPPs
DIHJ01000037.1.region001,2173,GCA_002420105.1,DIHJ01000037.1,26137,46872,hserlactone,FALSE,Others
DIHJ01000038.1.region001,2431,GCA_002420105.1,DIHJ01000038.1,9533,31711,terpene,FALSE,Terpene
DIHJ01000061.1.region001,3506;2491,GCA_002420105.1,DIHJ01000061.1,23675,44290,terpene,FALSE,Terpene
DIHJ01000087.1.region001,2176;3511,GCA_002420105.1,DIHJ01000087.1,0,18212,redox-cofactor,TRUE,Others
DIHJ01000106.1.region001,2177,GCA_002420105.1,DIHJ01000106.1,0,43358,T1PKS;NRPS,TRUE,PKS-NRP_Hybrids
DIHJ01000112.1.region001,2132,GCA_002420105.1,DIHJ01000112.1,0,19906,betalactone,TRUE,Others
DIHJ01000114.1.region001,2179;3542,GCA_002420105.1,DIHJ01000114.1,0,10045,RiPP-like,TRUE,RiPPs
DIHJ01000117.1.region001,2747,GCA_002420105.1,DIHJ01000117.1,33255,53678,RRE-containing,FALSE,RiPPs
DIHK01000007.1.region001,2046,GCA_002420115.1,DIHK01000007.1,106686,118537,RiPP-like,FALSE,RiPPs
DIHK01000010.1.region001,2520;3354,GCA_002420115.1,DIHK01000010.1,88486,101553,terpene,TRUE,Terpene
DIHK01000018.1.region001,2302,GCA_002420115.1,DIHK01000018.1,0,71981,NRPS;T1PKS,TRUE,PKS-NRP_Hybrids
DIHK01000020.1.region001,2047,GCA_002420115.1,DIHK01000020.1,0,45566,NRPS,TRUE,NRPS
DIHK01000025.1.region001,2045,GCA_002420115.1,DIHK01000025.1,64146,71553,RiPP-like,TRUE,RiPPs
DIHK01000032.1.region001,2043,GCA_002420115.1,DIHK01000032.1,14172,34895,hserlactone,FALSE,Others
DIHK01000039.1.region001,2045,GCA_002420115.1,DIHK01000039.1,266,11112,RiPP-like,FALSE,RiPPs
DIHK01000042.1.region001,2519,GCA_002420115.1,DIHK01000042.1,77923,99096,terpene,FALSE,Terpene
DIHK01000045.1.region001,3373,GCA_002420115.1,DIHK01000045.1,53148,72158,terpene,TRUE,Terpene
DIHK01000066.1.region001,2428;2042,GCA_002420115.1,DIHK01000066.1,219582,261217,phosphonate,FALSE,Others
DJMJ01000002.1.region001,2886,GCA_002435325.1,DJMJ01000002.1,0,10718,RiPP-like,TRUE,RiPPs
DJMJ01000004.1.region001,2192;2902,GCA_002435325.1,DJMJ01000004.1,31112,51976,terpene,FALSE,Terpene
DJMJ01000005.1.region001,3157,GCA_002435325.1,DJMJ01000005.1,51644,63135,RiPP-like,FALSE,RiPPs
DJMJ01000011.1.region001,2977;3337,GCA_002435325.1,DJMJ01000011.1,2078,23110,terpene,FALSE,Terpene
DJMJ01000025.1.region001,2195,GCA_002435325.1,DJMJ01000025.1,0,31210,phosphonate,TRUE,Others
DJMJ01000028.1.region001,2200;3315;2808,GCA_002435325.1,DJMJ01000028.1,55052,75769,hserlactone,FALSE,Others
DJMJ01000039.1.region001,2431,GCA_002435325.1,DJMJ01000039.1,73350,95351,terpene,FALSE,Terpene
DJMO01000018.1.region001,2977;3337,GCA_002435405.1,DJMO01000018.1,0,16767,terpene,TRUE,Terpene
DJMO01000020.1.region001,3157,GCA_002435405.1,DJMO01000020.1,51597,63088,RiPP-like,FALSE,RiPPs
DJMO01000047.1.region001,2200;3315;2808,GCA_002435405.1,DJMO01000047.1,18272,38989,hserlactone,FALSE,Others
DJMO01000057.1.region001,2192;2902,GCA_002435405.1,DJMO01000057.1,25945,46809,terpene,FALSE,Terpene
DJMO01000074.1.region001,2431,GCA_002435405.1,DJMO01000074.1,0,14115,terpene,TRUE,Terpene
DJMO01000082.1.region001,2886,GCA_002435405.1,DJMO01000082.1,193,12053,RiPP-like,FALSE,RiPPs
DJMO01000094.1.region001,2195,GCA_002435405.1,DJMO01000094.1,956,42591,phosphonate,FALSE,Others
DKBD01000017.1.region001,2046,GCA_002451055.1,DKBD01000017.1,0,6512,RiPP-like,TRUE,RiPPs
DKBD01000027.1.region001,1983;2028,GCA_002451055.1,DKBD01000027.1,0,11969,phosphonate,TRUE,Others
DKBD01000039.1.region001,2977;2490,GCA_002451055.1,DKBD01000039.1,0,19783,terpene,TRUE,Terpene
DKBD01000042.1.region001,2208,GCA_002451055.1,DKBD01000042.1,10086,20938,RiPP-like,FALSE,RiPPs
DKBD01000168.1.region001,3373,GCA_002451055.1,DKBD01000168.1,4589,26764,terpene,FALSE,Terpene
DKBD01000197.1.region001,2520;3354,GCA_002451055.1,DKBD01000197.1,0,9382,terpene,TRUE,Terpene
DKBF01000062.1.region001,3069;2283,GCA_002451095.1,DKBF01000062.1,0,13438,ladderane;arylpolyene,TRUE,Others
DKBF01000185.1.region001,3068,GCA_002451095.1,DKBF01000185.1,0,19005,arylpolyene,TRUE,Others
DKBF01000246.1.region001,2320;2496,GCA_002451095.1,DKBF01000246.1,0,6580,ranthipeptide,TRUE,RiPPs
DKBH01000017.1.region001,2214;15,GCA_002451165.1,DKBH01000017.1,0,9494,ladderane,TRUE,Others
DKBH01000031.1.region001,2215,GCA_002451165.1,DKBH01000031.1,0,38927,T1PKS;ranthipeptide,TRUE,Others
DKBH01000052.1.region001,2216;3060,GCA_002451165.1,DKBH01000052.1,0,28041,NRPS-like,TRUE,NRPS
DKBH01000078.1.region001,2217,GCA_002451165.1,DKBH01000078.1,0,30398,T3PKS,TRUE,PKSother
DKBK01000029.1.region001,19;2321,GCA_002451135.1,DKBK01000029.1,0,25453,ladderane,TRUE,Others
DKBK01000035.1.region001,3068;2283,GCA_002451135.1,DKBK01000035.1,0,60163,arylpolyene;ranthipeptide,TRUE,Others
DKBK01000084.1.region001,2220,GCA_002451135.1,DKBK01000084.1,0,17745,NRPS;NRPS-like;RRE-containing,TRUE,Others
DKBO01000017.1.region001,2221;3049,GCA_002448975.1,DKBO01000017.1,0,9993,ladderane,TRUE,Others
DKBO01000021.1.region001,3047;3060,GCA_002448975.1,DKBO01000021.1,0,19188,NRPS-like,TRUE,NRPS
DKBO01000143.1.region001,2223,GCA_002448975.1,DKBO01000143.1,56784,78157,ranthipeptide,FALSE,RiPPs
DKBO01000240.1.region001,2224,GCA_002448975.1,DKBO01000240.1,0,8678,T3PKS,TRUE,PKSother
DKTC01000035.1.region001,2557,GCA_002473245.1,DKTC01000035.1,0,3285,RiPP-like,TRUE,RiPPs
DKTC01000080.1.region001,2559,GCA_002473245.1,DKTC01000080.1,0,18792,terpene,TRUE,Terpene
DKTC01000099.1.region001,2227,GCA_002473245.1,DKTC01000099.1,0,4185,NRPS,TRUE,NRPS
DKTC01000100.1.region001,2549,GCA_002473245.1,DKTC01000100.1,0,15967,RRE-containing,TRUE,RiPPs
DKTC01000137.1.region001,2511,GCA_002473245.1,DKTC01000137.1,0,7016,terpene,TRUE,Terpene
DKTC01000305.1.region001,2230;3410,GCA_002473245.1,DKTC01000305.1,0,3496,T1PKS,TRUE,PKSI
DKTC01000317.1.region001,2550,GCA_002473245.1,DKTC01000317.1,0,11520,terpene,TRUE,Terpene
DKTC01000389.1.region001,2547,GCA_002473245.1,DKTC01000389.1,5916,17731,RiPP-like,FALSE,RiPPs
DKTC01000408.1.region001,2233,GCA_002473245.1,DKTC01000408.1,0,9876,NRPS,TRUE,NRPS
DLHZ01000028.1.region001,2428,GCA_002483475.1,DLHZ01000028.1,1003,33814,phosphonate,TRUE,Others
DLHZ01000030.1.region001,2012,GCA_002483475.1,DLHZ01000030.1,17630,32819,RRE-containing,TRUE,RiPPs
DLHZ01000054.1.region001,2046,GCA_002483475.1,DLHZ01000054.1,9126,20977,RiPP-like,FALSE,RiPPs
DLHZ01000059.1.region001,2519,GCA_002483475.1,DLHZ01000059.1,0,20758,terpene,TRUE,Terpene
DLHZ01000061.1.region001,2047;2167,GCA_002483475.1,DLHZ01000061.1,10969,57134,NRPS-like;NRPS,TRUE,NRPS
DLHZ01000068.1.region001,2045,GCA_002483475.1,DLHZ01000068.1,0,8730,RiPP-like,TRUE,RiPPs
DLHZ01000074.1.region001,2520;1949,GCA_002483475.1,DLHZ01000074.1,20935,41796,terpene,FALSE,Terpene
DLHZ01000076.1.region001,3373,GCA_002483475.1,DLHZ01000076.1,27410,49594,terpene,FALSE,Terpene
DLHZ01000094.1.region001,2526;2242,GCA_002483475.1,DLHZ01000094.1,45009,65729,hserlactone,FALSE,Others
DMKB01000047.1.region001,2243,GCA_003454665.1,DMKB01000047.1,0,10300,T1PKS,TRUE,PKSI
DMKB01000112.1.region001,2244;2418,GCA_003454665.1,DMKB01000112.1,0,5137,NRPS-like,TRUE,NRPS
DMKB01000214.1.region001,2245;2941,GCA_003454665.1,DMKB01000214.1,0,14504,arylpolyene,TRUE,Others
DMKB01000258.1.region001,2246;3068,GCA_003454665.1,DMKB01000258.1,0,10414,arylpolyene,TRUE,Others
DMLV01000049.1.region001,2247;2313,GCA_003453275.1,DMLV01000049.1,0,6524,hserlactone,TRUE,Others
DMLV01000077.1.region001,2630;2248,GCA_003453275.1,DMLV01000077.1,24582,66370,NRPS-like,TRUE,NRPS
DMNE01000030.1.region001,3065,GCA_003453735.1,DMNE01000030.1,5415,26727,ranthipeptide,FALSE,RiPPs
DMNE01000149.1.region001,2250,GCA_003453735.1,DMNE01000149.1,0,7751,hglE-KS;T1PKS,TRUE,PKSother
DMNE01000238.1.region001,2251,GCA_003453735.1,DMNE01000238.1,0,10172,RRE-containing,TRUE,RiPPs
DMNE01000283.1.region001,2252;2254,GCA_003453735.1,DMNE01000283.1,0,3085,NRPS-like,TRUE,NRPS
DMNE01000298.1.region001,2253,GCA_003453735.1,DMNE01000298.1,0,9286,NRPS-like,TRUE,NRPS
DMNE01000307.1.region001,2254,GCA_003453735.1,DMNE01000307.1,0,5577,NRPS,TRUE,NRPS
DMNE01000331.1.region001,2255;2099,GCA_003453735.1,DMNE01000331.1,0,19390,terpene,TRUE,Terpene
DMPA01000171.1.region001,2151,GCA_003456185.1,DMPA01000171.1,0,12714,NRPS-like,TRUE,NRPS
DMPA01000201.1.region001,2547,GCA_003456185.1,DMPA01000201.1,12085,19598,RiPP-like,TRUE,RiPPs
DMPA01000234.1.region001,2258;2254,GCA_003456185.1,DMPA01000234.1,0,7847,NRPS,TRUE,NRPS
DMPA01000276.1.region001,2559,GCA_003456185.1,DMPA01000276.1,0,20309,terpene,TRUE,Terpene
DMPA01000278.1.region001,2553,GCA_003456185.1,DMPA01000278.1,0,7915,terpene,TRUE,Terpene
DMPA01000357.1.region001,2550,GCA_003456185.1,DMPA01000357.1,0,11514,terpene,TRUE,Terpene
DMPA01000469.1.region001,2549,GCA_003456185.1,DMPA01000469.1,0,16515,RRE-containing,TRUE,RiPPs
DMQK01000001.1.region001,2511,GCA_003456605.1,DMQK01000001.1,10870,33045,terpene,FALSE,Terpene
DMQK01000002.1.region001,2554;2264;3543,GCA_003456605.1,DMQK01000002.1,14264,38986,phosphonate,TRUE,Others
DMQK01000008.1.region001,2547,GCA_003456605.1,DMQK01000008.1,7590,15580,RiPP-like,TRUE,RiPPs
DMQK01000018.1.region001,2532,GCA_003456605.1,DMQK01000018.1,0,34637,NRPS,TRUE,NRPS
DMQK01000090.1.region001,2267;3550,GCA_003456605.1,DMQK01000090.1,0,33339,NRPS,TRUE,NRPS
DMQK01000103.1.region001,2558,GCA_003456605.1,DMQK01000103.1,0,21191,betalactone,TRUE,Others
DMQK01000110.1.region001,3553,GCA_003456605.1,DMQK01000110.1,0,16996,terpene,TRUE,Terpene
DMQK01000117.1.region001,2549,GCA_003456605.1,DMQK01000117.1,0,10324,RRE-containing,TRUE,RiPPs
DMQK01000176.1.region001,2271,GCA_003456605.1,DMQK01000176.1,0,16079,NRPS,TRUE,NRPS
DMQK01000286.1.region001,2559,GCA_003456605.1,DMQK01000286.1,0,8752,terpene,TRUE,Terpene
DMQK01000338.1.region001,2273,GCA_003456605.1,DMQK01000338.1,0,13188,NRPS,TRUE,NRPS
DMTO01000020.1.region001,2274,GCA_003477265.1,DMTO01000020.1,0,6995,RiPP-like,TRUE,RiPPs
DMTO01000068.1.region001,2286,GCA_003477265.1,DMTO01000068.1,0,18578,arylpolyene,TRUE,Others
DMTO01000129.1.region001,2276;2286,GCA_003477265.1,DMTO01000129.1,0,16715,arylpolyene,TRUE,Others
DMWW01000346.1.region001,2646;2283,GCA_003483085.1,DMWW01000346.1,0,15964,ladderane;arylpolyene,TRUE,Others
DNSS01000008.1.region001,2649;2674,GCA_003500245.1,DNSS01000008.1,5339,40034,NRPS-like,TRUE,NRPS
DNSS01000040.1.region001,2279,GCA_003500245.1,DNSS01000040.1,0,10795,hserlactone,TRUE,Others
DNTN01000046.1.region001,2280,GCA_003508235.1,DNTN01000046.1,0,2901,NRPS-like,TRUE,NRPS
DNTN01000080.1.region001,2281;2496;2320,GCA_003508235.1,DNTN01000080.1,0,6477,RRE-containing,TRUE,RiPPs
DNTN01000132.1.region001,2282;3068,GCA_003508235.1,DNTN01000132.1,0,7623,arylpolyene,TRUE,Others
DNTN01000181.1.region001,3069;2283,GCA_003508235.1,DNTN01000181.1,0,36530,arylpolyene;ladderane,TRUE,Others
DNTV01000025.1.region001,2662,GCA_003508715.1,DNTV01000025.1,0,9413,terpene,TRUE,Terpene
DNTV01000088.1.region001,2285,GCA_003508715.1,DNTV01000088.1,0,2996,hserlactone,TRUE,Others
DNTV01000227.1.region001,2286,GCA_003508715.1,DNTV01000227.1,0,48613,arylpolyene,TRUE,Others
DOFS01000063.1.region001,2287,GCA_003523945.1,DOFS01000063.1,0,11579,NRPS,TRUE,NRPS
DOFS01000072.1.region001,2288,GCA_003523945.1,DOFS01000072.1,0,13652,LAP,TRUE,RiPPs
DOFS01000074.1.region001,2289,GCA_003523945.1,DOFS01000074.1,0,6619,terpene,TRUE,Terpene
DOFS01000137.1.region001,1980,GCA_003523945.1,DOFS01000137.1,0,14961,terpene,TRUE,Terpene
DOFS01000229.1.region001,2291;3024;3354,GCA_003523945.1,DOFS01000229.1,0,8325,terpene,TRUE,Terpene
DOFS01000234.1.region001,3052;1982,GCA_003523945.1,DOFS01000234.1,0,11004,phosphonate,TRUE,Others
DOFS01000356.1.region001,2293;3096,GCA_003523945.1,DOFS01000356.1,22005,29585,RiPP-like,TRUE,RiPPs
DOFS01000365.1.region001,2294,GCA_003523945.1,DOFS01000365.1,0,33829,NRPS,TRUE,NRPS
DOFS01000505.1.region001,2295;3479,GCA_003523945.1,DOFS01000505.1,0,23454,NRPS-like,TRUE,NRPS
DOFS01000527.1.region001,2296,GCA_003523945.1,DOFS01000527.1,0,17013,terpene,TRUE,Terpene
DOFS01000532.1.region001,2297,GCA_003523945.1,DOFS01000532.1,0,7135,NRPS-like,TRUE,NRPS
DOFS01000550.1.region001,2298,GCA_003523945.1,DOFS01000550.1,0,12299,NRPS,TRUE,NRPS
DOFS01000602.1.region001,2299,GCA_003523945.1,DOFS01000602.1,0,4537,RiPP-like,TRUE,RiPPs
DOFS01000607.1.region001,2300,GCA_003523945.1,DOFS01000607.1,1544,9153,RiPP-like,TRUE,RiPPs
DOHC01000299.1.region001,2301,GCA_003535475.1,DOHC01000299.1,0,2834,hserlactone,TRUE,Others
DOJO01000002.1.region001,2302,GCA_003529185.1,DOJO01000002.1,41510,113751,NRPS;T1PKS,TRUE,PKS-NRP_Hybrids
DOJO01000014.1.region001,2303;2494,GCA_003529185.1,DOJO01000014.1,0,5021,NRPS,TRUE,NRPS
DOJO01000034.1.region001,2520;3354,GCA_003529185.1,DOJO01000034.1,21766,42627,terpene,FALSE,Terpene
DOJO01000056.1.region001,2428;2042,GCA_003529185.1,DOJO01000056.1,53946,77032,phosphonate,TRUE,Others
DOJO01000057.1.region001,3373,GCA_003529185.1,DOJO01000057.1,39536,61720,terpene,FALSE,Terpene
DOJO01000063.1.region001,3349,GCA_003529185.1,DOJO01000063.1,31053,42037,RiPP-like,FALSE,RiPPs
DOJO01000067.1.region001,2167,GCA_003529185.1,DOJO01000067.1,0,20644,NRPS-like,TRUE,NRPS
DOJO01000100.1.region001,3372;3542,GCA_003529185.1,DOJO01000100.1,3180,9235,RiPP-like,TRUE,RiPPs
DOJO01000104.1.region001,2519,GCA_003529185.1,DOJO01000104.1,24712,44838,terpene,TRUE,Terpene
DOJO01000105.1.region001,2045,GCA_003529185.1,DOJO01000105.1,873,11719,RiPP-like,FALSE,RiPPs
DOMB01000117.1.region001,2279,GCA_003510545.1,DOMB01000117.1,0,7159,hserlactone,TRUE,Others
DPRL01000019.1.region001,2313;2247,GCA_003538695.1,DPRL01000019.1,0,10945,hserlactone,TRUE,Others
DRCM01000118.1.region001,2326,GCA_011040195.1,DRCM01000118.1,10334,30174,ranthipeptide,TRUE,RiPPs
DRCM01000147.1.region001,2327,GCA_011040195.1,DRCM01000147.1,42878,64282,ranthipeptide,FALSE,RiPPs
DRCP01000047.1.region001,14,GCA_011043155.1,DRCP01000047.1,0,13245,NRPS-like,TRUE,NRPS
DRCP01000175.1.region001,13,GCA_011043155.1,DRCP01000175.1,0,18350,ladderane,TRUE,Others
DRDE01000079.1.region001,2318,GCA_011040095.1,DRDE01000079.1,0,5768,T1PKS,TRUE,PKSI
DRDE01000177.1.region001,3068,GCA_011040095.1,DRDE01000177.1,0,53393,arylpolyene;resorcinol,TRUE,Others
DRDE01000322.1.region001,2320;2496,GCA_011040095.1,DRDE01000322.1,0,7754,ranthipeptide,TRUE,RiPPs
DRDH01000034.1.region001,8;2321,GCA_011040335.1,DRDH01000034.1,0,7146,ladderane,TRUE,Others
DRDH01000043.1.region001,20,GCA_011040335.1,DRDH01000043.1,0,10621,T3PKS,TRUE,PKSother
DREO01000108.1.region001,2323,GCA_011051055.1,DREO01000108.1,0,18552,hserlactone,TRUE,Others
DREO01000135.1.region001,2324,GCA_011051055.1,DREO01000135.1,0,4232,ladderane,TRUE,Others
DRFC01000042.1.region001,2325,GCA_011050745.1,DRFC01000042.1,0,1511,RRE-containing,TRUE,RiPPs
DRFC01000049.1.region001,2326,GCA_011050745.1,DRFC01000049.1,7848,27710,ranthipeptide,TRUE,RiPPs
DRFC01000086.1.region001,2327,GCA_011050745.1,DRFC01000086.1,18407,39811,ranthipeptide,FALSE,RiPPs
DRJD01000081.1.region001,2381;2328;2385,GCA_011052325.1,DRJD01000081.1,0,6058,NRPS-like,TRUE,NRPS
DRJD01000091.1.region001,2329,GCA_011052325.1,DRJD01000091.1,0,6794,NRPS,TRUE,NRPS
DRJD01000167.1.region001,2379;2330,GCA_011052325.1,DRJD01000167.1,0,9947,ladderane,TRUE,Others
DRJD01000201.1.region001,3032,GCA_011052325.1,DRJD01000201.1,0,3254,T1PKS,TRUE,PKSI
DRKX01000074.1.region001,2332,GCA_011051565.1,DRKX01000074.1,0,5792,butyrolactone,TRUE,Others
DRKX01000188.1.region001,3033;2333,GCA_011051565.1,DRKX01000188.1,0,4703,ladderane,TRUE,Others
DRKX01000194.1.region001,2334;2385,GCA_011051565.1,DRKX01000194.1,0,4424,NRPS-like,TRUE,NRPS
DROX01000128.1.region001,2335,GCA_011321725.1,DROX01000128.1,0,21211,ranthipeptide,TRUE,RiPPs
DROX01000262.1.region001,2336;2330,GCA_011321725.1,DROX01000262.1,0,8759,ladderane,TRUE,Others
DSMQ01000033.1.region001,2337,GCA_011047655.1,DSMQ01000033.1,0,17175,RRE-containing,TRUE,RiPPs
DSOU01000033.1.region001,2687,GCA_011054545.1,DSOU01000033.1,0,30546,phosphonate,TRUE,Others
DSOU01000098.1.region001,2339,GCA_011054545.1,DSOU01000098.1,0,16358,lassopeptide;RRE-containing,TRUE,RiPPs
DSOU01000118.1.region001,3157,GCA_011054545.1,DSOU01000118.1,43202,54756,RiPP-like,FALSE,RiPPs
DSOU01000122.1.region001,2431,GCA_011054545.1,DSOU01000122.1,23964,46145,terpene,FALSE,Terpene
DSOU01000127.1.region001,2342,GCA_011054545.1,DSOU01000127.1,0,7272,RiPP-like,TRUE,RiPPs
DSOU01000127.1.region002,2343;2902,GCA_011054545.1,DSOU01000127.1,42479,63355,terpene,FALSE,Terpene
DSOU01000132.1.region001,2344;2490,GCA_011054545.1,DSOU01000132.1,8615,29668,terpene,FALSE,Terpene
DSQB01000037.1.region001,2046,GCA_011331925.1,DSQB01000037.1,22438,31603,RiPP-like,TRUE,RiPPs
DSQB01000055.1.region001,2427,GCA_011331925.1,DSQB01000055.1,0,11732,terpene,TRUE,Terpene
DSQB01000068.1.region001,2495;2430,GCA_011331925.1,DSQB01000068.1,9308,42117,arylpolyene,TRUE,Others
DSQB01000102.1.region001,1983;2028,GCA_011331925.1,DSQB01000102.1,0,24365,phosphonate,TRUE,Others
DSQB01000180.1.region001,2520;1949,GCA_011331925.1,DSQB01000180.1,5651,18134,terpene,TRUE,Terpene
DSQB01000241.1.region001,2422,GCA_011331925.1,DSQB01000241.1,0,17435,hserlactone,TRUE,Others
DSQB01000244.1.region001,2351,GCA_011331925.1,DSQB01000244.1,0,5554,NRPS,TRUE,NRPS
DSQB01000265.1.region001,2352;3333;3131,GCA_011331925.1,DSQB01000265.1,0,8060,lassopeptide,TRUE,RiPPs
DSQB01000368.1.region001,2044,GCA_011331925.1,DSQB01000368.1,4655,26839,terpene,FALSE,Terpene
DSYH01000024.1.region001,2354,GCA_011367585.1,DSYH01000024.1,0,10791,RRE-containing,TRUE,RiPPs
DSYH01000073.1.region001,2355,GCA_011367585.1,DSYH01000073.1,0,21892,NRPS-like,TRUE,NRPS
DSYH01000249.1.region001,2356,GCA_011367585.1,DSYH01000249.1,0,19277,ladderane,TRUE,Others
DTRN01000015.1.region001,2357,GCA_012965905.1,DTRN01000015.1,0,41755,NRPS-like,TRUE,NRPS
DTRN01000023.1.region001,2358,GCA_012965905.1,DTRN01000023.1,0,5158,betalactone,TRUE,Others
DTRN01000028.1.region001,2363;2359,GCA_012965905.1,DTRN01000028.1,0,16846,terpene,TRUE,Terpene
DTRN01000048.1.region001,2360,GCA_012965905.1,DTRN01000048.1,0,15602,phosphonate,TRUE,Others
DTRN01000061.1.region001,2909,GCA_012965905.1,DTRN01000061.1,0,14766,terpene,TRUE,Terpene
DTRN01000134.1.region001,2910,GCA_012965905.1,DTRN01000134.1,0,9405,terpene,TRUE,Terpene
DTVA01000046.1.region001,2363;2359,GCA_012963785.1,DTVA01000046.1,0,15584,terpene,TRUE,Terpene
DTVA01000061.1.region001,2360,GCA_012963785.1,DTVA01000061.1,0,23102,phosphonate,TRUE,Others
DTVA01000089.1.region001,2909,GCA_012963785.1,DTVA01000089.1,20133,42024,terpene,TRUE,Terpene
DUAG01000059.1.region001,2366,GCA_012960925.1,DUAG01000059.1,0,13425,terpene,TRUE,Terpene
DUAG01000076.1.region001,2367,GCA_012960925.1,DUAG01000076.1,7781,50601,NRPS-like,FALSE,NRPS
DUZI01000144.1.region001,2368,GCA_013349595.1,DUZI01000144.1,0,4154,arylpolyene,TRUE,Others
JAABQN010000003.region001,2886,GCA_011391455.1,JAABQN010000003,15481,27341,RiPP-like,FALSE,RiPPs
JAABQN010000011.region001,2431,GCA_011391455.1,JAABQN010000011,0,19347,terpene,TRUE,Terpene
JAABQN010000047.region001,2491,GCA_011391455.1,JAABQN010000047,0,11773,terpene,TRUE,Terpene
JAABQN010000136.region001,2427;2490,GCA_011391455.1,JAABQN010000136,0,3034,terpene,TRUE,Terpene
JAACTT010000063.region001,2936;2373,GCA_009993265.1,JAACTT010000063,0,3132,NRPS-like,TRUE,NRPS
JAACTU010000028.region001,2934,GCA_009993295.1,JAACTU010000028,0,12662,ranthipeptide,TRUE,RiPPs
JAACTU010000044.region001,2943,GCA_009993295.1,JAACTU010000044,15756,38553,NRPS-like,TRUE,NRPS
JAACTU010000047.region001,2942,GCA_009993295.1,JAACTU010000047,0,22014,ladderane,TRUE,Others
JAADFS010000197.region001,2377,GCA_013152795.1,JAADFS010000197,0,5847,RRE-containing,TRUE,RiPPs
JAADFS010000269.region001,2378,GCA_013152795.1,JAADFS010000269,0,4695,hserlactone,TRUE,Others
JAADGG010000005.region001,2379;2330,GCA_013152485.1,JAADGG010000005,0,18386,ladderane,TRUE,Others
JAADGG010000041.region001,2380,GCA_013152485.1,JAADGG010000041,63548,84202,hserlactone,FALSE,Others
JAADGG010000072.region001,2381;2328;2385,GCA_013152485.1,JAADGG010000072,0,8475,NRPS-like,TRUE,NRPS
JAADGG010000093.region001,2332,GCA_013152485.1,JAADGG010000093,19755,30298,butyrolactone,FALSE,Others
JAADGU010000011.region001,2383,GCA_013152195.1,JAADGU010000011,24657,35991,hserlactone,TRUE,Others
JAADGU010000038.region001,2379;2330,GCA_013152195.1,JAADGU010000038,0,7568,ladderane,TRUE,Others
JAADGU010000106.region001,2381;2328;2385,GCA_013152195.1,JAADGU010000106,9099,31728,NRPS-like,TRUE,NRPS
JAADHI010000092.region001,2386,GCA_013151935.1,JAADHI010000092,0,12921,terpene,TRUE,Terpene
JAADHI010000109.region001,2387,GCA_013151935.1,JAADHI010000109,4373,33089,NRPS-like,TRUE,NRPS
JAADHP010000070.region001,2336;2330,GCA_013151785.1,JAADHP010000070,0,6487,ladderane,TRUE,Others
JAADHP010000177.region001,2389,GCA_013151785.1,JAADHP010000177,0,10068,ranthipeptide,TRUE,RiPPs
JAALKI010000002.region001,2390;3515,GCA_011088105.1,JAALKI010000002,12632,34810,terpene,FALSE,Terpene
JAALKI010000011.region001,2391;2398,GCA_011088105.1,JAALKI010000011,33424,44318,RiPP-like,FALSE,RiPPs
JAALKI010000014.region001,2392;3516,GCA_011088105.1,JAALKI010000014,45946,57605,RiPP-like,FALSE,RiPPs
