genome_id,bgc_id,contig,contig_edge,start,end,product,class,GCF_c0.3,GCF_c0.4,GCF_c0.5
GCA_016705325.1,JADIYJ010000015.1.region001,JADIYJ010000015,FALSE,26535,37414,RiPP-like,RiPPs,2214,2214,2214
GCA_016705325.1,JADIYJ010000018.1.region001,JADIYJ010000018,TRUE,17061,48317,NRPS-like,NRPS,2078,2078,2078
GCA_016705325.1,JADIYJ010000026.1.region001,JADIYJ010000026,TRUE,0,17622,betalactone,Others,2079,2079,2079
GCA_016705335.1,JADIYN010000002.1.region001,JADIYN010000002,TRUE,0,31552,resorcinol,Others,2090,2090,2090
GCA_016705335.1,JADIYN010000002.1.region002,JADIYN010000002,TRUE,201307,259260,arylpolyene,Others,2091,2091,5433
GCA_016705335.1,JADIYN010000035.1.region001,JADIYN010000035,TRUE,0,17625,terpene,Terpene,2092,2092,2092
GCA_016705355.1,JADIYK010000001.1.region001,JADIYK010000001,FALSE,194563,224087,betalactone,Others,5466,5466,5466
GCA_016705355.1,JADIYK010000015.1.region001,JADIYK010000015,FALSE,211461,253915,NRPS-like,NRPS,5467,5467,5467
GCA_016705365.1,JADIYI010000005.1.region001,JADIYI010000005,FALSE,284944,295796,RiPP-like,RiPPs,3294,3294,3294
GCA_016705365.1,JADIYI010000006.1.region001,JADIYI010000006,FALSE,129347,141051,RiPP-like,RiPPs,3296,3296,3296
GCA_016705365.1,JADIYI010000008.1.region001,JADIYI010000008,FALSE,802181,847643,NRPS;NRPS-like,NRPS,3292,3292,3292
GCA_016705365.1,JADIYI010000008.1.region002,JADIYI010000008,FALSE,1943826,1987663,NRPS,NRPS,3293,3293,3293
GCA_016705365.1,JADIYI010000008.1.region003,JADIYI010000008,FALSE,2209524,2230961,ranthipeptide,RiPPs,3295,3295,3295
GCA_016705395.1,JADIYH010000004.1.region001,JADIYH010000004,FALSE,188241,212324,terpene,Terpene,2265,2265,2265
GCA_016705395.1,JADIYH010000011.1.region001,JADIYH010000011,FALSE,68409,109474,T3PKS,PKSother,2264,2264,2264
GCA_016705395.1,JADIYH010000018.1.region001,JADIYH010000018,TRUE,0,4703,RiPP-like,RiPPs,2070,2070,2070
GCA_016705425.1,JADIYG010000003.1.region001,JADIYG010000003,FALSE,353768,374596,terpene,Terpene,2063,3608,3608
GCA_016705425.1,JADIYG010000004.1.region001,JADIYG010000004,FALSE,357141,385375,lassopeptide;RRE-containing,RiPPs,3606,3606,3606
GCA_016705425.1,JADIYG010000004.1.region002,JADIYG010000004,FALSE,416268,436919,RRE-containing,RiPPs,5046,5046,5046
GCA_016705425.1,JADIYG010000006.1.region001,JADIYG010000006,TRUE,299201,318800,lassopeptide;terpene,Others,2066,2066,2066
GCA_016705425.1,JADIYG010000048.1.region001,JADIYG010000048,TRUE,208840,220463,linaridin,RiPPs,2067,5048,5048
GCA_016705435.1,JADIYF010000002.1.region001,JADIYF010000002,FALSE,172281,193127,terpene,Terpene,5599,5599,4323
GCA_016705435.1,JADIYF010000003.1.region001,JADIYF010000003,FALSE,11402,22860,RiPP-like,RiPPs,2365,2365,2365
GCA_016705465.1,JADIYE010000001.1.region001,JADIYE010000001,FALSE,278734,289559,RiPP-like,RiPPs,2199,2199,2199
GCA_016705465.1,JADIYE010000005.1.region001,JADIYE010000005,TRUE,0,33309,lassopeptide;ranthipeptide,RiPPs,2989,2736,2736
GCA_016705465.1,JADIYE010000012.1.region001,JADIYE010000012,FALSE,76133,87021,RiPP-like,RiPPs,2197,2197,2197
GCA_016705475.1,JADIYD010000006.1.region001,JADIYD010000006,FALSE,95016,136207,arylpolyene,Others,2052,5720,5720
GCA_016705475.1,JADIYD010000006.1.region002,JADIYD010000006,FALSE,419541,480687,acyl_amino_acids,Others,2053,3413,3413
GCA_016705475.1,JADIYD010000009.1.region001,JADIYD010000009,FALSE,106188,117034,RiPP-like,RiPPs,2054,2054,2054
GCA_016705475.1,JADIYD010000010.1.region001,JADIYD010000010,FALSE,140258,168402,redox-cofactor;terpene,Others,2055,2055,3450
GCA_016705475.1,JADIYD010000010.1.region002,JADIYD010000010,FALSE,309500,355546,arylpolyene;resorcinol,Others,2056,3581,3581
GCA_016705475.1,JADIYD010000014.1.region001,JADIYD010000014,FALSE,498490,559132,acyl_amino_acids,Others,2057,2057,2057
GCA_016705495.1,JADIYC010000026.1.region001,JADIYC010000026,FALSE,74950,85346,ectoine,Others,2338,2338,2338
GCA_016705525.1,JADIYB010000001.1.region001,JADIYB010000001,FALSE,193807,204599,RiPP-like,RiPPs,4991,4991,4991
GCA_016705525.1,JADIYB010000003.1.region001,JADIYB010000003,FALSE,50134,60524,ectoine,Others,2047,2047,2047
GCA_016705525.1,JADIYB010000005.1.region001,JADIYB010000005,TRUE,158821,190585,other,Others,2775,2775,2775
GCA_016705525.1,JADIYB010000007.1.region001,JADIYB010000007,FALSE,119540,141143,ranthipeptide,RiPPs,4990,4990,4990
GCA_016705525.1,JADIYB010000024.1.region001,JADIYB010000024,FALSE,60623,107586,T1PKS,PKSI,5501,5501,5501
GCA_016705545.1,JADIYA010000001.1.region001,JADIYA010000001,FALSE,2559,48409,arylpolyene;resorcinol,Others,2042,2042,2042
GCA_016705545.1,JADIYA010000001.1.region002,JADIYA010000001,FALSE,131741,182136,NRPS;NRPS-like;T1PKS,PKS-NRP_Hybrids,4639,2043,2043
GCA_016705545.1,JADIYA010000001.1.region003,JADIYA010000001,FALSE,252705,273548,terpene,Terpene,2044,2044,2044
GCA_016705545.1,JADIYA010000009.1.region001,JADIYA010000009,FALSE,103485,149838,arylpolyene,Others,2045,2045,2045
GCA_016705565.1,JADIXZ010000003.1.region001,JADIXZ010000003,FALSE,352368,402031,hglE-KS,PKSother,3067,3067,3067
GCA_016705565.1,JADIXZ010000004.1.region001,JADIXZ010000004,FALSE,1109571,1138296,LAP;thioamitides,Others,2041,2041,2041
GCA_016705575.1,JADIXX010000001.1.region001,JADIXX010000001,FALSE,543965,566467,terpene,Terpene,2358,2358,2358
GCA_016705575.1,JADIXX010000001.1.region002,JADIXX010000001,FALSE,968002,991804,lassopeptide;RRE-containing,RiPPs,2357,2357,2357
GCA_016705575.1,JADIXX010000001.1.region003,JADIXX010000001,FALSE,1035224,1067280,betalactone,Others,2356,2356,2356
GCA_016705575.1,JADIXX010000003.1.region001,JADIXX010000003,FALSE,657820,685108,betalactone,Others,2360,2360,2036
GCA_016705575.1,JADIXX010000003.1.region002,JADIXX010000003,FALSE,946406,994098,T1PKS,PKSI,2359,2359,2359
GCA_016705605.1,JADIXY010000002.1.region001,JADIXY010000002,FALSE,250259,272036,terpene,Terpene,2038,2038,2038
GCA_016705605.1,JADIXY010000005.1.region001,JADIXY010000005,FALSE,163695,174652,RiPP-like,RiPPs,2039,2039,2039
GCA_016705625.1,JADJLE010000001.1.region001,JADJLE010000001,FALSE,342898,403921,acyl_amino_acids;hserlactone,Others,3361,3361,3361
GCA_016705625.1,JADJLE010000001.1.region002,JADJLE010000001,FALSE,1322628,1344371,terpene,Terpene,3362,3362,3362
GCA_016705625.1,JADJLE010000001.1.region003,JADJLE010000001,FALSE,2179906,2200968,terpene,Terpene,3385,3385,3385
GCA_016705625.1,JADJLE010000001.1.region004,JADJLE010000001,FALSE,2495590,2506448,RiPP-like,RiPPs,3364,3364,3364
GCA_016705635.1,JADJLF010000011.1.region001,JADJLF010000011,FALSE,2140805,2161648,terpene,Terpene,4637,4637,4637
GCA_016705665.1,JADJLD010000001.1.region001,JADJLD010000001,FALSE,1196277,1217123,terpene,Terpene,3706,3706,3706
GCA_016705675.1,JADJLC010000001.1.region001,JADJLC010000001,FALSE,185686,238036,arylpolyene;resorcinol,Others,4542,4542,4542
GCA_016705675.1,JADJLC010000008.1.region001,JADJLC010000008,FALSE,74411,123615,NRPS;NRPS-like;T1PKS,PKS-NRP_Hybrids,3358,2684,2684
GCA_016705675.1,JADJLC010000019.1.region001,JADJLC010000019,FALSE,31299,52142,terpene,Terpene,2686,2686,2686
GCA_016705685.1,JADJLB010000002.1.region001,JADJLB010000002,FALSE,152127,210993,acyl_amino_acids,Others,5983,5983,5983
GCA_016705685.1,JADJLB010000002.1.region002,JADJLB010000002,FALSE,457085,518396,acyl_amino_acids,Others,5982,5982,5982
GCA_016705685.1,JADJLB010000002.1.region003,JADJLB010000002,FALSE,590374,601250,RiPP-like,RiPPs,5986,5986,5986
GCA_016705685.1,JADJLB010000010.1.region001,JADJLB010000010,FALSE,416918,438633,terpene,Terpene,4343,4343,5984
GCA_016705685.1,JADJLB010000012.1.region001,JADJLB010000012,FALSE,221030,239057,RiPP-like,RiPPs,3356,3356,4342
GCA_016705695.1,JADJLA010000001.1.region001,JADJLA010000001,FALSE,546398,567235,terpene,Terpene,2318,2318,3350
GCA_016705695.1,JADJLA010000015.1.region001,JADJLA010000015,TRUE,0,7650,RiPP-like,RiPPs,3638,3638,3638
GCA_016705745.1,JADJKX010000001.1.region001,JADJKX010000001,FALSE,707817,728663,terpene,Terpene,5599,5599,4323
GCA_016705745.1,JADJKX010000024.1.region001,JADJKX010000024,FALSE,21535,32993,RiPP-like,RiPPs,2365,2365,2365
GCA_016705765.1,JADJKV010000001.1.region001,JADJKV010000001,FALSE,121897,142734,terpene,Terpene,5491,2165,2165
GCA_016705765.1,JADJKV010000006.1.region001,JADJKV010000006,FALSE,221680,262733,T3PKS,PKSother,5977,5977,5977
GCA_016705765.1,JADJKV010000009.1.region001,JADJKV010000009,FALSE,53775,115803,arylpolyene;resorcinol,Others,5976,2163,5976
GCA_016705775.1,JADJKW010000006.1.region001,JADJKW010000006,FALSE,84234,105959,terpene,Terpene,2815,2815,5984
GCA_016705775.1,JADJKW010000011.1.region001,JADJKW010000011,FALSE,4328,64994,acyl_amino_acids,Others,5342,5342,5342
GCA_016705775.1,JADJKW010000013.1.region001,JADJKW010000013,TRUE,0,50753,acyl_amino_acids,Others,5345,5982,5982
GCA_016705775.1,JADJKW010000043.1.region001,JADJKW010000043,FALSE,26518,37376,RiPP-like,RiPPs,5343,5343,4342
GCA_016705805.1,JADJKY010000001.1.region001,JADJKY010000001,FALSE,144552,165395,terpene,Terpene,2255,2255,2255
GCA_016705805.1,JADJKY010000008.1.region001,JADJKY010000008,FALSE,146781,214020,arylpolyene;resorcinol,Others,5658,2256,3015
GCA_016705805.1,JADJKY010000011.1.region001,JADJKY010000011,FALSE,33376,79870,NRPS;T1PKS,PKS-NRP_Hybrids,2257,2257,2257
GCA_016705815.1,JADJKZ010000001.1.region001,JADJKZ010000001,FALSE,1485290,1506250,terpene,Terpene,4510,4510,4510
GCA_016705815.1,JADJKZ010000002.1.region001,JADJKZ010000002,FALSE,1145392,1167595,redox-cofactor,Others,3611,3611,3611
GCA_016705815.1,JADJKZ010000002.1.region002,JADJKZ010000002,FALSE,1392571,1413657,terpene,Terpene,3612,3612,3612
GCA_016705815.1,JADJKZ010000004.1.region001,JADJKZ010000004,FALSE,420860,441757,terpene,Terpene,4509,4509,4509
GCA_016705825.1,JADJKU010000007.1.region001,JADJKU010000007,TRUE,270452,293128,lassopeptide,RiPPs,2607,2607,2607
GCA_016705825.1,JADJKU010000008.1.region001,JADJKU010000008,FALSE,147398,158250,RiPP-like,RiPPs,3326,2168,3326
GCA_016705825.1,JADJKU010000010.1.region001,JADJKU010000010,TRUE,0,23461,NRPS-like,NRPS,3327,3327,3327
GCA_016705825.1,JADJKU010000012.1.region001,JADJKU010000012,FALSE,106006,148874,NRPS-like,NRPS,3328,3328,3328
GCA_016705825.1,JADJKU010000015.1.region001,JADJKU010000015,FALSE,106616,148464,NRPS-like,NRPS,2166,2166,2166
GCA_016705825.1,JADJKU010000020.1.region001,JADJKU010000020,TRUE,0,25929,NRPS-like,NRPS,3330,3330,3330
GCA_016705825.1,JADJKU010000023.1.region001,JADJKU010000023,FALSE,32518,52809,RRE-containing,RiPPs,2613,2613,2613
GCA_016705825.1,JADJKU010000026.1.region001,JADJKU010000026,FALSE,2931,24517,terpene,Terpene,2815,5081,5081
GCA_016705825.1,JADJKU010000034.1.region001,JADJKU010000034,TRUE,0,17103,NRPS-like,NRPS,2173,2173,2173
GCA_016705845.1,JADJKS010000002.1.region001,JADJKS010000002,FALSE,163530,192216,betalactone,Others,5466,5466,5466
GCA_016705845.1,JADJKS010000003.1.region001,JADJKS010000003,FALSE,122822,165276,NRPS-like,NRPS,5467,5467,5467
GCA_016705885.1,JADJKQ010000012.1.region001,JADJKQ010000012,TRUE,0,20782,terpene,Terpene,2265,2265,2265
GCA_016705885.1,JADJKQ010000043.1.region001,JADJKQ010000043,FALSE,129713,170778,T3PKS,PKSother,2264,2264,2264
GCA_016705895.1,JADJKT010000004.1.region001,JADJKT010000004,FALSE,67526,88498,terpene,Terpene,3323,3323,5435
GCA_016705895.1,JADJKT010000040.1.region001,JADJKT010000040,FALSE,147494,168445,terpene,Terpene,3324,3324,5436
GCA_016705925.1,JADJKP010000001.1.region001,JADJKP010000001,FALSE,713411,724203,RiPP-like,RiPPs,6095,6095,6095
GCA_016705925.1,JADJKP010000005.1.region001,JADJKP010000005,FALSE,38171,90041,hglE-KS;T1PKS,PKSother,3314,3314,3314
GCA_016705925.1,JADJKP010000005.1.region002,JADJKP010000005,FALSE,158679,180226,ranthipeptide,RiPPs,2806,2806,2806
GCA_016705925.1,JADJKP010000016.1.region001,JADJKP010000016,TRUE,0,8776,ectoine,Others,2805,2805,2805
GCA_016705945.1,JADJKR010000003.1.region001,JADJKR010000003,FALSE,128489,139341,RiPP-like,RiPPs,3319,3319,5916
GCA_016705945.1,JADJKR010000008.1.region001,JADJKR010000008,FALSE,17811,61396,arylpolyene,Others,3320,3320,3320
GCA_016705955.1,JADJKO010000002.1.region001,JADJKO010000002,FALSE,516259,566717,NRPS;NRPS-like;T1PKS,PKS-NRP_Hybrids,5980,5621,5621
GCA_016705955.1,JADJKO010000006.1.region001,JADJKO010000006,FALSE,180460,201303,terpene,Terpene,3312,3312,4466
GCA_016705985.1,JADJKN010000005.1.region001,JADJKN010000005,FALSE,187790,210326,terpene,Terpene,2358,2358,2358
GCA_016705985.1,JADJKN010000008.1.region001,JADJKN010000008,FALSE,170594,192603,lassopeptide,RiPPs,2357,2357,2357
GCA_016705985.1,JADJKN010000008.1.region002,JADJKN010000008,FALSE,238319,270290,betalactone,Others,2356,2356,2356
GCA_016705985.1,JADJKN010000009.1.region001,JADJKN010000009,TRUE,3187,22863,RRE-containing,RiPPs,3308,3308,3308
GCA_016705985.1,JADJKN010000024.1.region001,JADJKN010000024,FALSE,170357,197645,betalactone,Others,2360,2360,2036
GCA_016705985.1,JADJKN010000024.1.region002,JADJKN010000024,FALSE,455273,502965,T1PKS,PKSI,2359,2359,2359
GCA_016706005.1,JADJKM010000006.1.region001,JADJKM010000006,FALSE,49854,60685,RiPP-like,RiPPs,4218,4218,4218
GCA_016706005.1,JADJKM010000036.1.region001,JADJKM010000036,FALSE,23899,34325,ectoine,Others,4219,4219,4219
GCA_016706025.1,JADJKK010000001.1.region001,JADJKK010000001,FALSE,1859500,1880346,terpene,Terpene,4188,4188,4188
GCA_016706025.1,JADJKK010000008.1.region001,JADJKK010000008,FALSE,616,12764,RiPP-like,RiPPs,3405,3405,3405
GCA_016706025.1,JADJKK010000020.1.region001,JADJKK010000020,FALSE,27184,52342,betalactone,Others,4187,4187,4187
GCA_016706035.1,JADJKJ010000001.1.region001,JADJKJ010000001,FALSE,349519,408802,NRPS-like;terpene,Others,5178,5178,5178
GCA_016706035.1,JADJKJ010000001.1.region002,JADJKJ010000001,FALSE,2718384,2762821,NRPS-like,NRPS,5179,5179,5179
GCA_016706055.1,JADJKL010000008.1.region001,JADJKL010000008,FALSE,6218,29301,terpene,Terpene,3302,3302,5491
GCA_016706085.1,JADJKI010000001.1.region001,JADJKI010000001,FALSE,828538,873998,NRPS;NRPS-like,NRPS,3292,3292,3292
GCA_016706085.1,JADJKI010000001.1.region002,JADJKI010000001,FALSE,1984946,2028783,NRPS,NRPS,3293,3293,3293
GCA_016706085.1,JADJKI010000003.1.region001,JADJKI010000003,FALSE,110091,116839,RiPP-like,RiPPs,3294,3294,3294
GCA_016706085.1,JADJKI010000003.1.region002,JADJKI010000003,FALSE,411055,431487,RRE-containing,RiPPs,3295,3295,3295
GCA_016706085.1,JADJKI010000003.1.region003,JADJKI010000003,FALSE,1331334,1343038,RiPP-like,RiPPs,3296,3296,3296
GCA_016706095.1,JADJKG010000002.1.region001,JADJKG010000002,FALSE,56349,97396,arylpolyene,Others,3287,3287,4604
GCA_016706095.1,JADJKG010000009.1.region001,JADJKG010000009,FALSE,53374,75062,terpene,Terpene,5536,5081,4606
GCA_016706095.1,JADJKG010000024.1.region001,JADJKG010000024,TRUE,0,34862,NRPS-like,NRPS,5534,5534,5534
GCA_016706115.1,JADJKH010000002.1.region001,JADJKH010000002,FALSE,760,12812,RRE-containing,RiPPs,3290,3290,3290
GCA_016706115.1,JADJKH010000002.1.region002,JADJKH010000002,FALSE,63493,83784,RRE-containing,RiPPs,3146,3146,3146
GCA_016706135.1,JADJKE010000001.1.region001,JADJKE010000001,FALSE,397819,409685,RiPP-like,RiPPs,3551,3551,3551
GCA_016706135.1,JADJKE010000003.1.region001,JADJKE010000003,FALSE,7312,29490,terpene,Terpene,4927,4927,4927
GCA_016706135.1,JADJKE010000005.1.region001,JADJKE010000005,FALSE,67459,94365,betalactone,Others,4280,4280,4280
GCA_016706135.1,JADJKE010000007.1.region001,JADJKE010000007,TRUE,99823,172539,NRPS;T1PKS,PKS-NRP_Hybrids,4926,4926,4926
GCA_016706135.1,JADJKE010000008.1.region001,JADJKE010000008,FALSE,28691,78054,NRPS,NRPS,4925,4925,4925
GCA_016706135.1,JADJKE010000011.1.region001,JADJKE010000011,FALSE,27993,48311,RRE-containing,RiPPs,4923,4923,4923
GCA_016706135.1,JADJKE010000011.1.region002,JADJKE010000011,FALSE,139115,159988,terpene,Terpene,4285,4285,4285
GCA_016706135.1,JADJKE010000013.1.region001,JADJKE010000013,FALSE,8571,29504,terpene,Terpene,4283,4283,4283
GCA_016706135.1,JADJKE010000016.1.region001,JADJKE010000016,FALSE,42783,84418,phosphonate,Others,4286,4286,4286
GCA_016706145.1,JADJKF010000002.1.region001,JADJKF010000002,FALSE,293909,314752,terpene,Terpene,2326,2326,4466
GCA_016706145.1,JADJKF010000005.1.region001,JADJKF010000005,FALSE,457420,507932,NRPS;NRPS-like;T1PKS,PKS-NRP_Hybrids,4467,4467,4467
GCA_016706185.1,JADJKD010000002.1.region001,JADJKD010000002,FALSE,184361,204643,RRE-containing,RiPPs,3274,2906,2906
GCA_016706185.1,JADJKD010000016.1.region001,JADJKD010000016,FALSE,14615,36397,terpene,Terpene,3275,3275,3275
GCA_016706205.1,JADJKC010000010.1.region001,JADJKC010000010,FALSE,452133,475231,terpene,Terpene,6062,3273,3273
GCA_016706225.1,JADJKB010000005.1.region001,JADJKB010000005,FALSE,153512,162961,RiPP-like,RiPPs,3266,3266,3266
GCA_016706225.1,JADJKB010000005.1.region002,JADJKB010000005,FALSE,812729,823596,RiPP-like,RiPPs,3267,3267,3267
GCA_016706225.1,JADJKB010000014.1.region001,JADJKB010000014,FALSE,51250,104499,hglE-KS,PKSother,3268,3268,3268
GCA_016706225.1,JADJKB010000021.1.region001,JADJKB010000021,FALSE,276418,298382,LAP,RiPPs,3269,3269,3269
GCA_016706225.1,JADJKB010000021.1.region002,JADJKB010000021,FALSE,690948,715648,terpene,Terpene,3270,3270,3270
GCA_016706225.1,JADJKB010000021.1.region003,JADJKB010000021,FALSE,813728,858465,NRPS-like;RiPP-like,Others,3271,3271,3271
GCA_016706225.1,JADJKB010000025.1.region001,JADJKB010000025,FALSE,554503,598525,arylpolyene,Others,3272,3272,3272
GCA_016706245.1,JADJKA010000001.1.region001,JADJKA010000001,FALSE,589102,654276,arylpolyene;resorcinol,Others,5822,5490,5976
GCA_016706245.1,JADJKA010000002.1.region001,JADJKA010000002,FALSE,293544,314381,terpene,Terpene,5823,2165,2165
GCA_016706245.1,JADJKA010000010.1.region001,JADJKA010000010,FALSE,9448,52400,arylpolyene;T3PKS,Others,5824,6028,6028
GCA_016706255.1,JADJJZ010000003.1.region001,JADJJZ010000003,FALSE,381248,402094,terpene,Terpene,3261,3261,3261
GCA_016706255.1,JADJJZ010000003.1.region002,JADJJZ010000003,FALSE,1267426,1308578,T3PKS,PKSother,3262,3262,3262
GCA_016706265.1,JADJJW010000001.1.region001,JADJJW010000001,FALSE,751000,792152,T3PKS,PKSother,5315,5315,5315
GCA_016706265.1,JADJJW010000009.1.region001,JADJJW010000009,FALSE,35821,56655,terpene,Terpene,5211,3257,3257
GCA_016706275.1,JADJJY010000001.1.region001,JADJJY010000001,FALSE,1292610,1337032,NRPS-like,NRPS,3258,3258,2367
GCA_016706275.1,JADJJY010000004.1.region001,JADJJY010000004,FALSE,49162,91928,NRPS-like,NRPS,3259,1983,1983
GCA_016706275.1,JADJJY010000004.1.region002,JADJJY010000004,FALSE,143826,164717,terpene,Terpene,3260,3260,3260
GCA_016706345.1,JADJJV010000001.1.region001,JADJJV010000001,FALSE,587016,610724,betalactone,Others,3252,3252,3252
GCA_016706345.1,JADJJV010000002.1.region001,JADJJV010000002,FALSE,82359,143133,acyl_amino_acids,Others,3253,3253,3253
GCA_016706345.1,JADJJV010000014.1.region001,JADJJV010000014,TRUE,0,37410,thiopeptide,RiPPs,3254,3254,3254
GCA_016706345.1,JADJJV010000015.1.region001,JADJJV010000015,FALSE,4446,25878,ranthipeptide,RiPPs,3255,3255,3255
GCA_016706355.1,JADJJS010000001.1.region001,JADJJS010000001,FALSE,478280,526667,hglE-KS;RRE-containing,Others,4862,4862,4862
GCA_016706355.1,JADJJS010000001.1.region002,JADJJS010000001,FALSE,528478,560578,ranthipeptide,RiPPs,4861,4861,4861
GCA_016706355.1,JADJJS010000001.1.region003,JADJJS010000001,FALSE,571455,614359,NRPS-like,NRPS,4860,4860,4860
GCA_016706355.1,JADJJS010000002.1.region001,JADJJS010000002,FALSE,408059,430033,cyanobactin,RiPPs,5744,5744,5744
GCA_016706355.1,JADJJS010000003.1.region001,JADJJS010000003,FALSE,286851,328048,arylpolyene,Others,5739,5739,5739
GCA_016706355.1,JADJJS010000005.1.region001,JADJJS010000005,FALSE,1461,22022,hserlactone,Others,5743,5743,5743
GCA_016706355.1,JADJJS010000006.1.region001,JADJJS010000006,FALSE,30278,61725,betalactone,Others,3245,3245,5746
GCA_016706355.1,JADJJS010000025.1.region001,JADJJS010000025,FALSE,190069,200933,RiPP-like,RiPPs,4863,4863,4863
GCA_016706355.1,JADJJS010000027.1.region001,JADJJS010000027,FALSE,90589,111459,terpene,Terpene,3247,3247,3247
GCA_016706365.1,JADJJU010000001.1.region001,JADJJU010000001,FALSE,323679,344516,terpene,Terpene,3249,3249,3249
GCA_016706365.1,JADJJU010000005.1.region001,JADJJU010000005,FALSE,289456,339018,arylpolyene,Others,3250,3250,6053
GCA_016706365.1,JADJJU010000009.1.region001,JADJJU010000009,FALSE,264401,309945,NRPS,NRPS,3251,3251,3251
GCA_016706405.1,JADJJT010000001.1.region001,JADJJT010000001,FALSE,945101,965938,terpene,Terpene,5083,5083,5083
GCA_016706425.1,JADJJR010000001.1.region001,JADJJR010000001,FALSE,785371,891688,acyl_amino_acids;terpene,Others,5945,5945,5945
GCA_016706435.1,JADJJQ010000001.1.region001,JADJJQ010000001,FALSE,347980,368823,terpene,Terpene,5415,5415,5415
GCA_016706435.1,JADJJQ010000002.1.region001,JADJJQ010000002,FALSE,279830,365906,NRPS;NRPS-like;T1PKS,PKS-NRP_Hybrids,5414,5414,5414
GCA_016706435.1,JADJJQ010000003.1.region001,JADJJQ010000003,FALSE,88156,134598,arylpolyene,Others,3236,3236,5416
GCA_016706435.1,JADJJQ010000012.1.region001,JADJJQ010000012,FALSE,74958,120853,arylpolyene;resorcinol,Others,3237,5417,5417
GCA_016706465.1,JADJJO010000002.1.region001,JADJJO010000002,FALSE,308523,329360,terpene,Terpene,3903,3903,3903
GCA_016706465.1,JADJJO010000017.1.region001,JADJJO010000017,FALSE,100888,122046,terpene,Terpene,3230,3230,3230
GCA_016706485.1,JADJJN010000005.1.region001,JADJJN010000005,FALSE,97869,160612,arylpolyene,Others,5023,5023,5562
GCA_016706485.1,JADJJN010000011.1.region001,JADJJN010000011,TRUE,0,17190,terpene,Terpene,5020,5020,5020
GCA_016706485.1,JADJJN010000013.1.region001,JADJJN010000013,TRUE,77704,118836,T1PKS,PKSI,5022,5022,5022
GCA_016706485.1,JADJJN010000035.1.region001,JADJJN010000035,FALSE,36759,57011,RRE-containing,RiPPs,6111,6111,6111
GCA_016706485.1,JADJJN010000041.1.region001,JADJJN010000041,TRUE,20380,36762,lanthipeptide-class-i,RiPPs,3228,3228,3228
GCA_016706495.1,JADJJP010000001.1.region001,JADJJP010000001,FALSE,85783,126884,T3PKS,PKSother,3231,3231,3231
GCA_016706495.1,JADJJP010000001.1.region002,JADJJP010000001,FALSE,931784,952621,terpene,Terpene,5491,5491,5491
GCA_016706495.1,JADJJP010000002.1.region001,JADJJP010000002,FALSE,760111,822732,arylpolyene;resorcinol,Others,5976,2163,5976
GCA_016706525.1,JADJJM010000001.1.region001,JADJJM010000001,FALSE,165183,176149,RiPP-like,RiPPs,3545,3545,3545
GCA_016706525.1,JADJJM010000002.1.region001,JADJJM010000002,FALSE,790030,838937,hglE-KS,PKSother,3546,3546,3546
GCA_016706525.1,JADJJM010000003.1.region001,JADJJM010000003,FALSE,109200,130319,terpene,Terpene,3549,3549,3549
GCA_016706525.1,JADJJM010000015.1.region001,JADJJM010000015,FALSE,153335,196242,NRPS-like,NRPS,3548,3548,3548
GCA_016706525.1,JADJJM010000022.1.region001,JADJJM010000022,FALSE,165928,187687,terpene,Terpene,3223,3953,6120
GCA_016706545.1,JADJJK010000001.1.region001,JADJJK010000001,FALSE,68606,105900,thiopeptide,RiPPs,3200,3200,3200
GCA_016706545.1,JADJJK010000004.1.region001,JADJJK010000004,FALSE,175908,220747,NRPS-like,NRPS,3201,3201,4526
GCA_016706545.1,JADJJK010000009.1.region001,JADJJK010000009,FALSE,21298,32174,RiPP-like,RiPPs,3202,3202,3202
GCA_016706545.1,JADJJK010000010.1.region001,JADJJK010000010,FALSE,36185,97456,NRPS;NRPS-like,NRPS,3203,3203,3203
GCA_016706545.1,JADJJK010000011.1.region001,JADJJK010000011,FALSE,86106,153839,NRPS-like;T1PKS,PKS-NRP_Hybrids,3204,3204,3204
GCA_016706545.1,JADJJK010000014.1.region001,JADJJK010000014,TRUE,0,38704,arylpolyene,Others,3205,3205,3205
GCA_016706545.1,JADJJK010000014.1.region002,JADJJK010000014,TRUE,145994,202536,NRPS;T1PKS,PKS-NRP_Hybrids,3206,3206,3206
GCA_016706545.1,JADJJK010000016.1.region001,JADJJK010000016,FALSE,258700,280239,proteusin,RiPPs,3207,3207,3207
GCA_016706545.1,JADJJK010000021.1.region001,JADJJK010000021,FALSE,58200,79157,terpene,Terpene,3208,3208,3208
GCA_016706545.1,JADJJK010000028.1.region001,JADJJK010000028,TRUE,0,36909,hglE-KS,PKSother,3209,3209,3209
GCA_016706545.1,JADJJK010000033.1.region001,JADJJK010000033,FALSE,5886,93479,NRPS;transAT-PKS,PKS-NRP_Hybrids,3210,3210,3210
GCA_016706545.1,JADJJK010000037.1.region001,JADJJK010000037,FALSE,12021,37078,terpene,Terpene,3211,3211,3211
GCA_016706545.1,JADJJK010000046.1.region001,JADJJK010000046,FALSE,48425,70395,thioamitides,Others,3212,3212,3212
GCA_016706545.1,JADJJK010000058.1.region001,JADJJK010000058,TRUE,0,33338,NRPS,NRPS,3213,3213,3213
