genome_id,isolate,gtdb202_tax,n_bgcs,n_contigs,total_bp,longest_contig_bp,mean_contig_bp,completeness,contamination,circular,strain_heter0geneity,drep_95_cluster,drep_95_representative,drep_99_cluster
GCA_016702805.1,Aved_18-Q3-R54-62_MAXAC.086,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Casimicrobiaceae;g__VBCG01;s__,NA,38,4569298,591129,120244.7,98.4,4.41,TRUE,38.46,402_1,TRUE,402_3
GCA_016703665.1,Aved_18-Q3-R54-62_BAT3C.394,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__PHCI01;s__,NA,20,4788042,1429987,239402.1,97.87,0.95,TRUE,50,377_1,TRUE,377_1
GCA_016703845.1,AalW_18-Q3-R10-53_MAXAC.339,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Casimicrobiaceae;g__CAIWHR01;s__,NA,24,4438619,694485,184942.5,99.29,3.57,TRUE,26.32,401_1,TRUE,401_1
GCA_016703785.1,AalW_18-Q3-R10-53_MAXAC.393,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__UTPRO2;s__,NA,35,3723500,517551,106385.7,96.31,4.21,TRUE,58.33,345_0,TRUE,345_0
GCA_016702935.1,Aved_18-Q3-R54-62_MAXAC.010,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rubrivivax;s__,NA,52,5311087,554211,102136.3,93.51,4.46,TRUE,62.5,388_1,TRUE,388_1
GCA_016705245.1,AalE_18-Q3-R2-46_BATAC.155,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__UBA7656;f__;g__;s__,NA,39,5570566,531851,142835,94.02,3.42,TRUE,0,468_1,TRUE,468_1
GCA_016704725.1,AalW_18-Q3-R10-53_BAT3C.204,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__UBA7656;f__;g__;s__,NA,39,5782885,1164624,148279.1,93.16,4.27,TRUE,0,468_1,TRUE,468_1
GCA_016713405.1,Fred_18-Q3-R57-64_BATAC.318,d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__UBA7656;f__;g__;s__,NA,29,6273563,750416,216329.8,94.02,4.38,TRUE,0,76_0,TRUE,76_0
GCA_016713735.1,Fred_18-Q3-R57-64_BAT3C.662,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__;s__,NA,43,6847208,589089,159237.4,95.36,4.4,TRUE,50,192_0,TRUE,192_0
GCA_016716385.1,Kalu_18-Q3-R12-55_BAT3C.261,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__;s__,NA,29,6412234,1098693,221111.5,97.37,0,TRUE,0,194_0,TRUE,194_0
GCA_016721425.1,Skiv_18-Q3-R9-52_BATAC.396,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__UBA690;s__,NA,47,7693013,1036777,163681.1,99.13,3.48,TRUE,75,431_0,TRUE,431_0
GCA_016710525.1,Hjor_18-Q3-R7-51_BATAC.292,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__CAIZPE01;s__,NA,151,6718796,252509,44495.3,93.11,0.91,TRUE,0,398_0,TRUE,398_0
GCA_016710065.1,EsbW_18-Q3-R4-48_BAT3C.207,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ideonella;s__,NA,16,5531576,1835575,345723.5,97.67,1.25,TRUE,100,393_0,TRUE,393_0
GCA_016707335.1,Ega_18-Q3-R5-49_BATAC.333,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax;s__,5,17,4298445,1563899,252849.7,99.08,0.73,TRUE,66.67,373_1,TRUE,373_3
GCA_016708715.1,Bjer_18-Q3-R1-45_BATAC.569,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax;s__,NA,56,4212075,304058,75215.6,92.53,3.9,TRUE,52.94,371_1,TRUE,371_1
GCA_016705575.1,AalE_18-Q3-R2-46_BAT3C.116,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax;s__,NA,8,4141536,1159567,517692,98.91,0.47,TRUE,100,373_1,TRUE,373_1
GCA_016705985.1,EsbE_18-Q3-R3-47_BATAC.414,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax;s__,NA,27,4359707,874055,161470.6,98.96,3.07,TRUE,50,373_1,TRUE,373_4
GCA_016719405.1,Lyne_18-Q3-R50-59_MAXAC.018,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax;s__,NA,28,4318719,1041177,154240,97,1.46,TRUE,20,371_1,TRUE,371_2
GCA_016716275.1,Kalu_18-Q3-R12-55_BAT3C.359,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__DSNY01;s__,NA,4,3642430,1467960,910607.5,90.09,0,TRUE,0,361_0,TRUE,361_0
GCA_016715585.1,Lyne_18-Q3-R50-59_MAXAC.237,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ottowia;s__,NA,10,3858113,3632043,385811.3,99.53,2.34,TRUE,57.14,382_1,TRUE,382_1
GCA_016703325.1,Aved_18-Q3-R54-62_BATAC.321_sub,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__,NA,76,5645544,420170,74283.5,95.16,0.62,TRUE,0,379_0,TRUE,379_0
GCA_016703945.1,AalW_18-Q3-R10-53_MAXAC.171,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax;s__,NA,61,6081658,643146,99699.3,98.86,3.9,TRUE,47.37,374_0,TRUE,374_0
GCA_016704005.1,AalW_18-Q3-R10-53_MAXAC.061,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Rhodoferax;s__,5,14,4163607,1235371,297400.5,99.61,4.08,TRUE,84.62,373_1,TRUE,373_5
GCA_016702605.1,Aved_18-Q3-R54-62_MAXAC.235,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__;s__,5,24,5965215,1692874,248550.6,98.1,1.46,TRUE,16.67,380_0,TRUE,380_0
GCA_016702555.1,Aved_18-Q3-R54-62_MAXAC.293,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ottowia;s__,NA,9,3773590,908635,419287.8,97.96,0.47,TRUE,0,382_1,TRUE,382_1
GCA_016714935.1,OdNE_18-Q3-R46-58_BAT3C.415,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Accumulibacter;s__,NA,62,4325360,308867,69763.9,95.26,0.98,TRUE,33.33,328_1,TRUE,328_2
GCA_016713625.1,Fred_18-Q3-R57-64_BAT3C.720,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Accumulibacter;s__,NA,13,5041483,924488,387806.4,93.81,0.98,TRUE,50,330_0,TRUE,330_0
GCA_016712935.1,Fred_18-Q3-R57-64_MAXAC.027,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Accumulibacter;s__,NA,56,5655074,883303,100983.5,97.67,4,TRUE,71.43,328_1,TRUE,328_1
GCA_016709675.1,EsbW_18-Q3-R4-48_BATAC.285,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Accumulibacter;s__,NA,40,5402764,867670,135069.1,96.67,3.63,TRUE,50,329_0,TRUE,329_0
GCA_016711725.1,Hade_18-Q3-R52-61_BATAC.726,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Accumulibacter;s__,NA,84,4391132,199731,52275.4,90.17,2.33,TRUE,55.56,328_1,TRUE,328_3
GCA_016699285.1,Ega_18-Q3-R5-49_MAXAC.112v2,d__Bacteria;p__Planctomycetota;c__Brocadiae;o__Brocadiales;f__Brocadiaceae;g__Brocadia;s__Brocadia sapporoensis,NA,1,3260747,3260747,3260747,97.53,1.65,TRUE,0,450_0,TRUE,450_0
GCA_016699465.1,EsbW_18-Q3-R4-48_MAXAC.283_fly_man,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__GCA-2401445;g__;s__,NA,1,811376,811376,811376,61.08,0,TRUE,0,556_0,TRUE,556_0
GCA_016699715.1,Lyne_18-Q3-R50-59_BATAC.383_cln,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Competibacterales;f__Competibacteraceae;g__Competibacter;s__,NA,1,3595827,3595827,3595827,97.71,3.05,TRUE,16.67,312_0,TRUE,312_0
GCA_016710825.1,Hirt_18-Q3-R61-65_BATAC.422,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Competibacterales;f__Competibacteraceae;g__Contendobacter;s__Contendobacter odensis_A,NA,56,5116218,889396,91361,91.27,3.47,TRUE,17.65,308_1,TRUE,308_1
GCA_016710995.1,Hirt_18-Q3-R61-65_BATAC.101,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Competibacterales;f__Competibacteraceae;g__Competibacter_A;s__Competibacter_A sp002433805,NA,6,4058184,1183542,676364,93.8,3.46,TRUE,0,310_0,TRUE,310_0
GCA_016710535.1,Hjor_18-Q3-R7-51_BATAC.2,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Competibacterales;f__Competibacteraceae;g__Contendobacter;s__Contendobacter odensis_A,NA,56,5795996,650139,103499.9,97.36,3.81,TRUE,34.62,308_1,TRUE,308_2
GCA_016706355.1,Ejby_18-Q3-R6-50_MAXAC.193,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Competibacterales;f__Competibacteraceae;g__Competibacter_A;s__,NA,28,4262545,931578,152233.8,95.66,2.88,TRUE,23.53,309_1,TRUE,309_1
GCA_016712625.1,Fred_18-Q3-R57-64_MAXAC.287,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Competibacterales;f__Competibacteraceae;g__Competibacter_A;s__,NA,34,4828865,1786987,142025.4,95.31,1.72,TRUE,8.33,311_0,TRUE,311_0
GCA_016713505.1,Fred_18-Q3-R57-64_BATAC.284,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Competibacterales;f__Competibacteraceae;g__Competibacter_A;s__,NA,2,3732416,3262661,1866208,96.71,2.05,TRUE,0,309_1,TRUE,309_1
GCA_016715145.1,Mari_18-Q3-R65-66_MAXAC.212,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Competibacterales;f__Competibacteraceae;g__Competibacter_A;s__,NA,25,4208592,2442056,168343.7,95.83,3.52,TRUE,33.33,309_1,TRUE,309_1
GCA_016719985.1,Lyne_18-Q3-R50-59_BAT3C.425,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Competibacterales;f__Competibacteraceae;g__Competibacter_A;s__,NA,17,4076867,1343810,239815.7,96.3,2.64,TRUE,12.5,309_1,TRUE,309_1
GCA_016722145.1,Ribe_18-Q3-R11-54_MAXAC.188,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Competibacterales;f__Competibacteraceae;g__Competibacter_A;s__,NA,21,4120465,2197265,196212.6,96.47,3.52,TRUE,5.56,309_1,TRUE,309_1
GCA_016722705.1,Ribe_18-Q3-R11-54_MAXAC.030,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Azonexus;s__Azonexus sp002396525,NA,7,4726453,2839299,675207.6,99.21,0.83,TRUE,75,323_0,TRUE,323_0
GCA_016721185.1,Skiv_18-Q3-R9-52_MAXAC.078_sub,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Azonexus;s__,NA,18,4220355,947380,234464.2,94.72,2.11,TRUE,58.33,324_1,TRUE,324_2
GCA_016714975.1,OdNE_18-Q3-R46-58_BAT3C.305,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Azonexus;s__,4,29,4076926,751420,140583.7,96.89,4.61,TRUE,65,322_0,TRUE,322_0
GCA_016709495.1,EsbW_18-Q3-R4-48_BATAC.463,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Azonexus;s__,NA,54,4450621,422078,82418.9,96.58,2.24,TRUE,57.14,327_0,TRUE,327_0
GCA_016699555.1,Fred_18-Q3-R57-64_BAT3C.431,d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__Iainarchaeales;f__;g__;s__,NA,1,1048949,1048949,1048949,79.13,0.93,TRUE,0,560_0,TRUE,560_0
GCA_016710095.1,EsbW_18-Q3-R4-48_BAT3C.113,d__Bacteria;p__Eisenbacteria;c__RBG-16-71-46;o__RBG-16-71-46;f__RBG-16-71-46;g__CAIXRL01;s__,NA,52,4382438,335031,84277.7,93.41,2.2,TRUE,0,492_0,TRUE,492_0
GCA_016712505.1,Fred_18-Q3-R57-64_MAXAC.354,d__Bacteria;p__Eisenbacteria;c__RBG-16-71-46;o__CAIMUX01;f__CAIMUX01;g__;s__,NA,42,6448318,1079015,153531.4,93.41,1.1,TRUE,0,219_0,TRUE,219_0
GCA_016699775.1,Mari_18-Q3-R65-66_BAT3C.341_fly,d__Bacteria;p__Patescibacteria;c__ABY1;o__BM507;f__UBA917;g__UBA919;s__,NA,1,938851,938851,938851,65.84,0.99,TRUE,0,184_0,TRUE,184_0
GCA_016699245.1,Damh_18-Q3-R51-60_MAXAC.235_fly,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA2163;g__1-14-0-10-47-16;s__,NA,1,1054716,1054716,1054716,61.23,1.71,TRUE,50,11_0,TRUE,11_0
GCA_016699165.1,Aved_18-Q3-R54-62_BATAC.358_cln,d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Obscuribacterales;f__Obscuribacteraceae;g__;s__,NA,1,5037910,5037910,5037910,97.44,2.28,TRUE,0,558_0,TRUE,558_0
GCA_016716405.1,Kalu_18-Q3-R12-55_BAT3C.239,d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Obscuribacterales;f__Obscuribacteraceae;g__;s__,NA,4,6224382,2861678,1556095.5,96.58,4.42,TRUE,0,554_0,TRUE,554_0
GCA_016711925.1,Hade_18-Q3-R52-61_BATAC.316,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__;s__,NA,19,4097703,1133176,215668.6,91.26,2.35,TRUE,57.14,400_0,TRUE,400_0
GCA_016708905.1,Bjer_18-Q3-R1-45_BAT3C.347,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__;s__,NA,5,5005197,1660971,1001039.4,91.26,4.23,TRUE,50,399_1,TRUE,399_2
GCA_016708695.1,Bjer_18-Q3-R1-45_MAXAC.004,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Microtrichaceae;g__Microthrix;s__Microthrix parvicella,NA,21,4318275,1749284,205632.1,94.87,1.71,TRUE,50,530_1,TRUE,530_1
GCA_016708795.1,Bjer_18-Q3-R1-45_BATAC.226,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Microtrichaceae;g__Microthrix;s__Microthrix sp002473265,NA,10,4335907,1049405,433590.7,91.38,1.71,TRUE,0,531_1,TRUE,531_1
GCA_016707825.1,Damh_18-Q3-R51-60_MAXAC.005,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Microtrichaceae;g__Microthrix;s__Microthrix sp002473265,NA,29,4429308,863509,152734.8,91.17,0.85,TRUE,0,531_1,TRUE,531_2
GCA_016705925.1,EsbE_18-Q3-R3-47_BATAC.457_sub,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Microtrichaceae;g__Microthrix;s__Microthrix parvicella,NA,27,4096258,770386,151713.3,91.45,2.14,TRUE,66.67,530_1,TRUE,530_1
GCA_016705525.1,AalE_18-Q3-R2-46_BAT3C.202,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Microtrichaceae;g__Microthrix;s__Microthrix sp002473265,NA,27,4146565,599692,153576.5,90.6,2.56,TRUE,33.33,531_1,TRUE,531_5
GCA_016704645.1,AalW_18-Q3-R10-53_BAT3C.502,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Microtrichaceae;g__Microthrix;s__Microthrix sp002473265,NA,17,3946847,1000175,232167.5,93.16,4.27,TRUE,50,531_1,TRUE,531_3
GCA_016704375.1,AalW_18-Q3-R10-53_BATAC.377,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Microtrichaceae;g__Microthrix;s__Microthrix parvicella,3,8,3692711,829701,461588.9,92.9,0.85,TRUE,0,530_1,TRUE,530_1
GCA_016720445.1,Viby_18-Q3-R106-67_BAT3C.52,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Microtrichaceae;g__Microthrix;s__Microthrix parvicella,4,20,4007997,488093,200399.8,94.87,0.85,TRUE,0,530_1,TRUE,530_1
GCA_016719385.1,Lyne_18-Q3-R50-59_MAXAC.006,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Microtrichaceae;g__Microthrix;s__Microthrix sp002473265,NA,11,4214851,1245818,383168.3,93.16,0.85,TRUE,0,531_1,TRUE,531_4
GCA_016718045.1,Rand_18-Q3-R56-63_BAT3C.13,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Microtrichaceae;g__Microthrix;s__Microthrix sp002473265,NA,25,3975140,579195,159005.6,92.02,1.71,TRUE,0,531_1,TRUE,531_6
GCA_016699385.1,EsbW_18-Q3-R4-48_MAXAC.267_cln,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Moranbacterales;f__;g__;s__,NA,1,1111322,1111322,1111322,70.13,0.99,TRUE,0,13_0,TRUE,13_0
GCA_016699425.1,EsbW_18-Q3-R4-48_MAXAC.278_cln,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Moranbacterales;f__UBA1568;g__SSEF01;s__,NA,1,1217328,1217328,1217328,70.79,0.99,TRUE,100,451_0,TRUE,451_0
GCA_016699795.1,Mari_18-Q3-R65-66_MAXAC.243_uni,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Moranbacterales;f__GCA-2747515;g__;s__,NA,1,1186598,1186598,1186598,70.79,1.98,TRUE,0,16_0,TRUE,16_0
GCA_016699975.1,Hirt_18-Q3-R61-65_MAXAC.378_cln,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Moranbacterales;f__;g__;s__,NA,1,1048819,1048819,1048819,67.73,0.99,TRUE,0,15_0,TRUE,15_0
GCA_016699875.1,Fred_18-Q3-R57-64_MAXAC.421_sub_cln,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__Moranbacterales;f__;g__;s__,NA,1,1088644,1088644,1088644,68.32,2.97,TRUE,66.67,14_0,TRUE,14_0
GCA_016699365.1,EsbW_18-Q3-R4-48_MAXAC.200_cln,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA9973;g__;s__,NA,1,705143,705143,705143,80.15,0,TRUE,0,10_0,TRUE,10_0
GCA_016699085.1,AalW_18-Q3-R10-53_BAT3C.395,d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__UBA9973;g__;s__,NA,1,808221,808221,808221,79.59,0,TRUE,0,9_0,TRUE,9_0
GCA_016718315.1,OdNW_18-Q3-R42-56_BATAC.52,d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Obscuribacterales;f__Obscuribacteraceae;g__Obscuribacter;s__,NA,16,6089269,1325471,380579.3,95.73,3.13,TRUE,0,207_1,TRUE,207_1
GCA_016719695.1,Lyne_18-Q3-R50-59_BATAC.510,d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Obscuribacterales;f__Obscuribacteraceae;g__Obscuribacter;s__,NA,16,7281018,1697863,455063.6,95.73,3.99,TRUE,0,206_1,TRUE,206_1
GCA_016720765.1,Vibo_18-Q3-R45-57_BATAC.463,d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Obscuribacterales;f__Obscuribacteraceae;g__Obscuribacter;s__,NA,15,6328625,1701737,421908.3,96.58,4.84,TRUE,0,207_1,TRUE,207_5
GCA_016721225.1,Skiv_18-Q3-R9-52_MAXAC.062,d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Obscuribacterales;f__Obscuribacteraceae;g__Obscuribacter;s__,NA,41,5898361,932622,143862.5,94.44,3.99,TRUE,0,207_1,TRUE,207_2
GCA_016716945.1,Hirt_18-Q3-R61-65_MAXAC.060,d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Obscuribacterales;f__Obscuribacteraceae;g__Obscuribacter;s__,NA,37,6212384,750214,167902.3,94.87,3.13,TRUE,0,207_1,TRUE,207_3
GCA_016712465.1,Fred_18-Q3-R57-64_MAXAC.356,d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Obscuribacterales;f__Obscuribacteraceae;g__Obscuribacter;s__,NA,10,7351652,7020619,735165.2,97.44,3.99,TRUE,0,206_1,TRUE,206_1
GCA_016714375.1,EsbW_18-Q3-R4-48_MAXAC.047,d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Obscuribacterales;f__Obscuribacteraceae;g__Obscuribacter;s__,7,31,6296033,1350520,203097.8,94.87,3.99,TRUE,0,207_1,TRUE,207_4
GCA_016706695.1,Ejby_18-Q3-R6-50_BATAC.123,d__Bacteria;p__Cyanobacteria;c__Vampirovibrionia;o__Obscuribacterales;f__Obscuribacteraceae;g__Obscuribacter;s__,NA,35,6032000,1152665,172342.9,91.88,3.99,TRUE,0,207_1,TRUE,207_1
GCA_016706995.1,Ega_18-Q3-R5-49_MAXAC.254,d__Bacteria;p__OLB16;c__OLB16;o__OLB16;f__OLB16;g__OLB16;s__OLB16 sp001567115,NA,28,4287934,525359,153140.5,91.77,1.08,TRUE,0,301_0,TRUE,301_0
GCA_016699145.1,Aved_18-Q3-R54-62_BAT3C.344,d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__UBA1369;f__2-02-FULL-48-14;g__2-02-FULL-48-14;s__,NA,1,1338973,1338973,1338973,80.69,0,TRUE,0,300_0,TRUE,300_0
GCA_016699515.1,Fred_18-Q3-R57-64_BAT3C.1_cln,d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__UM-FILTER-43-11;f__UM-FILTER-43-11;g__;s__,NA,1,1338661,1338661,1338661,76.84,0,TRUE,0,214_0,TRUE,214_0
GCA_016699755.1,Lyne_18-Q3-R50-59_MAXAC.411_cln,d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__CAIRYL01;f__;g__;s__,NA,1,1560578,1560578,1560578,82.87,0,TRUE,0,82_0,TRUE,82_0
GCA_016707605.1,Ega_18-Q3-R5-49_BAT3C.159,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineofilales;f__Promineofilaceae;g__Promineofilum;s__,NA,26,5044159,1110292,194006.1,90,4.55,TRUE,50,456_0,TRUE,456_0
GCA_016700135.1,Kalu_18-Q3-R12-55_MAXAC.194_uni,d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA1406;f__GWC2-37-13;g__UBA1450;s__,NA,1,1448136,1448136,1448136,75.71,1.72,TRUE,0,48_0,TRUE,48_0
GCA_016699265.1,Damh_18-Q3-R51-60_BAT3C.63_uni,d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA1406;f__GWC2-37-13;g__;s__,1,1,928688,928688,928688,69.42,1.12,TRUE,0,559_0,TRUE,559_0
GCA_016699065.1,AalW_18-Q3-R10-53_BAT3C.508_uni,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Saccharimonas;s__Saccharimonas aalborgensis,NA,1,979137,979137,979137,61.97,0.85,TRUE,0,1_1,TRUE,1_2
GCA_016700315.1,Ribe_18-Q3-R11-54_BATAC.540_fly,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__SZUA-47;g__SZUA-47;s__,NA,1,988272,988272,988272,64.35,0.93,TRUE,0,8_0,TRUE,8_0
GCA_016700395.1,Vibo_18-Q3-R45-57_BATAC.32_fly,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Saccharimonas;s__Saccharimonas aalborgensis,NA,1,936132,936132,936132,66.2,0.93,TRUE,0,1_1,TRUE,1_1
GCA_016700375.1,Vibo_18-Q3-R45-57_BAT3C.117_fly,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__GCA-2746885;s__,NA,1,1256494,1256494,1256494,73.08,0.85,TRUE,0,6_0,TRUE,6_0
GCA_016700355.1,Skiv_18-Q3-R9-52_BAT3C.188_fly,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Saccharimonas;s__Saccharimonas aalborgensis,NA,1,1006672,1006672,1006672,67.13,0.93,TRUE,0,1_1,TRUE,1_1
GCA_016699955.1,Hirt_18-Q3-R61-65_MAXAC.330_cln,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__GCA-2746885;s__,NA,1,1211496,1211496,1211496,72.65,0,TRUE,0,7_0,TRUE,7_0
GCA_016699935.1,Hirt_18-Q3-R61-65_BATAC.98_uni,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__UBA4665;g__GCA-2746885;s__,NA,1,1226308,1226308,1226308,66.5,0,TRUE,0,5_0,TRUE,5_0
GCA_016700015.1,Hjor_18-Q3-R7-51_MAXAC.102_uni,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__Saccharimonas;s__,NA,1,1011181,1011181,1011181,68.98,0.93,TRUE,0,2_0,TRUE,2_0
GCA_016699895.1,Hirt_18-Q3-R61-65_BAT3C.362_fly,d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__;s__,NA,1,749073,749073,749073,62.54,0,TRUE,0,12_0,TRUE,12_0
GCA_016699205.1,Bjer_18-Q3-R1-45_BAT3C.201_fly,d__Bacteria;p__Patescibacteria;c__ABY1;o__SG8-24;f__2-12-FULL-60-25;g__CAIXDN01;s__,NA,1,1082254,1082254,1082254,71.78,0,TRUE,0,555_0,TRUE,555_0
