bgc_id,GCF,genome_id,contig,start,end,product,contig_edge,class
CAIVGN010000098.region001,2558,GCA_903905455.1,CAIVGN010000098,21432,43381,thioamitides,FALSE,Others
CAIVGN010000108.region001,2169;2559,GCA_903905455.1,CAIVGN010000108,29319,40753,RiPP-like,FALSE,RiPPs
CAIVGN010000122.region001,2163,GCA_903905455.1,CAIVGN010000122,0,12278,terpene,TRUE,Terpene
CAIVGN010000127.region001,2158,GCA_903905455.1,CAIVGN010000127,763,47669,T1PKS,FALSE,PKSI
CAIVGN010000134.region001,2664,GCA_903905455.1,CAIVGN010000134,10047,64770,T1PKS;hglE-KS,FALSE,PKSother
CAIVGN010000144.region001,2165,GCA_903905455.1,CAIVGN010000144,0,27687,arylpolyene,TRUE,Others
CAIVGN010000167.region001,2159,GCA_903905455.1,CAIVGN010000167,0,55177,NRPS;NRPS-like;T1PKS,TRUE,PKS-NRP_Hybrids
CAIVGN010000182.region001,2167,GCA_903905455.1,CAIVGN010000182,15480,38466,terpene,FALSE,Terpene
CAIVGN010000216.region001,2566,GCA_903905455.1,CAIVGN010000216,0,32427,arylpolyene,TRUE,Others
CAIVJW010000048.region001,2567,GCA_903906315.1,CAIVJW010000048,0,31757,hglE-KS,TRUE,PKSother
CAIVJW010000087.region001,2568,GCA_903906315.1,CAIVJW010000087,0,13210,thioamitides,TRUE,Others
CAIVJW010000123.region001,2569,GCA_903906315.1,CAIVJW010000123,40000,68451,NRPS-like,TRUE,NRPS
CAIVJW010000200.region001,2570;6783,GCA_903906315.1,CAIVJW010000200,3636,33661,arylpolyene,TRUE,Others
CAIVJW010000204.region001,2571,GCA_903906315.1,CAIVJW010000204,0,11225,terpene,TRUE,Terpene
CAIVJW010000277.region001,2572;3831,GCA_903906315.1,CAIVJW010000277,27501,40584,RRE-containing,TRUE,RiPPs
CAIVJW010000308.region001,2573,GCA_903906315.1,CAIVJW010000308,6034,49314,T3PKS;PKS-like,FALSE,PKSother
CAIVJW010000416.region001,2574;2715,GCA_903906315.1,CAIVJW010000416,0,11171,betalactone,TRUE,Others
CAIVKX010000366.region001,2334,GCA_903906555.1,CAIVKX010000366,5257,19619,terpene,TRUE,Terpene
CAIVKX010000409.region001,2576;2299,GCA_903906555.1,CAIVKX010000409,0,5567,RRE-containing,TRUE,RiPPs
CAIVKX010000681.region001,2335;2303,GCA_903906555.1,CAIVKX010000681,0,4995,arylpolyene,TRUE,Others
CAIVKX010000879.region001,2578,GCA_903906555.1,CAIVKX010000879,0,8788,terpene,TRUE,Terpene
CAIVTT010000012.region001,2015;2675,GCA_903908935.1,CAIVTT010000012,0,18104,terpene,TRUE,Terpene
CAIVTT010000026.region001,1983,GCA_903908935.1,CAIVTT010000026,0,35941,T3PKS,TRUE,PKSother
CAIVTT010000050.region001,1982,GCA_903908935.1,CAIVTT010000050,25129,35969,RiPP-like,FALSE,RiPPs
CAIVTT010000054.region001,2524,GCA_903908935.1,CAIVTT010000054,0,26856,T3PKS;terpene,TRUE,Others
CAIVTT010000088.region001,2685,GCA_903908935.1,CAIVTT010000088,0,33447,hglE-KS,TRUE,PKSother
CAIVTT010000090.region001,2687,GCA_903908935.1,CAIVTT010000090,0,31374,T1PKS,TRUE,PKSI
CAIVTT010000125.region001,2686,GCA_903908935.1,CAIVTT010000125,0,28217,T1PKS;T3PKS,TRUE,PKSother
CAIVTT010000179.region001,2527,GCA_903908935.1,CAIVTT010000179,6730,13155,RiPP-like,TRUE,RiPPs
CAIWBK010000017.region001,2279,GCA_903910935.1,CAIWBK010000017,0,24609,NRPS-like,TRUE,NRPS
CAIWBK010000037.region001,2231;2277,GCA_903910935.1,CAIWBK010000037,17672,56695,T3PKS,TRUE,PKSother
CAIWBK010000054.region001,2284,GCA_903910935.1,CAIWBK010000054,46427,58179,RiPP-like,FALSE,RiPPs
CAIWBK010000088.region001,2151,GCA_903910935.1,CAIWBK010000088,27305,50521,terpene,FALSE,Terpene
CAIWBK010000088.region002,2591,GCA_903910935.1,CAIWBK010000088,82459,136366,hglE-KS,FALSE,PKSother
CAIWBK010000093.region001,2229,GCA_903910935.1,CAIWBK010000093,14572,56984,T1PKS,TRUE,PKSI
CAIWBK010000104.region001,2223,GCA_903910935.1,CAIWBK010000104,0,31218,arylpolyene,TRUE,Others
CAIWBK010000122.region001,2230,GCA_903910935.1,CAIWBK010000122,34682,65572,T1PKS,TRUE,PKSI
CAIWBK010000132.region001,2225,GCA_903910935.1,CAIWBK010000132,0,19302,T1PKS,TRUE,PKSI
CAIWBK010000166.region001,2286,GCA_903910935.1,CAIWBK010000166,13241,24087,RiPP-like,FALSE,RiPPs
CAIWCD010000014.region001,2597,GCA_903911145.1,CAIWCD010000014,92045,158096,T1PKS;arylpolyene,FALSE,Others
CAIWCD010000024.region001,2598;1996,GCA_903911145.1,CAIWCD010000024,117609,139907,thioamitides,FALSE,Others
CAIWCD010000032.region001,1999,GCA_903911145.1,CAIWCD010000032,0,48432,hglE-KS;oligosaccharide;T1PKS,TRUE,Others
CAIWCD010000034.region001,2177,GCA_903911145.1,CAIWCD010000034,80005,104702,NRPS-like,TRUE,NRPS
CAIWCD010000035.region001,1997,GCA_903911145.1,CAIWCD010000035,70871,91849,terpene,FALSE,Terpene
CAIWCD010000037.region001,2175;1994,GCA_903911145.1,CAIWCD010000037,11487,52588,T3PKS,FALSE,PKSother
CAIWCD010000039.region001,2174,GCA_903911145.1,CAIWCD010000039,46880,91404,NRPS-like,FALSE,NRPS
CAIWCD010000039.region002,2173,GCA_903911145.1,CAIWCD010000039,182805,214493,ranthipeptide,FALSE,RiPPs
CAIWCD010000041.region001,2182;2002,GCA_903911145.1,CAIWCD010000041,22942,47624,terpene,FALSE,Terpene
CAIWCD010000044.region001,1998,GCA_903911145.1,CAIWCD010000044,64389,75265,RiPP-like,FALSE,RiPPs
CAIWCJ010000045.region001,2398;2545,GCA_903911155.1,CAIWCJ010000045,26887,47136,RRE-containing,FALSE,RiPPs
CAIWCJ010000100.region001,2395,GCA_903911155.1,CAIWCJ010000100,5281,25587,RRE-containing,FALSE,RiPPs
CAIWCJ010000123.region001,2550,GCA_903911155.1,CAIWCJ010000123,0,32483,arylpolyene,TRUE,Others
CAIWCJ010000144.region001,2543;2403,GCA_903911155.1,CAIWCJ010000144,0,7907,RiPP-like,TRUE,RiPPs
CAIWCJ010000213.region001,2396;2547,GCA_903911155.1,CAIWCJ010000213,22446,61623,T3PKS,TRUE,PKSother
CAIWCJ010000262.region001,2612,GCA_903911155.1,CAIWCJ010000262,0,22236,betalactone,TRUE,Others
CAIWCJ010000275.region001,2613;2549,GCA_903911155.1,CAIWCJ010000275,0,11754,ranthipeptide,TRUE,RiPPs
CAIWDZ010000078.region001,2391,GCA_903911575.1,CAIWDZ010000078,0,40634,T3PKS,TRUE,PKSother
CAIWDZ010000093.region001,2615,GCA_903911575.1,CAIWDZ010000093,13255,54890,arylpolyene,FALSE,Others
CAIWDZ010000115.region001,2392,GCA_903911575.1,CAIWDZ010000115,8902,33610,arylpolyene,TRUE,Others
CAIWDZ010000127.region001,2310,GCA_903911575.1,CAIWDZ010000127,19402,64864,NRPS,TRUE,NRPS
CAIWDZ010000139.region001,2389;2618,GCA_903911575.1,CAIWDZ010000139,73288,120002,arylpolyene;resorcinol,FALSE,Others
CAIWDZ010000144.region001,2619,GCA_903911575.1,CAIWDZ010000144,167819,201689,arylpolyene,TRUE,Others
CAIWDZ010000149.region001,2620;2268,GCA_903911575.1,CAIWDZ010000149,31063,52011,terpene,FALSE,Terpene
CAIWDZ010000163.region001,2271,GCA_903911575.1,CAIWDZ010000163,0,38421,hglE-KS,TRUE,PKSother
CAIWDZ010000248.region001,2315,GCA_903911575.1,CAIWDZ010000248,5740,21208,lanthipeptide-class-iv,TRUE,RiPPs
CAIWDZ010000286.region001,2623,GCA_903911575.1,CAIWDZ010000286,0,23567,T3PKS,TRUE,PKSother
CAIWDZ010000292.region001,2357;2379,GCA_903911575.1,CAIWDZ010000292,0,14524,arylpolyene,TRUE,Others
CAIWDZ010000301.region001,2270,GCA_903911575.1,CAIWDZ010000301,2225,71214,T1PKS,FALSE,PKSI
CAIWDZ010000305.region001,2626;2319,GCA_903911575.1,CAIWDZ010000305,9924,22138,lanthipeptide-class-iv,TRUE,RiPPs
CAIWDZ010000316.region001,2276,GCA_903911575.1,CAIWDZ010000316,0,28791,hglE-KS,TRUE,PKSother
CAIWFK010000012.region001,2628,GCA_903911905.1,CAIWFK010000012,0,39493,NRPS-like,TRUE,NRPS
CAIWFK010000116.region001,2629,GCA_903911905.1,CAIWFK010000116,9017,20147,terpene,TRUE,Terpene
CAIWFK010000153.region001,2630,GCA_903911905.1,CAIWFK010000153,5567,27580,terpene,FALSE,Terpene
CAIWFK010000249.region001,2631,GCA_903911905.1,CAIWFK010000249,0,15682,terpene,TRUE,Terpene
CAIWFK010000397.region001,2632,GCA_903911905.1,CAIWFK010000397,1568,13173,RiPP-like,FALSE,RiPPs
CAIWFK010000687.region001,2633;2558,GCA_903911905.1,CAIWFK010000687,0,9217,thioamitides,TRUE,Others
CAIWFK010000730.region001,2634,GCA_903911905.1,CAIWFK010000730,0,5129,arylpolyene,TRUE,Others
CAIWFK010000741.region001,2635,GCA_903911905.1,CAIWFK010000741,5399,25717,RRE-containing,FALSE,RiPPs
CAIWFK010000761.region001,2636,GCA_903911905.1,CAIWFK010000761,0,45107,T1PKS,TRUE,PKSI
CAIWFK010000809.region001,2637,GCA_903911905.1,CAIWFK010000809,0,8442,terpene,TRUE,Terpene
CAIWFK010000888.region001,2638;6055,GCA_903911905.1,CAIWFK010000888,0,15353,T3PKS,TRUE,PKSother
CAIWGR010000106.region001,2552,GCA_903912275.1,CAIWGR010000106,0,13528,terpene,TRUE,Terpene
CAIWMI010000008.region001,2640,GCA_903913725.1,CAIWMI010000008,0,22417,betalactone,TRUE,Others
CAIWMI010000061.region001,2641,GCA_903913725.1,CAIWMI010000061,9480,24262,terpene,TRUE,Terpene
CAIWMI010000092.region001,2642,GCA_903913725.1,CAIWMI010000092,0,5596,RiPP-like,TRUE,RiPPs
CAIWMI010000324.region001,2643;7772;2682,GCA_903913725.1,CAIWMI010000324,0,1908,RiPP-like,TRUE,RiPPs
CAIWMI010000387.region001,2644;2335,GCA_903913725.1,CAIWMI010000387,0,17641,arylpolyene,TRUE,Others
CAIWMI010000475.region001,2645;3130,GCA_903913725.1,CAIWMI010000475,0,1955,arylpolyene,TRUE,Others
CAIWMI010000480.region001,2646,GCA_903913725.1,CAIWMI010000480,0,1938,RiPP-like,TRUE,RiPPs
CAIWMI010000534.region001,2647,GCA_903913725.1,CAIWMI010000534,0,11270,ranthipeptide,TRUE,RiPPs
CAIWMI010000714.region001,2648,GCA_903913725.1,CAIWMI010000714,0,12127,RRE-containing,TRUE,RiPPs
CAIWMI010000767.region001,2649,GCA_903913725.1,CAIWMI010000767,0,25781,phosphonate,TRUE,Others
CAIWMI010000837.region001,2065;7770,GCA_903913725.1,CAIWMI010000837,0,13300,ladderane;arylpolyene,TRUE,Others
CAIWMI010000854.region001,2651,GCA_903913725.1,CAIWMI010000854,0,7721,NRPS-like,TRUE,NRPS
CAIWMI010000884.region001,2652,GCA_903913725.1,CAIWMI010000884,3941,16109,terpene,TRUE,Terpene
CAIWMI010000978.region001,2653,GCA_903913725.1,CAIWMI010000978,15986,29352,redox-cofactor,TRUE,Others
CAIWTT010000004.region001,2654,GCA_903915665.1,CAIWTT010000004,0,8434,RiPP-like,TRUE,RiPPs
CAIWTT010000013.region001,2655,GCA_903915665.1,CAIWTT010000013,0,10949,T3PKS,TRUE,PKSother
CAIWTT010000068.region001,2167,GCA_903915665.1,CAIWTT010000068,156318,179304,terpene,FALSE,Terpene
CAIWTT010000108.region001,2553,GCA_903915665.1,CAIWTT010000108,9,17280,terpene,TRUE,Terpene
CAIWTT010000109.region001,2558,GCA_903915665.1,CAIWTT010000109,27534,49483,thioamitides,FALSE,Others
CAIWTT010000142.region001,2556,GCA_903915665.1,CAIWTT010000142,35114,48244,RRE-containing,TRUE,RiPPs
CAIWTT010000169.region001,2159,GCA_903915665.1,CAIWTT010000169,0,55177,NRPS;NRPS-like;T1PKS,TRUE,PKS-NRP_Hybrids
CAIWTT010000183.region001,2566,GCA_903915665.1,CAIWTT010000183,213440,255324,arylpolyene,FALSE,Others
CAIWTT010000196.region001,2158,GCA_903915665.1,CAIWTT010000196,7707,54613,T1PKS,FALSE,PKSI
CAIWTT010000216.region001,2166;2663,GCA_903915665.1,CAIWTT010000216,16261,40731,NRPS-like,TRUE,NRPS
CAIWTT010000222.region001,2664,GCA_903915665.1,CAIWTT010000222,10040,64763,T1PKS;hglE-KS,FALSE,PKSother
CAIWTT010000228.region001,2665;2559,GCA_903915665.1,CAIWTT010000228,0,7142,RiPP-like,TRUE,RiPPs
CAIWTT010000251.region001,2163,GCA_903915665.1,CAIWTT010000251,1184,22144,terpene,FALSE,Terpene
CAIWTT010000255.region001,2667,GCA_903915665.1,CAIWTT010000255,29367,41355,terpene,TRUE,Terpene
CAIWTT010000265.region001,2165,GCA_903915665.1,CAIWTT010000265,0,27687,arylpolyene,TRUE,Others
CAIWXK010000020.region001,1982,GCA_903916655.1,CAIWXK010000020,11179,22019,RiPP-like,FALSE,RiPPs
CAIWXK010000043.region001,2686,GCA_903916655.1,CAIWXK010000043,0,22437,T3PKS;T1PKS,TRUE,PKSother
CAIWXK010000065.region001,2685,GCA_903916655.1,CAIWXK010000065,34603,81437,hglE-KS,FALSE,PKSother
CAIWXK010000076.region001,1983,GCA_903916655.1,CAIWXK010000076,0,22353,T3PKS,TRUE,PKSother
CAIWXK010000152.region001,2524,GCA_903916655.1,CAIWXK010000152,0,26506,T3PKS;terpene,TRUE,Others
CAIWXK010000159.region001,2527,GCA_903916655.1,CAIWXK010000159,0,7225,RiPP-like,TRUE,RiPPs
CAIWXK010000161.region001,2015;2675,GCA_903916655.1,CAIWXK010000161,0,17770,terpene,TRUE,Terpene
CAIXAA010000197.region001,2676,GCA_903917305.1,CAIXAA010000197,0,5842,terpene,TRUE,Terpene
CAIXAA010000318.region001,2335;2303,GCA_903917305.1,CAIXAA010000318,0,13863,arylpolyene,TRUE,Others
CAIXAA010000415.region001,2678;3130,GCA_903917305.1,CAIXAA010000415,0,2646,arylpolyene,TRUE,Others
CAIXAA010000849.region001,2679;7157,GCA_903917305.1,CAIXAA010000849,0,8621,NRPS-like,TRUE,NRPS
CAIXGW010000002.region001,2680,GCA_903919145.1,CAIXGW010000002,3279,28099,terpene,FALSE,Terpene
CAIXGW010000004.region001,2681;2170;8187,GCA_903919145.1,CAIXGW010000004,0,28102,ranthipeptide,TRUE,RiPPs
CAIXGW010000164.region001,2682;7772,GCA_903919145.1,CAIXGW010000164,0,3602,RiPP-like,TRUE,RiPPs
CAIXHX010000001.region001,2016;2047,GCA_903919305.1,CAIXHX010000001,0,17271,terpene,TRUE,Terpene
CAIXHX010000024.region001,1982,GCA_903919305.1,CAIXHX010000024,80244,91084,RiPP-like,FALSE,RiPPs
CAIXHX010000029.region001,2685,GCA_903919305.1,CAIXHX010000029,0,45839,hglE-KS,TRUE,PKSother
CAIXHX010000057.region001,2686,GCA_903919305.1,CAIXHX010000057,0,24346,T1PKS;T3PKS,TRUE,PKSother
CAIXHX010000077.region001,2687,GCA_903919305.1,CAIXHX010000077,223,49961,T1PKS,FALSE,PKSI
CAIXHX010000083.region001,6106;2019,GCA_903919305.1,CAIXHX010000083,0,9471,T3PKS,TRUE,PKSother
CAIXHX010000148.region001,2015;2675,GCA_903919305.1,CAIXHX010000148,9298,30246,terpene,FALSE,Terpene
CAIXHX010000184.region001,1983,GCA_903919305.1,CAIXHX010000184,1215,31550,T3PKS,TRUE,PKSother
CAIXHX010000187.region001,2527,GCA_903919305.1,CAIXHX010000187,6611,13036,RiPP-like,TRUE,RiPPs
CAIXRH010000025.region001,2237,GCA_903921785.1,CAIXRH010000025,6047,56073,T1PKS,FALSE,PKSI
CAIXRH010000050.region001,2693;8145,GCA_903921785.1,CAIXRH010000050,0,11056,T1PKS,TRUE,PKSI
CAIXRH010000152.region001,2239,GCA_903921785.1,CAIXRH010000152,0,5331,T3PKS,TRUE,PKSother
CAIXRH010000203.region001,2695,GCA_903921785.1,CAIXRH010000203,0,25483,T3PKS,TRUE,PKSother
CAIXRH010000268.region001,2422,GCA_903921785.1,CAIXRH010000268,0,11437,terpene,TRUE,Terpene
CAIXRH010000283.region001,2246,GCA_903921785.1,CAIXRH010000283,0,1977,arylpolyene,TRUE,Others
CAIXRH010000286.region001,2135,GCA_903921785.1,CAIXRH010000286,0,9723,RiPP-like,TRUE,RiPPs
CAIXRH010000308.region001,2423;2134,GCA_903921785.1,CAIXRH010000308,8670,50199,hglE-KS,TRUE,PKSother
CAIXRH010000350.region001,2140,GCA_903921785.1,CAIXRH010000350,194,7775,RiPP-like,TRUE,RiPPs
CAIXRH010000358.region001,2701;2429,GCA_903921785.1,CAIXRH010000358,0,11682,arylpolyene,TRUE,Others
CAIXXO010000159.region001,2045,GCA_903923475.1,CAIXXO010000159,53379,65023,RiPP-like,FALSE,RiPPs
CAIXXO010000182.region001,2703;2382,GCA_903923475.1,CAIXXO010000182,6774,31460,terpene,FALSE,Terpene
CAIXZC010000294.region001,2704,GCA_903923815.1,CAIXZC010000294,0,2478,RRE-containing,TRUE,RiPPs
CAIXZC010000463.region001,2705,GCA_903923815.1,CAIXZC010000463,0,5119,RRE-containing,TRUE,RiPPs
CAIYBN010000144.region001,2045,GCA_903924465.1,CAIYBN010000144,14924,26571,RiPP-like,FALSE,RiPPs
CAIYMS010000150.region001,2455,GCA_903927385.1,CAIYMS010000150,2300,14557,RRE-containing,TRUE,RiPPs
CAIYMS010000172.region001,2453,GCA_903927385.1,CAIYMS010000172,0,11302,arylpolyene,TRUE,Others
CAIYMS010000191.region001,2454,GCA_903927385.1,CAIYMS010000191,0,22713,arylpolyene,TRUE,Others
CAIYMS010000222.region001,2456,GCA_903927385.1,CAIYMS010000222,69351,110440,T3PKS,FALSE,PKSother
CAIYOX010000009.region001,2111,GCA_903927915.1,CAIYOX010000009,0,2645,RRE-containing,TRUE,RiPPs
CAIYOX010000025.region001,2712,GCA_903927915.1,CAIYOX010000025,0,4615,ranthipeptide,TRUE,RiPPs
CAIYOX010000039.region001,2112,GCA_903927915.1,CAIYOX010000039,0,12734,RRE-containing,TRUE,RiPPs
CAIYOX010000045.region001,2714,GCA_903927915.1,CAIYOX010000045,0,10665,RRE-containing,TRUE,RiPPs
CAIYOX010000083.region001,2715,GCA_903927915.1,CAIYOX010000083,11204,37004,betalactone,FALSE,Others
CAIYOX010000118.region001,2716,GCA_903927915.1,CAIYOX010000118,4104,18444,lassopeptide,TRUE,RiPPs
CAIYOX010000137.region001,2717,GCA_903927915.1,CAIYOX010000137,0,8415,NRPS-like,TRUE,NRPS
CAIYOX010000150.region001,2113;2718,GCA_903927915.1,CAIYOX010000150,19213,37795,RRE-containing,TRUE,RiPPs
CAIYOX010000186.region001,2719,GCA_903927915.1,CAIYOX010000186,0,3220,RRE-containing,TRUE,RiPPs
CAIYPV010000152.region001,2703;2382,GCA_903928185.1,CAIYPV010000152,2586,27272,terpene,FALSE,Terpene
CAIYPV010000314.region001,2045,GCA_903928185.1,CAIYPV010000314,56622,68266,RiPP-like,FALSE,RiPPs
CAIYVG010000030.region001,2253,GCA_903929565.1,CAIYVG010000030,67447,78250,RRE-containing,TRUE,RiPPs
CAIYVG010000069.region001,2471,GCA_903929565.1,CAIYVG010000069,3025,23361,RRE-containing,FALSE,RiPPs
CAIYVG010000122.region001,2254;2547,GCA_903929565.1,CAIYVG010000122,0,23145,T3PKS,TRUE,PKSother
CAIYVG010000165.region001,2470;2256;2399,GCA_903929565.1,CAIYVG010000165,68,20767,RRE-containing,FALSE,RiPPs
CAIYVG010000170.region001,2726,GCA_903929565.1,CAIYVG010000170,12044,23654,RRE-containing,TRUE,RiPPs
CAIYVG010000235.region001,2727;2257,GCA_903929565.1,CAIYVG010000235,53993,71700,betalactone,TRUE,Others
CAIYWC010000097.region001,2045,GCA_903929795.1,CAIYWC010000097,53839,65483,RiPP-like,FALSE,RiPPs
CAIYWC010000208.region001,2703;2382,GCA_903929795.1,CAIYWC010000208,85131,109817,terpene,FALSE,Terpene
CAIYWC010000216.region001,1992;2142;2335,GCA_903929795.1,CAIYWC010000216,0,24342,arylpolyene,TRUE,Others
CAIZFW010000070.region001,2395,GCA_903932365.1,CAIZFW010000070,0,17374,RRE-containing,TRUE,RiPPs
CAIZFW010000160.region001,2399,GCA_903932365.1,CAIZFW010000160,0,12760,RRE-containing,TRUE,RiPPs
CAIZFW010000224.region001,2254;2547,GCA_903932365.1,CAIZFW010000224,0,20191,T3PKS,TRUE,PKSother
CAIZFW010000288.region001,2550,GCA_903932365.1,CAIZFW010000288,0,15011,arylpolyene,TRUE,Others
CAIZFW010000341.region001,2735,GCA_903932365.1,CAIZFW010000341,0,4632,RiPP-like,TRUE,RiPPs
CAIZFW010000416.region001,2612,GCA_903932365.1,CAIZFW010000416,0,15367,betalactone,TRUE,Others
CAIZFW010000424.region001,2737;2712,GCA_903932365.1,CAIZFW010000424,0,3805,RRE-containing,TRUE,RiPPs
CAIZFW010000481.region001,2550,GCA_903932365.1,CAIZFW010000481,0,21394,arylpolyene,TRUE,Others
CAIZRR010000172.region001,2739,GCA_903935365.1,CAIZRR010000172,0,27822,arylpolyene,TRUE,Others
CAIZRR010000174.region001,2740,GCA_903935365.1,CAIZRR010000174,0,20832,arylpolyene,TRUE,Others
CAIZRR010000220.region001,2078,GCA_903935365.1,CAIZRR010000220,0,17236,resorcinol,TRUE,Others
CAIZRR010000269.region001,2780,GCA_903935365.1,CAIZRR010000269,0,10569,RRE-containing,TRUE,RiPPs
CAIZRR010000350.region001,2783,GCA_903935365.1,CAIZRR010000350,0,24103,arylpolyene,TRUE,Others
CAIZWN010000029.region001,2780,GCA_903936705.1,CAIZWN010000029,0,27257,ranthipeptide;lassopeptide,TRUE,RiPPs
CAIZWN010000029.region002,2790,GCA_903936705.1,CAIZWN010000029,41466,48447,RiPP-like,TRUE,RiPPs
CAIZWN010000032.region001,2783,GCA_903936705.1,CAIZWN010000032,0,35914,arylpolyene,TRUE,Others
CAIZWN010000038.region001,2747,GCA_903936705.1,CAIZWN010000038,0,28773,resorcinol,TRUE,Others
CAIZWN010000051.region001,2782,GCA_903936705.1,CAIZWN010000051,196524,219856,NRPS-like,TRUE,NRPS
CAIZWN010000068.region001,2749,GCA_903936705.1,CAIZWN010000068,0,37822,arylpolyene,TRUE,Others
CAIZXG010000009.region001,2750,GCA_903936925.1,CAIZXG010000009,2428,23361,terpene,FALSE,Terpene
CAIZXG010000159.region001,2751;2776,GCA_903936925.1,CAIZXG010000159,26797,56512,ranthipeptide,FALSE,RiPPs
CAJAGA010000065.region001,2739,GCA_903939245.1,CAJAGA010000065,0,20608,arylpolyene,TRUE,Others
CAJAGA010000101.region001,2740,GCA_903939245.1,CAJAGA010000101,0,34856,arylpolyene,TRUE,Others
CAJAGA010000200.region001,2780,GCA_903939245.1,CAJAGA010000200,0,22418,ranthipeptide,TRUE,RiPPs
CAJAGA010000231.region001,2078,GCA_903939245.1,CAJAGA010000231,0,9316,resorcinol,TRUE,Others
CAJAGA010000403.region001,2756,GCA_903939245.1,CAJAGA010000403,0,6467,arylpolyene,TRUE,Others
CAJBAN010000018.region001,2751;2776,GCA_903950305.1,CAJBAN010000018,16015,41894,ranthipeptide,TRUE,RiPPs
CAJBAN010000050.region001,2750,GCA_903950305.1,CAJBAN010000050,2559,23492,terpene,FALSE,Terpene
CAJBMW010000018.region001,2750,GCA_903954305.1,CAJBMW010000018,132109,153042,terpene,FALSE,Terpene
CAJBMW010000091.region001,2751;2776,GCA_903954305.1,CAJBMW010000091,0,25881,ranthipeptide,TRUE,RiPPs
CAJBNH010000072.region001,2751;2776,GCA_903955385.1,CAJBNH010000072,113805,143520,ranthipeptide,FALSE,RiPPs
CAJBNH010000180.region001,2750,GCA_903955385.1,CAJBNH010000180,2564,23497,terpene,FALSE,Terpene
CAJBRI010000004.region001,2783,GCA_903957975.1,CAJBRI010000004,0,12096,arylpolyene,TRUE,Others
CAJBRI010000355.region001,2747,GCA_903957975.1,CAJBRI010000355,0,11789,resorcinol,TRUE,Others
CAJBRI010000466.region001,2780,GCA_903957975.1,CAJBRI010000466,0,5019,RRE-containing,TRUE,RiPPs
CAJBRI010000468.region001,2749,GCA_903957975.1,CAJBRI010000468,0,14072,arylpolyene,TRUE,Others
CAJBRI010000518.region001,2783,GCA_903957975.1,CAJBRI010000518,0,13212,arylpolyene,TRUE,Others
CAJBVW010000081.region001,2768,GCA_903959175.1,CAJBVW010000081,0,7032,RiPP-like,TRUE,RiPPs
CAJBVW010000082.region001,2769,GCA_903959175.1,CAJBVW010000082,19551,40493,terpene,FALSE,Terpene
CAJBVW010000122.region001,2770,GCA_903959175.1,CAJBVW010000122,13306,24170,RiPP-like,FALSE,RiPPs
CAJBVW010000219.region001,2771,GCA_903959175.1,CAJBVW010000219,5366,35212,T3PKS,TRUE,PKSother
CAJBVW010000255.region001,2772,GCA_903959175.1,CAJBVW010000255,0,8087,T3PKS,TRUE,PKSother
CAJBVW010000279.region001,2773;2429,GCA_903959175.1,CAJBVW010000279,0,30965,arylpolyene,TRUE,Others
CAJBVW010000504.region001,2774,GCA_903959175.1,CAJBVW010000504,0,5814,terpene,TRUE,Terpene
CAJBWV010000059.region001,2750,GCA_903959275.1,CAJBWV010000059,103655,124588,terpene,FALSE,Terpene
CAJBWV010000141.region001,2751;2776,GCA_903959275.1,CAJBWV010000141,57178,86893,ranthipeptide,FALSE,RiPPs
CAJBYD010000081.region001,2777,GCA_903959675.1,CAJBYD010000081,0,3030,terpene,TRUE,Terpene
CAJBYD010000245.region001,2778;2170,GCA_903959675.1,CAJBYD010000245,0,11506,RRE-containing,TRUE,RiPPs
CAJBZL010000007.region001,2749,GCA_903960075.1,CAJBZL010000007,187731,228925,arylpolyene,FALSE,Others
CAJBZL010000014.region001,2780,GCA_903960075.1,CAJBZL010000014,0,21764,ranthipeptide,TRUE,RiPPs
CAJBZL010000014.region002,2790,GCA_903960075.1,CAJBZL010000014,35973,43022,RiPP-like,TRUE,RiPPs
CAJBZL010000029.region001,2782,GCA_903960075.1,CAJBZL010000029,0,15896,NRPS-like,TRUE,NRPS
CAJBZL010000054.region001,2783,GCA_903960075.1,CAJBZL010000054,0,35798,arylpolyene,TRUE,Others
CAJBZL010000098.region001,2747,GCA_903960075.1,CAJBZL010000098,5298,46411,resorcinol,FALSE,Others
CAJCBA010000022.region001,2783,GCA_903960555.1,CAJCBA010000022,0,36101,arylpolyene,TRUE,Others
CAJCBA010000023.region001,2747,GCA_903960555.1,CAJCBA010000023,0,40596,resorcinol,TRUE,Others
CAJCBA010000041.region001,2782,GCA_903960555.1,CAJCBA010000041,0,27226,NRPS-like,TRUE,NRPS
CAJCBA010000055.region001,2749,GCA_903960555.1,CAJCBA010000055,38718,77353,arylpolyene,TRUE,Others
CAJCBA010000057.region001,2780,GCA_903960555.1,CAJCBA010000057,0,26036,ranthipeptide,TRUE,RiPPs
CAJCBA010000057.region002,2790,GCA_903960555.1,CAJCBA010000057,40245,52123,RiPP-like,FALSE,RiPPs
CP006003.1.region001,2791,GCA_000988565.1,CP006003.1,351282,375578,terpene,FALSE,Terpene
CP006003.1.region002,2792;4553,GCA_000988565.1,CP006003.1,1200789,1220126,terpene,FALSE,Terpene
CP006003.1.region003,5301;8429,GCA_000988565.1,CP006003.1,1822150,1886679,NRPS;T1PKS,FALSE,PKS-NRP_Hybrids
